trienio,indice_trienio,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2021-2023,4,2023,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-42.825,-3.477
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-30.833,-30.833
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-4.337,-4.337
2018-2020,1,2020,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-76.441,-2.832
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-84.214,-84.214
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-9.63,67.493
2019-2021,2,2021,Ceilândi a (FCE),Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,22.311,28.161
2019-2021,2,2021,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,18.037,52.683
2019-2021,2,2021,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,1.051,1.051
2020-2022,3,2022,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-6.499,38.946
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,72.441,79.533
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,13.926,13.926
2021-2023,4,2023,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-1.811,86.786
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,36.288,66.401
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-37.354,5.191
2022-2024,5,2024,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-86.268,-18.416
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-18.151,16.198
2023-2025,6,2025,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,14.796,18.796
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,50.704,50.704
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-10.117,7.338
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,0.119,0.119
2018-2020,1,2020,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-83.874,19.707
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-77.467,14.729
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-41.496,19.612
2019-2021,2,2021,Ceilândi a (FCE),Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.25,63.724
2019-2021,2,2021,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-34.082,-15.667
2019-2021,2,2021,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-73.518,-0.575
2020-2022,3,2022,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-50.438,-14.608
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-18.29,26.718
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-48.92,-1.44
2021-2023,4,2023,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-59.032,1.504
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-63.95,27.148
2023-2025,6,2025,Ceilândia / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-83.68,-4.707
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-19.971,38.952
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-46.669,-21.564
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-72.833,65.201
2019-2021,2,2021,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-69.896,33.582
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-65.778,92.933
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-30.256,34.653
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-100.426,-3.548
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,7.704,29.933
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-23.598,-23.598
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-16.795,-16.795
2019-2021,2,2021,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-68.136,-68.136
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-17.946,-17.946
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-55.356,-55.356
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-37.555,-37.555
2019-2021,2,2021,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,45.216,45.216
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-36.86,29.673
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-68.186,-15.966
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-8.586,-8.586
2019-2021,2,2021,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-86.322,1.642
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-24.861,-18.079
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI_PCD,EP_R2_PPI_PCD,True,R2,PPI,True,1.5,-48.451,-48.451
2019-2021,2,2021,Darcy Ribeiro,Filosofia (Licenciatura),Noturno,AC,AC,False,,,False,,-52.983,37.478
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,AC,AC,False,,,False,,-30.212,2.725
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,AC,AC,False,,,False,,-48.29,-48.29
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,AC,AC,False,,,False,,-52.159,5.216
2019-2021,2,2021,Darcy Ribeiro,Filosofia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-59.768,-59.768
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-22.521,-22.521
2019-2021,2,2021,Darcy Ribeiro,Filosofia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-63.589,-63.589
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-20.759,-20.759
2018-2020,1,2020,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,AC,AC,False,,,False,,5.582,54.666
2019-2021,2,2021,Ceilândi a (FCE),Fisioterapia (Bacharelado),Diurno,AC,AC,False,,,False,,30.618,
2020-2022,3,2022,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,AC,AC,False,,,False,,33.173,91.814
2021-2023,4,2023,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,AC,AC,False,,,False,,31.089,79.217
2022-2024,5,2024,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,AC,AC,False,,,False,,3.438,16.934
2023-2025,6,2025,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,AC,AC,False,,,False,,30.23,81.869
2018-2020,1,2020,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,10.489,34.882
2019-2021,2,2021,Ceilândi a (FCE),Fisioterapia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,23.699,23.699
2020-2022,3,2022,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,3.695,3.695
2021-2023,4,2023,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-9.095,-9.095
2022-2024,5,2024,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-4.572,-4.572
2023-2025,6,2025,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,13.637,13.637
2018-2020,1,2020,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-31.032,13.229
2019-2021,2,2021,Ceilândi a (FCE),Fisioterapia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,0.515,17.749
2020-2022,3,2022,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-19.321,61.01
2021-2023,4,2023,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,16.592,40.502
2022-2024,5,2024,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.973,-65.973
2023-2025,6,2025,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-35.235,-33.078
2018-2020,1,2020,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-16.495,13.421
2019-2021,2,2021,Ceilândi a (FCE),Fisioterapia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-13.417,3.499
2020-2022,3,2022,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-56.29,16.447
2021-2023,4,2023,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-29.528,-6.075
2023-2025,6,2025,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-59.032,-59.032
2018-2020,1,2020,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-1.995,27.517
2019-2021,2,2021,Ceilândi a (FCE),Fisioterapia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,10.703,24.247
2020-2022,3,2022,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,43.008,45.269
2021-2023,4,2023,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,11.653,27.267
2022-2024,5,2024,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-19.889,-0.296
2023-2025,6,2025,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,12.991,24.746
2018-2020,1,2020,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-26.611,40.374
2019-2021,2,2021,Ceilândi a (FCE),Fisioterapia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-7.663,20.714
2020-2022,3,2022,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-1.257,11.757
2021-2023,4,2023,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-56.521,-28.036
2022-2024,5,2024,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-79.757,-46.126
2023-2025,6,2025,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-59.558,8.862
2018-2020,1,2020,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,AC,AC,False,,,False,,-40.855,57.282
2019-2021,2,2021,Ceilândi a (FCE),Fonoaudiologia (Bacharelado),Diurno,AC,AC,False,,,False,,-14.934,11.358
2020-2022,3,2022,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,AC,AC,False,,,False,,8.094,46.991
2021-2023,4,2023,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,AC,AC,False,,,False,,19.105,64.645
2022-2024,5,2024,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,AC,AC,False,,,False,,-19.871,0.53
2023-2025,6,2025,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,AC,AC,False,,,False,,16.721,40.508
2018-2020,1,2020,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-28.93,45.132
2019-2021,2,2021,Ceilândi a (FCE),Fonoaudiologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,46.715,46.715
2020-2022,3,2022,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,2.749,2.749
2021-2023,4,2023,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-21.229,-21.229
2023-2025,6,2025,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,5.402,5.402
2018-2020,1,2020,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-33.514,0.916
2019-2021,2,2021,Ceilândi a (FCE),Fonoaudiologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-8.658,18.255
2020-2022,3,2022,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-37.896,-4.698
2021-2023,4,2023,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-27.261,-17.719
2023-2025,6,2025,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-60.121,-60.121
2018-2020,1,2020,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-5.802,-5.802
2019-2021,2,2021,Ceilândi a (FCE),Fonoaudiologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-11.763,14.629
2020-2022,3,2022,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-37.971,-37.971
2021-2023,4,2023,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-68.611,20.447
2018-2020,1,2020,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-75.822,6.478
2019-2021,2,2021,Ceilândi a (FCE),Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,25.151,25.151
2020-2022,3,2022,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-12.187,-10.565
2021-2023,4,2023,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-38.678,34.443
2022-2024,5,2024,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-66.134,-37.894
2023-2025,6,2025,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-20.384,5.716
2023-2025,6,2025,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-43.816,-43.816
2018-2020,1,2020,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-40.393,-16.378
2019-2021,2,2021,Ceilândi a (FCE),Fonoaudiologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-69.725,23.483
2020-2022,3,2022,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-50.578,-6.146
2021-2023,4,2023,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-49.838,-49.838
2023-2025,6,2025,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-48.358,-48.358
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,AC,AC,False,,,False,,-49.177,91.641
2019-2021,2,2021,Darcy Ribeiro,Física (Bacharelado),Diurno,AC,AC,False,,,False,,91.722,
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,AC,AC,False,,,False,,18.948,130.469
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,AC,AC,False,,,False,,-7.206,141.578
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,AC,AC,False,,,False,,14.167,97.592
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-10.52,128.902
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,60.143,60.143
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,37.136,37.136
2019-2021,2,2021,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-59.265,65.812
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-20.071,43.762
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-15.349,7.367
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-74.73,-74.73
2019-2021,2,2021,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,39.226,39.226
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,72.767,72.767
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-11.788,-11.788
2019-2021,2,2021,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-4.154,48.857
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-72.92,99.501
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-57.411,41.027
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-29.298,5.538
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-45.931,26.603
2019-2021,2,2021,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,20.11,20.11
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-19.355,-19.355
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-15.865,-15.865
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Física (Licenciatura),Noturno,AC,AC,False,,,False,,-14.535,38.883
2019-2021,2,2021,Darcy Ribeiro,Física (Licenciatura),Noturno,AC,AC,False,,,False,,-68.138,94.263
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Licenciatura),Noturno,AC,AC,False,,,False,,-76.547,52.384
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Licenciatura),Noturno,AC,AC,False,,,False,,55.585,149.957
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Física (Licenciatura),Noturno,AC,AC,False,,,False,,-62.273,125.678
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-46.226,-46.226
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Física (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-59.91,26.842
2019-2021,2,2021,Darcy Ribeiro,Física (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-30.161,26.655
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Geofísica (Bacharelado),Diurno,AC,AC,False,,,False,,-82.398,-2.424
2019-2021,2,2021,Darcy Ribeiro,Geofísica (Bacharelado),Diurno,AC,AC,False,,,False,,-48.237,8.279
