trienio,indice_trienio,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-41.458,-16.426
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,47.993,110.494
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,64.46,
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,86.509,175.444
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,64.129,103.109
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,39.969,57.784
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,69.433,134.182
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-49.161,-49.161
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,48.632,48.632
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,0.681,0.681
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,3.32,3.32
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,2.287,2.287
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-55.674,-55.674
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,7.659,7.659
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-34.127,-10.753
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-40.091,9.785
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-36.365,-36.365
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-17.004,-14.344
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-30.985,9.153
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-7.569,44.378
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,5.234,7.439
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-15.585,74.452
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-42.029,-0.538
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,41.977,41.977
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-27.235,13.364
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-28.396,33.343
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-63.885,-63.885
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-32.295,26.778
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_PPI_PCD,EP_R2_PPI_PCD,True,R2,PPI,True,1.5,-6.39,-6.39
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,79.753,125.943
2019-2021,2,2021,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,80.914,98.283
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,77.866,108.078
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,72.512,107.697
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,54.836,69.182
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,87.407,110.73
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,6.632,32.212
2019-2021,2,2021,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,24.028,24.028
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,35.281,35.281
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,61.424,61.424
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-82.226,-82.226
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,3.136,3.136
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-13.605,-0.286
2019-2021,2,2021,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-45.596,-45.596
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,38.427,38.427
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-3.349,-3.349
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-63.935,-63.935
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-55.242,-7.149
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-36.333,-11.018
2019-2021,2,2021,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-31.239,-11.424
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-24.693,-12.16
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-10.378,1.203
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,26.07,26.07
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-22.489,9.31
2019-2021,2,2021,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,47.464,47.464
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-12.903,16.702
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-33.34,-24.481
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-61.294,-29.644
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-44.318,-44.259
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,AC,AC,False,,,False,,101.827,146.068
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,56.835,124.602
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,77.019,
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,AC,AC,False,,,False,,129.903,176.907
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,86.54,128.71
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,AC,AC,False,,,False,,120.424,173.239
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,101.522,131.453
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,AC,AC,False,,,False,,108.006,117.929
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,76.028,82.163
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,AC,AC,False,,,False,,137.491,172.039
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,104.746,126.174
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,67.814,109.896
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,54.94,84.963
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,71.703,98.148
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,52.904,84.592
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,101.124,130.856
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,34.08,91.279
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,71.16,85.356
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,66.815,97.6
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,50.939,81.379
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,30.06,30.572
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,85.357,112.75
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,80.945,89.34
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,35.037,69.129
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-30.887,1.416
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,28.279,53.85
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,12.304,37.517
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,44.672,55.688
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,23.633,54.154
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,28.509,56.079
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,26.665,96.173
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,1.715,12.53
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-23.726,-20.32
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,14.584,66.246
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-26.945,36.277
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_NPPI_PCD,EP_R1_NPPI_PCD,True,R1,NPPI,True,1.5,-22.954,-22.954
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-16.819,65.641
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-26.837,12.579
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,1.027,53.764
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,2.332,42.274
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,6.044,66.651
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-16.116,19.571
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,19.392,69.167
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-5.484,1.005
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.544,-13.238
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-87.773,5.701
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-40.663,-26.586
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R1_PPI_PCD,EP_R1_PPI_PCD,True,R1,PPI,True,1.5,-15.077,-15.077
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,26.201,124.283
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,20.26,66.642
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,54.367,61.664
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,94.622,113.21
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,59.961,87.15
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,100.598,133.701
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,74.138,94.779
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,87.931,94.48
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,34.633,65.065
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,123.845,123.845
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,92.181,92.842
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,27.527,27.527
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,16.331,49.195
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-10.395,45.688
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,48.707,52.731
2019-2021,2,2021,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,38.282,74.352
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,44.407,72.089
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,30.892,77.986
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,31.732,114.506
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-10.725,9.184
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,19.197,45.871
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-54.298,-22.6
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,61.18,81.56
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,31.885,58.328
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,AC,AC,False,,,False,,-33.049,44.232
2019-2021,2,2021,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,AC,AC,False,,,False,,8.352,45.082
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,AC,AC,False,,,False,,11.455,53.752
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,AC,AC,False,,,False,,15.802,78.06
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-14.695,27.052
2019-2021,2,2021,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-7.405,-7.405
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,16.093,16.093
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,32.152,32.152
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-22.536,-22.536
2019-2021,2,2021,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-54.427,-33.945
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-28.061,11.714
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-32.422,31.837
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.052,-25.052
2019-2021,2,2021,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-30.501,-17.981
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-54.13,-26.608
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-62.949,11.211
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-84.571,3.39
2019-2021,2,2021,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,6.786,12.56
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-29.762,44.154
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,9.385,12.097
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-94.317,2.411
2019-2021,2,2021,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-36.462,24.338
