id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,classe,velocidade_min,velocidade_max,consistencia,mudancas_direcao,coef_var_min,coef_var_max
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,298,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-13.049,-13.049,66.7,1,-84.986,-312.437
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,299,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,13.012,12.576,66.7,1,-89.636,32.286
Engenharia Civil (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,301,Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-7.544,-4.418,50.0,1,-45.152,191.818
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,303,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,37.884,-5.245,75.0,1,264.102,61.384
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,304,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,10.477,10.477,66.7,1,110.207,110.207
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,305,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Crescimento,4.651,32.982,100.0,0,-13.381,-223.99
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,306,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,28.056,13.753,66.7,1,-264.351,227.272
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,307,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,23.576,-23.266,66.7,2,-192.916,38.07
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,309,Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,25.571,13.274,66.7,1,-764.712,57.412
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,311,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,-0.983,11.979,75.0,2,-15.334,44.79
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,312,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,-8.097,-16.951,75.0,2,-42.755,-89.311
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,313,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Crescimento,-13.244,11.826,100.0,0,-105.998,226.007
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,314,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Queda,50.751,-41.629,100.0,0,-76.611,-4511.287
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,315,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,7.778,7.778,50.0,1,-60.888,-58.168
Engenharia Florestal (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,317,Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-4.037,14.844,50.0,1,-72.358,-95.141
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,318,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,31.097,8.844,50.0,2,131.404,41.13
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,319,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,11.373,6.0,50.0,3,106.471,88.374
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,320,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-4.821,-4.255,50.0,1,-19.65,-92.258
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,322,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,6.609,2.702,50.0,1,-23.038,12.38
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,323,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-21.158,-21.371,50.0,3,-301.302,83.847
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,325,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,24.258,-20.462,50.0,1,-93.604,386.706
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,327,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,37.07,,40.0,3,284.823,
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,328,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,8.17,7.563,60.0,3,166.484,163.399
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,329,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Queda,7.884,-66.147,100.0,0,-15.355,6601.693
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,331,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,18.827,5.597,66.7,1,-160.276,-1461.542
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,332,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-4.841,-29.781,66.7,2,-51.933,72.727
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,334,Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-31.874,4.63,50.0,1,-79.561,-7603.958
Engenharia Química (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,336,Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,20.361,,40.0,4,197.837,
Engenharia Química (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,337,Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,-2.7,-2.7,50.0,1,114.328,114.328
Engenharia Química (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,338,Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-4.304,-4.304,50.0,1,-12.733,-12.733
Engenharia Química (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,339,Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-3.705,-3.705,66.7,2,366.457,60.245
Engenharia Química (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,340,Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-8.631,,33.3,2,2618.575,
Engenharia Química (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,342,Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,22.448,36.546,50.0,1,-461.456,3145.367
Engenharia de Computação (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,344,Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,11.187,5.966,50.0,2,17.974,13.728
Engenharia de Computação (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,345,Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,9.941,-4.427,60.0,1,41.999,32.502
Engenharia de Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,346,Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-14.819,-8.193,66.7,2,-483.808,209.195
Engenharia de Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,348,Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,20.529,17.404,66.7,2,1266.773,63.259
Engenharia de Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,349,Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,25.644,1.636,66.7,1,216.808,74.534
Engenharia de Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,352,Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-7.643,,50.0,2,-281.79,
Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,354,Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,AC,Oscilante,18.863,,40.0,3,-623.961,
Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,355,Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,CN,Oscilante,-8.968,-10.129,60.0,3,-217.236,-238.174
Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,358,Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,Crescimento,16.448,16.448,100.0,0,366.084,366.084
Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,359,Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,Queda,-77.567,-89.491,100.0,0,682.828,237.158
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,363,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,13.321,1.656,60.0,2,-312.787,54.615
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,364,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,-3.561,-3.895,50.0,1,155.349,152.655
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,365,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Crescimento,-22.625,34.842,100.0,0,-28.996,-93.177
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,367,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Crescimento,7.33,7.33,100.0,0,-19.769,-19.769
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,368,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,13.712,24.69,66.7,2,-38.123,-100.851
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,370,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,18.218,4.576,50.0,1,-53.504,74.417
Engenharias (FGA) | Gama | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,372,Engenharias (FGA),Gama,Diurno,AC,Oscilante,32.737,,40.0,3,249.191,
Engenharias (FGA) | Gama | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,373,Engenharias (FGA),Gama,Diurno,CN,Oscilante,14.867,-4.1,60.0,3,1416.621,53.191
Engenharias (FGA) | Gama | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,374,Engenharias (FGA),Gama,Diurno,EP_R1_NPPI,Oscilante,3.176,16.514,66.7,2,-19.716,59.974
Engenharias (FGA) | Gama | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,376,Engenharias (FGA),Gama,Diurno,EP_R1_PPI,Oscilante,2.948,11.162,66.7,1,-14.052,86.222
Engenharias (FGA) | Gama | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,377,Engenharias (FGA),Gama,Diurno,EP_R2_NPPI,Oscilante,2.566,-11.955,50.0,3,-192.792,71.408
Engenharias (FGA) | Gama | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,380,Engenharias (FGA),Gama,Diurno,EP_R2_PPI,Crescimento,12.066,35.408,100.0,0,-25.188,79.84
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,382,Estatística (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,17.31,,40.0,4,-466.563,
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,383,Estatística (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,16.969,4.718,66.7,1,-85.941,-126.186
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,386,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-11.475,-4.339,66.7,2,-81.989,-171.474
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,388,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Queda,-39.216,-39.216,100.0,0,-141.645,-141.645
Farmácia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,390,Farmácia (Bacharelado),Ceilândia,Diurno,AC,Crescimento,23.442,2.058,80.0,1,-1002.481,41.116
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,391,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,7.633,,40.0,4,48.927,
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,392,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,AC,Oscilante,19.987,4.086,60.0,4,-233.143,101.623
Farmácia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,393,Farmácia (Bacharelado),Ceilândia,Diurno,CN,Oscilante,8.378,8.292,60.0,2,-1611.592,-1667.062
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,394,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,3.779,-2.476,75.0,2,268.556,183.892
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,395,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,CN,Queda,-7.188,-7.188,100.0,0,24.713,24.713
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,396,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,Oscilante,2.03,-15.905,75.0,1,-35.492,1203.873
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,397,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-2.797,18.378,66.7,2,-209.755,172.989
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,398,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,Oscilante,-1.66,6.756,50.0,1,-40.035,719.154
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,402,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,Oscilante,-1.102,12.014,66.7,1,-76.97,-297.619
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,403,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,8.413,8.144,66.7,1,-102.788,-234.404
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,404,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,Oscilante,29.844,15.239,66.7,1,-110.751,-419.764
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,405,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,Oscilante,-2.457,-3.896,75.0,1,-163.044,153.925
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,406,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-2.13,-12.824,75.0,2,184.776,43.277
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,407,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,Oscilante,15.62,29.802,66.7,1,-165.599,-285.944
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,412,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,Oscilante,8.281,-6.068,66.7,2,-52.29,192.272
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,413,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-7.485,2.512,66.7,1,-48.112,140.977
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,414,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,Queda,14.273,-8.084,100.0,0,-23.213,214.624
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,418,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,-6.898,-17.187,75.0,2,-36.91,81.674
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,419,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,Queda,-31.302,-53.531,100.0,0,-278.518,1195.016
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,420,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-0.575,-0.575,50.0,1,-85.486,-85.486
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,421,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Crescimento,17.801,17.801,100.0,0,-27.095,-27.095
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,422,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Queda,-56.701,-30.591,100.0,0,-293.647,161.91
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,423,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-8.138,-4.746,50.0,1,-102.694,-118.245
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,425,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,0.275,-10.754,66.7,1,-23.228,-4938.383
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,428,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,Crescimento,42.83,42.83,100.0,0,-71.811,-71.811
Fisioterapia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,429,Fisioterapia (Bacharelado),Ceilândia,Diurno,AC,Oscilante,4.93,,40.0,3,62.074,
Fisioterapia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,430,Fisioterapia (Bacharelado),Ceilândia,Diurno,CN,Oscilante,0.63,-4.249,60.0,1,192.324,163.348
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,431,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,Oscilante,-8.735,-19.8,50.0,1,-159.267,362.844
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,433,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,Oscilante,-4.344,-6.499,66.7,2,-67.5,149.839
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,435,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,Oscilante,-4.474,-6.953,75.0,2,264.832,65.718
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,437,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,Queda,-13.287,-21.625,100.0,0,-96.746,-13570.369
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,439,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,AC,Oscilante,11.515,-3.355,60.0,3,-449.668,69.387
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,440,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,CN,Oscilante,8.583,-9.932,50.0,2,3143.165,186.844
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,441,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,Oscilante,2.084,-6.212,66.7,1,-47.995,-1838.109
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,443,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,Oscilante,-20.936,8.75,66.7,2,-92.417,-1213.561
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,444,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,Oscilante,2.422,-11.093,50.0,3,-122.746,821.098
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,447,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,Oscilante,-3.148,-11.153,66.7,1,-23.372,-247.497
Física (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,449,Física (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,15.836,,25.0,3,374.33,
Física (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,450,Física (Bacharelado),Darcy Ribeiro,Diurno,CN,Queda,23.828,-45.883,100.0,0,124.624,63.329
