id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,classe,velocidade_min,velocidade_max,consistencia,mudancas_direcao,coef_var_min,coef_var_max
Serviço Social (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,738,Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,13.756,3.419,50.0,1,-74.103,-259.473
Serviço Social (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,739,Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,Oscilante,-5.927,-5.927,50.0,1,-14.564,-28.916
Serviço Social (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,740,Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-3.2,-1.519,66.7,1,-7.162,-77.836
Serviço Social (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,741,Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,Queda,-14.018,-26.848,100.0,0,-34.144,-103.778
Serviço Social (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,743,Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,9.322,5.453,50.0,1,-33.445,-146.259
Serviço Social (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,744,Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,Queda,9.664,-21.487,100.0,0,-13.648,-44.046
"Teoria, Crítica e História da Arte (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA",746,"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,AC,Oscilante,13.15,20.815,50.0,3,-72.011,8098.315
Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,751,Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,AC,Oscilante,15.33,5.277,60.0,3,-93.611,86.116
Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,752,Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,CN,Oscilante,-5.943,-6.232,75.0,2,-186.133,-194.066
Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,753,Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,Estável,1.35,0.07,66.7,1,-52.976,-94.301
Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,755,Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,Oscilante,22.798,10.679,50.0,1,-60.378,27530.354
Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,756,Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,Oscilante,-5.922,-16.147,50.0,3,-53.621,1614.015
Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,758,Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,Oscilante,3.733,10.908,50.0,1,-33.008,-257.334
Turismo (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,760,Turismo (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,9.808,14.906,75.0,2,-17.429,357.254
Turismo (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,761,Turismo (Bacharelado),Darcy Ribeiro,Diurno,CN,Queda,-10.547,-10.547,100.0,0,-45.243,-45.243
Turismo (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,762,Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,11.072,14.145,50.0,1,-67.802,-80.088
Turismo (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,764,Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-2.017,4.979,66.7,1,-44.362,-29.061
