Subprograma,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima,trienio,ano_inicial,ano_final,indice_trienio,curso_campus,curso_turno,curso_modalidade,curso_campus_turno,curso_modalidade_campus,curso_modalidade_turno
2021-2023,2023,Ceilândia,Fisioterapia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-29.528,-6.075,2021-2023,2021,2023,4,Fisioterapia (Bacharelado) | Ceilândia,Fisioterapia (Bacharelado) | Diurno,Fisioterapia (Bacharelado) | EP_R1_PPI,Fisioterapia (Bacharelado) | Ceilândia | Diurno,Fisioterapia (Bacharelado) | EP_R1_PPI | Ceilândia,Fisioterapia (Bacharelado) | EP_R1_PPI | Diurno
2021-2023,2023,Ceilândia,Fisioterapia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,16.592,40.502,2021-2023,2021,2023,4,Fisioterapia (Bacharelado) | Ceilândia,Fisioterapia (Bacharelado) | Diurno,Fisioterapia (Bacharelado) | EP_R1_NPPI,Fisioterapia (Bacharelado) | Ceilândia | Diurno,Fisioterapia (Bacharelado) | EP_R1_NPPI | Ceilândia,Fisioterapia (Bacharelado) | EP_R1_NPPI | Diurno
2021-2023,2023,Ceilândia,Fisioterapia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-56.521,-28.036,2021-2023,2021,2023,4,Fisioterapia (Bacharelado) | Ceilândia,Fisioterapia (Bacharelado) | Diurno,Fisioterapia (Bacharelado) | EP_R2_PPI,Fisioterapia (Bacharelado) | Ceilândia | Diurno,Fisioterapia (Bacharelado) | EP_R2_PPI | Ceilândia,Fisioterapia (Bacharelado) | EP_R2_PPI | Diurno
2021-2023,2023,Ceilândia,Fisioterapia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,11.653,27.267,2021-2023,2021,2023,4,Fisioterapia (Bacharelado) | Ceilândia,Fisioterapia (Bacharelado) | Diurno,Fisioterapia (Bacharelado) | EP_R2_NPPI,Fisioterapia (Bacharelado) | Ceilândia | Diurno,Fisioterapia (Bacharelado) | EP_R2_NPPI | Ceilândia,Fisioterapia (Bacharelado) | EP_R2_NPPI | Diurno
2021-2023,2023,Ceilândia,Fisioterapia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-9.095,-9.095,2021-2023,2021,2023,4,Fisioterapia (Bacharelado) | Ceilândia,Fisioterapia (Bacharelado) | Diurno,Fisioterapia (Bacharelado) | CN,Fisioterapia (Bacharelado) | Ceilândia | Diurno,Fisioterapia (Bacharelado) | CN | Ceilândia,Fisioterapia (Bacharelado) | CN | Diurno
2021-2023,2023,Ceilândia,Fisioterapia (Bacharelado),Diurno,AC,AC,False,,,False,,31.089,79.217,2021-2023,2021,2023,4,Fisioterapia (Bacharelado) | Ceilândia,Fisioterapia (Bacharelado) | Diurno,Fisioterapia (Bacharelado) | AC,Fisioterapia (Bacharelado) | Ceilândia | Diurno,Fisioterapia (Bacharelado) | AC | Ceilândia,Fisioterapia (Bacharelado) | AC | Diurno
2021-2023,2023,Ceilândia,Fonoaudiologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-68.611,20.447,2021-2023,2021,2023,4,Fonoaudiologia (Bacharelado) | Ceilândia,Fonoaudiologia (Bacharelado) | Diurno,Fonoaudiologia (Bacharelado) | EP_R1_PPI,Fonoaudiologia (Bacharelado) | Ceilândia | Diurno,Fonoaudiologia (Bacharelado) | EP_R1_PPI | Ceilândia,Fonoaudiologia (Bacharelado) | EP_R1_PPI | Diurno
2021-2023,2023,Ceilândia,Fonoaudiologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-27.261,-17.719,2021-2023,2021,2023,4,Fonoaudiologia (Bacharelado) | Ceilândia,Fonoaudiologia (Bacharelado) | Diurno,Fonoaudiologia (Bacharelado) | EP_R1_NPPI,Fonoaudiologia (Bacharelado) | Ceilândia | Diurno,Fonoaudiologia (Bacharelado) | EP_R1_NPPI | Ceilândia,Fonoaudiologia (Bacharelado) | EP_R1_NPPI | Diurno
2021-2023,2023,Ceilândia,Fonoaudiologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-49.838,-49.838,2021-2023,2021,2023,4,Fonoaudiologia (Bacharelado) | Ceilândia,Fonoaudiologia (Bacharelado) | Diurno,Fonoaudiologia (Bacharelado) | EP_R2_PPI,Fonoaudiologia (Bacharelado) | Ceilândia | Diurno,Fonoaudiologia (Bacharelado) | EP_R2_PPI | Ceilândia,Fonoaudiologia (Bacharelado) | EP_R2_PPI | Diurno
2021-2023,2023,Ceilândia,Fonoaudiologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-38.678,34.443,2021-2023,2021,2023,4,Fonoaudiologia (Bacharelado) | Ceilândia,Fonoaudiologia (Bacharelado) | Diurno,Fonoaudiologia (Bacharelado) | EP_R2_NPPI,Fonoaudiologia (Bacharelado) | Ceilândia | Diurno,Fonoaudiologia (Bacharelado) | EP_R2_NPPI | Ceilândia,Fonoaudiologia (Bacharelado) | EP_R2_NPPI | Diurno
2021-2023,2023,Ceilândia,Fonoaudiologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-21.229,-21.229,2021-2023,2021,2023,4,Fonoaudiologia (Bacharelado) | Ceilândia,Fonoaudiologia (Bacharelado) | Diurno,Fonoaudiologia (Bacharelado) | CN,Fonoaudiologia (Bacharelado) | Ceilândia | Diurno,Fonoaudiologia (Bacharelado) | CN | Ceilândia,Fonoaudiologia (Bacharelado) | CN | Diurno
2021-2023,2023,Ceilândia,Fonoaudiologia (Bacharelado),Diurno,AC,AC,False,,,False,,19.105,64.645,2021-2023,2021,2023,4,Fonoaudiologia (Bacharelado) | Ceilândia,Fonoaudiologia (Bacharelado) | Diurno,Fonoaudiologia (Bacharelado) | AC,Fonoaudiologia (Bacharelado) | Ceilândia | Diurno,Fonoaudiologia (Bacharelado) | AC | Ceilândia,Fonoaudiologia (Bacharelado) | AC | Diurno
2021-2023,2023,Ceilândia,Saúde Coletiva (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-92.731,-92.731,2021-2023,2021,2023,4,Saúde Coletiva (Bacharelado) | Ceilândia,Saúde Coletiva (Bacharelado) | Diurno,Saúde Coletiva (Bacharelado) | EP_R1_NPPI,Saúde Coletiva (Bacharelado) | Ceilândia | Diurno,Saúde Coletiva (Bacharelado) | EP_R1_NPPI | Ceilândia,Saúde Coletiva (Bacharelado) | EP_R1_NPPI | Diurno
2021-2023,2023,Ceilândia,Saúde Coletiva (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-42.438,-23.874,2021-2023,2021,2023,4,Saúde Coletiva (Bacharelado) | Ceilândia,Saúde Coletiva (Bacharelado) | Diurno,Saúde Coletiva (Bacharelado) | EP_R2_NPPI,Saúde Coletiva (Bacharelado) | Ceilândia | Diurno,Saúde Coletiva (Bacharelado) | EP_R2_NPPI | Ceilândia,Saúde Coletiva (Bacharelado) | EP_R2_NPPI | Diurno
2021-2023,2023,Ceilândia,Saúde Coletiva (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-39.762,-28.877,2021-2023,2021,2023,4,Saúde Coletiva (Bacharelado) | Ceilândia,Saúde Coletiva (Bacharelado) | Diurno,Saúde Coletiva (Bacharelado) | CN,Saúde Coletiva (Bacharelado) | Ceilândia | Diurno,Saúde Coletiva (Bacharelado) | CN | Ceilândia,Saúde Coletiva (Bacharelado) | CN | Diurno
2021-2023,2023,Ceilândia,Saúde Coletiva (Bacharelado),Diurno,AC,AC,False,,,False,,-79.717,25.273,2021-2023,2021,2023,4,Saúde Coletiva (Bacharelado) | Ceilândia,Saúde Coletiva (Bacharelado) | Diurno,Saúde Coletiva (Bacharelado) | AC,Saúde Coletiva (Bacharelado) | Ceilândia | Diurno,Saúde Coletiva (Bacharelado) | AC | Ceilândia,Saúde Coletiva (Bacharelado) | AC | Diurno
2021-2023,2023,Ceilândia,Terapia Ocupacional (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-16.701,-16.701,2021-2023,2021,2023,4,Terapia Ocupacional (Bacharelado) | Ceilândia,Terapia Ocupacional (Bacharelado) | Diurno,Terapia Ocupacional (Bacharelado) | EP_R1_PPI,Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno,Terapia Ocupacional (Bacharelado) | EP_R1_PPI | Ceilândia,Terapia Ocupacional (Bacharelado) | EP_R1_PPI | Diurno
2021-2023,2023,Ceilândia,Terapia Ocupacional (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-88.602,-3.99,2021-2023,2021,2023,4,Terapia Ocupacional (Bacharelado) | Ceilândia,Terapia Ocupacional (Bacharelado) | Diurno,Terapia Ocupacional (Bacharelado) | EP_R1_NPPI,Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno,Terapia Ocupacional (Bacharelado) | EP_R1_NPPI | Ceilândia,Terapia Ocupacional (Bacharelado) | EP_R1_NPPI | Diurno
2021-2023,2023,Ceilândia,Terapia Ocupacional (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-37.682,-4.11,2021-2023,2021,2023,4,Terapia Ocupacional (Bacharelado) | Ceilândia,Terapia Ocupacional (Bacharelado) | Diurno,Terapia Ocupacional (Bacharelado) | EP_R2_PPI,Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno,Terapia Ocupacional (Bacharelado) | EP_R2_PPI | Ceilândia,Terapia Ocupacional (Bacharelado) | EP_R2_PPI | Diurno
2021-2023,2023,Ceilândia,Terapia Ocupacional (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-46.005,1.824,2021-2023,2021,2023,4,Terapia Ocupacional (Bacharelado) | Ceilândia,Terapia Ocupacional (Bacharelado) | Diurno,Terapia Ocupacional (Bacharelado) | EP_R2_NPPI,Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno,Terapia Ocupacional (Bacharelado) | EP_R2_NPPI | Ceilândia,Terapia Ocupacional (Bacharelado) | EP_R2_NPPI | Diurno
2021-2023,2023,Ceilândia,Terapia Ocupacional (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,8.543,8.543,2021-2023,2021,2023,4,Terapia Ocupacional (Bacharelado) | Ceilândia,Terapia Ocupacional (Bacharelado) | Diurno,Terapia Ocupacional (Bacharelado) | CN,Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno,Terapia Ocupacional (Bacharelado) | CN | Ceilândia,Terapia Ocupacional (Bacharelado) | CN | Diurno
2021-2023,2023,Ceilândia,Terapia Ocupacional (Bacharelado),Diurno,AC,AC,False,,,False,,-9.621,42.752,2021-2023,2021,2023,4,Terapia Ocupacional (Bacharelado) | Ceilândia,Terapia Ocupacional (Bacharelado) | Diurno,Terapia Ocupacional (Bacharelado) | AC,Terapia Ocupacional (Bacharelado) | Ceilândia | Diurno,Terapia Ocupacional (Bacharelado) | AC | Ceilândia,Terapia Ocupacional (Bacharelado) | AC | Diurno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-53.789,-9.772,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Diurno,Administração (Bacharelado) | EP_R1_PPI,Administração (Bacharelado) | Darcy Ribeiro | Diurno,Administração (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Administração (Bacharelado) | EP_R1_PPI | Diurno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-59.221,-21.197,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Diurno,Administração (Bacharelado) | EP_R1_NPPI,Administração (Bacharelado) | Darcy Ribeiro | Diurno,Administração (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Administração (Bacharelado) | EP_R1_NPPI | Diurno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-51.29,2.093,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Diurno,Administração (Bacharelado) | EP_R2_PPI,Administração (Bacharelado) | Darcy Ribeiro | Diurno,Administração (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Administração (Bacharelado) | EP_R2_PPI | Diurno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,13.596,33.653,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Diurno,Administração (Bacharelado) | EP_R2_NPPI,Administração (Bacharelado) | Darcy Ribeiro | Diurno,Administração (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Administração (Bacharelado) | EP_R2_NPPI | Diurno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-4.981,44.699,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Diurno,Administração (Bacharelado) | CN,Administração (Bacharelado) | Darcy Ribeiro | Diurno,Administração (Bacharelado) | CN | Darcy Ribeiro,Administração (Bacharelado) | CN | Diurno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Diurno,AC,AC,False,,,False,,46.485,94.873,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Diurno,Administração (Bacharelado) | AC,Administração (Bacharelado) | Darcy Ribeiro | Diurno,Administração (Bacharelado) | AC | Darcy Ribeiro,Administração (Bacharelado) | AC | Diurno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-45.664,6.082,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Noturno,Administração (Bacharelado) | EP_R1_NPPI,Administração (Bacharelado) | Darcy Ribeiro | Noturno,Administração (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Administração (Bacharelado) | EP_R1_NPPI | Noturno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-63.326,12.204,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Noturno,Administração (Bacharelado) | EP_R2_NPPI,Administração (Bacharelado) | Darcy Ribeiro | Noturno,Administração (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Administração (Bacharelado) | EP_R2_NPPI | Noturno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-6.548,-2.003,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Noturno,Administração (Bacharelado) | CN,Administração (Bacharelado) | Darcy Ribeiro | Noturno,Administração (Bacharelado) | CN | Darcy Ribeiro,Administração (Bacharelado) | CN | Noturno
2021-2023,2023,Darcy Ribeiro,Administração (Bacharelado),Noturno,AC,AC,False,,,False,,-17.276,52.003,2021-2023,2021,2023,4,Administração (Bacharelado) | Darcy Ribeiro,Administração (Bacharelado) | Noturno,Administração (Bacharelado) | AC,Administração (Bacharelado) | Darcy Ribeiro | Noturno,Administração (Bacharelado) | AC | Darcy Ribeiro,Administração (Bacharelado) | AC | Noturno
2021-2023,2023,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-64.647,-16.992,2021-2023,2021,2023,4,Agronomia (Bacharelado) | Darcy Ribeiro,Agronomia (Bacharelado) | Diurno,Agronomia (Bacharelado) | EP_R1_PPI,Agronomia (Bacharelado) | Darcy Ribeiro | Diurno,Agronomia (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Agronomia (Bacharelado) | EP_R1_PPI | Diurno
2021-2023,2023,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-28.599,19.269,2021-2023,2021,2023,4,Agronomia (Bacharelado) | Darcy Ribeiro,Agronomia (Bacharelado) | Diurno,Agronomia (Bacharelado) | EP_R1_NPPI,Agronomia (Bacharelado) | Darcy Ribeiro | Diurno,Agronomia (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Agronomia (Bacharelado) | EP_R1_NPPI | Diurno
2021-2023,2023,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-61.917,-4.933,2021-2023,2021,2023,4,Agronomia (Bacharelado) | Darcy Ribeiro,Agronomia (Bacharelado) | Diurno,Agronomia (Bacharelado) | EP_R2_PPI,Agronomia (Bacharelado) | Darcy Ribeiro | Diurno,Agronomia (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Agronomia (Bacharelado) | EP_R2_PPI | Diurno
2021-2023,2023,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-35.875,1.054,2021-2023,2021,2023,4,Agronomia (Bacharelado) | Darcy Ribeiro,Agronomia (Bacharelado) | Diurno,Agronomia (Bacharelado) | EP_R2_NPPI,Agronomia (Bacharelado) | Darcy Ribeiro | Diurno,Agronomia (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Agronomia (Bacharelado) | EP_R2_NPPI | Diurno
2021-2023,2023,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-86.604,32.518,2021-2023,2021,2023,4,Agronomia (Bacharelado) | Darcy Ribeiro,Agronomia (Bacharelado) | Diurno,Agronomia (Bacharelado) | CN,Agronomia (Bacharelado) | Darcy Ribeiro | Diurno,Agronomia (Bacharelado) | CN | Darcy Ribeiro,Agronomia (Bacharelado) | CN | Diurno
2021-2023,2023,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,AC,AC,False,,,False,,-7.422,85.304,2021-2023,2021,2023,4,Agronomia (Bacharelado) | Darcy Ribeiro,Agronomia (Bacharelado) | Diurno,Agronomia (Bacharelado) | AC,Agronomia (Bacharelado) | Darcy Ribeiro | Diurno,Agronomia (Bacharelado) | AC | Darcy Ribeiro,Agronomia (Bacharelado) | AC | Diurno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-23.28,23.159,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_PPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R1_PPI | Diurno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-14.415,58.507,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI | Diurno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-10.139,15.247,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Diurno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,59.408,79.914,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Diurno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,53.175,53.175,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | CN,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | CN | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | CN | Diurno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,AC,AC,False,,,False,,89.757,125.136,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | AC,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | AC | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | AC | Diurno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-20.256,-20.256,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_PPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R1_PPI | Noturno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-39.05,-39.05,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Noturno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-44.019,37.832,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Noturno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-49.856,-49.856,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | CN,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | CN | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | CN | Noturno
2021-2023,2023,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,AC,AC,False,,,False,,61.623,87.641,2021-2023,2021,2023,4,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | AC,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | AC | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | AC | Noturno
2021-2023,2023,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-30.721,-19.2,2021-2023,2021,2023,4,Arquivologia (Bacharelado) | Darcy Ribeiro,Arquivologia (Bacharelado) | Noturno,Arquivologia (Bacharelado) | EP_R1_NPPI,Arquivologia (Bacharelado) | Darcy Ribeiro | Noturno,Arquivologia (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Arquivologia (Bacharelado) | EP_R1_NPPI | Noturno
2021-2023,2023,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-34.645,-30.382,2021-2023,2021,2023,4,Arquivologia (Bacharelado) | Darcy Ribeiro,Arquivologia (Bacharelado) | Noturno,Arquivologia (Bacharelado) | EP_R2_NPPI,Arquivologia (Bacharelado) | Darcy Ribeiro | Noturno,Arquivologia (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Arquivologia (Bacharelado) | EP_R2_NPPI | Noturno
2021-2023,2023,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,AC,AC,False,,,False,,-55.63,-13.001,2021-2023,2021,2023,4,Arquivologia (Bacharelado) | Darcy Ribeiro,Arquivologia (Bacharelado) | Noturno,Arquivologia (Bacharelado) | AC,Arquivologia (Bacharelado) | Darcy Ribeiro | Noturno,Arquivologia (Bacharelado) | AC | Darcy Ribeiro,Arquivologia (Bacharelado) | AC | Noturno
2021-2023,2023,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-42.49,-42.49,2021-2023,2021,2023,4,Artes Cênicas (Bacharelado) | Darcy Ribeiro,Artes Cênicas (Bacharelado) | Diurno,Artes Cênicas (Bacharelado) | EP_R1_PPI,Artes Cênicas (Bacharelado) | Darcy Ribeiro | Diurno,Artes Cênicas (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Artes Cênicas (Bacharelado) | EP_R1_PPI | Diurno
