id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,observacoes,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,delta_min,delta_max,delta_min_pct,delta_max_pct,velocidade_min,velocidade_max,media_min,media_max,desvio_min,desvio_max,coef_var_min,coef_var_max,amplitude_media,amplitude_min,amplitude_max
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,408,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,14.796,14.796,18.796,18.796,0.0,0.0,0.0,0.0,,,14.796,18.796,,,,,4.0,4.0,4.0
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,409,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,50.704,50.704,50.704,50.704,0.0,0.0,0.0,0.0,,,50.704,50.704,,,,,0.0,0.0,0.0
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,410,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-10.117,-10.117,7.338,7.338,0.0,0.0,-0.0,0.0,,,-10.117,7.338,,,,,17.455,17.455,17.455
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,411,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,0.119,0.119,0.119,0.119,0.0,0.0,0.0,0.0,,,0.119,0.119,,,,,0.0,0.0,0.0
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,412,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,4,-83.874,-59.032,19.707,1.504,24.842,-18.203,-29.618,-92.368,8.281,-6.068,-52.648,17.582,27.53,33.805,-52.29,192.272,70.23,35.83,103.581
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,413,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-41.496,-63.95,19.612,27.148,-22.454,7.536,54.111,38.425,-7.485,2.512,-39.454,14.453,18.982,20.375,-48.112,140.977,53.907,18.415,91.098
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,414,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,3,-77.467,-48.92,14.729,-1.44,28.547,-16.169,-36.851,-109.777,14.273,-8.084,-66.635,4.238,15.468,9.096,-23.213,214.624,70.873,47.48,92.196
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,415,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-83.68,-83.68,-4.707,-4.707,0.0,0.0,-0.0,-0.0,,,-83.68,-4.707,,,,,78.973,78.973,78.973
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,416,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-19.971,-19.971,38.952,38.952,0.0,0.0,-0.0,0.0,,,-19.971,38.952,,,,,58.923,58.923,58.923
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,417,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,-46.669,-46.669,-21.564,-21.564,0.0,0.0,-0.0,-0.0,,,-46.669,-21.564,,,,,25.105,25.105,25.105
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,418,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,-72.833,-100.426,65.201,-3.548,-27.593,-68.749,37.885,-105.442,-6.898,-17.187,-67.838,44.564,25.039,36.397,-36.91,81.674,112.402,64.909,158.711
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,419,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,7.704,-23.598,29.933,-23.598,-31.302,-53.531,-406.308,-178.836,-31.302,-53.531,-7.947,3.168,22.134,37.852,-278.518,1195.016,11.114,0.0,22.229
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,420,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-16.795,-17.946,-16.795,-17.946,-1.151,-1.151,6.853,6.853,-0.575,-0.575,-34.292,-34.292,29.315,29.315,-85.486,-85.486,0.0,0.0,0.0
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,421,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-55.356,-37.555,-55.356,-37.555,17.801,17.801,-32.157,-32.157,17.801,17.801,-46.456,-46.456,12.587,12.587,-27.095,-27.095,0.0,0.0,0.0
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,422,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,45.216,-68.186,45.216,-15.966,-113.402,-61.182,-250.801,-135.311,-56.701,-30.591,-19.943,19.641,58.563,31.801,-293.647,161.91,39.584,0.0,66.533
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,423,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-8.586,-24.861,-8.586,-18.079,-16.275,-9.493,189.553,110.564,-8.137,-4.746,-39.923,-8.341,40.998,9.863,-102.694,-118.245,31.582,0.0,87.964
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI_PCD | EP=True | R=R2 | GE=PPI | PCD=True | SM=1.5,424,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,-48.451,-48.451,-48.451,-48.451,0.0,0.0,-0.0,-0.0,,,-48.451,-48.451,,,,,0.0,0.0,0.0
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,425,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,AC,4,-52.983,-52.159,37.478,5.216,0.824,-32.262,-1.555,-86.083,0.275,-10.754,-45.911,-0.718,10.664,35.445,-23.228,-4938.383,45.193,0.0,90.461
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,426,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,-59.768,-59.768,-59.768,-59.768,0.0,0.0,-0.0,-0.0,,,-59.768,-59.768,,,,,0.0,0.0,0.0
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,427,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-22.521,-22.521,-22.521,-22.521,0.0,0.0,-0.0,-0.0,,,-22.521,-22.521,,,,,0.0,0.0,0.0
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,428,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-63.589,-20.759,-63.589,-20.759,42.83,42.83,-67.354,-67.354,42.83,42.83,-42.174,-42.174,30.285,30.285,-71.811,-71.811,0.0,0.0,0.0
Fisioterapia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,429,Fisioterapia (Bacharelado),Ceilândia,Diurno,AC,6,5.582,30.23,54.666,81.869,24.648,27.203,441.562,49.762,4.93,5.441,22.355,,13.877,,62.074,,,,
Fisioterapia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,430,Fisioterapia (Bacharelado),Ceilândia,Diurno,CN,6,10.489,13.637,34.882,13.637,3.148,-21.245,30.012,-60.905,0.63,-4.249,6.309,10.374,12.133,16.946,192.324,163.348,4.065,0.0,24.393
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,431,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-31.032,-65.973,13.229,-65.973,-34.941,-79.202,112.597,-598.7,-8.735,-19.8,-19.844,13.303,31.605,48.271,-159.267,362.844,33.147,0.0,80.331
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,432,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-35.235,-35.235,-33.078,-33.078,0.0,0.0,-0.0,-0.0,,,-35.235,-33.078,,,,,2.157,2.157,2.157
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,433,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-16.495,-29.528,13.421,-6.075,-13.033,-19.496,79.012,-145.265,-4.344,-6.499,-28.932,6.823,19.53,10.224,-67.5,149.839,35.756,16.916,72.737
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,434,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPIQ,1,-59.032,-59.032,-59.032,-59.032,0.0,0.0,-0.0,-0.0,,,-59.032,-59.032,,,,,0.0,0.0,0.0
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,435,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-1.995,-19.889,27.517,-0.296,-17.894,-27.813,896.942,-101.076,-4.474,-6.953,8.696,24.801,23.03,16.298,264.832,65.718,16.105,2.261,29.512
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,436,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,12.991,12.991,24.746,24.746,0.0,0.0,0.0,0.0,,,12.991,24.746,,,,,11.755,11.755,11.755
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,437,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,5,-26.611,-79.757,40.374,-46.126,-53.146,-86.5,199.714,-214.247,-13.286,-21.625,-34.362,-0.263,33.244,35.744,-96.746,-13570.369,34.098,13.014,66.985
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,438,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-59.558,-59.558,8.862,8.862,0.0,0.0,-0.0,0.0,,,-59.558,8.862,,,,,68.42,68.42,68.42
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,439,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,AC,6,-40.855,16.721,57.282,40.508,57.576,-16.774,-140.928,-29.283,11.515,-3.355,-5.29,36.886,23.787,25.594,-449.668,69.387,42.176,20.401,98.137
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,440,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,CN,5,-28.93,5.402,45.132,5.402,34.332,-39.73,-118.673,-88.031,8.583,-9.932,0.941,15.754,29.59,29.435,3143.165,186.844,14.812,0.0,74.062
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,441,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,4,-33.514,-27.261,0.916,-17.719,6.253,-18.635,-18.658,-2034.389,2.084,-6.212,-26.832,-0.812,12.878,14.916,-47.995,-1838.109,26.021,9.542,34.43
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,442,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-60.121,-60.121,-60.121,-60.121,0.0,0.0,-0.0,-0.0,,,-60.121,-60.121,,,,,0.0,0.0,0.0
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,443,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-5.802,-68.611,-5.802,20.447,-62.809,26.249,1082.541,-452.413,-20.936,8.75,-31.037,-2.174,28.683,26.386,-92.417,-1213.561,28.862,0.0,89.058
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,444,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-75.822,-66.134,6.478,-37.894,9.688,-44.372,-12.777,-684.964,2.422,-11.093,-33.534,3.523,41.162,28.924,-122.746,821.098,37.057,0.0,82.3
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,445,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,-20.384,-20.384,5.716,5.716,0.0,0.0,-0.0,0.0,,,-20.384,5.716,,,,,26.1,26.1,26.1
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,446,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ_PCD,1,-43.816,-43.816,-43.816,-43.816,0.0,0.0,-0.0,-0.0,,,-43.816,-43.816,,,,,0.0,0.0,0.0
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,447,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,4,-40.393,-49.838,-16.378,-49.838,-9.445,-33.46,23.383,204.298,-3.148,-11.153,-52.634,-12.22,12.302,30.243,-23.372,-247.497,40.414,0.0,93.208
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,448,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-48.358,-48.358,-48.358,-48.358,0.0,0.0,-0.0,-0.0,,,-48.358,-48.358,,,,,0.0,0.0,0.0
Física (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,449,Física (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-49.177,14.167,91.641,97.592,63.344,5.951,-128.808,6.494,15.836,1.488,13.691,,51.249,,374.33,,,,
Física (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,450,Física (Bacharelado),Darcy Ribeiro,Diurno,CN,3,-10.52,37.136,128.902,37.136,47.656,-91.766,-453.004,-71.191,23.828,-45.883,28.92,75.394,36.041,47.746,124.624,63.329,46.474,0.0,139.422
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,451,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-59.265,-15.349,65.812,7.367,43.916,-58.445,-74.101,-88.806,21.958,-29.222,-31.562,38.98,24.108,29.514,-76.383,75.716,70.542,22.716,125.077
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,452,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-74.73,72.767,-74.73,72.767,147.497,147.497,-197.373,-197.373,73.748,73.748,12.421,12.421,77.316,77.316,622.46,622.46,0.0,0.0,0.0
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,453,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-11.788,-57.411,-11.788,41.027,-45.623,52.815,387.029,-448.04,-15.208,17.605,-36.568,44.399,33.767,45.55,-92.339,102.592,80.968,0.0,172.421
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,454,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-29.298,-29.298,5.538,5.538,0.0,0.0,-0.0,0.0,,,-29.298,5.538,,,,,34.836,34.836,34.836
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,455,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-45.931,-19.355,26.603,-19.355,26.576,-45.958,-57.861,-172.755,13.288,-22.979,-15.059,9.119,33.229,24.872,-220.667,272.742,24.178,0.0,72.534
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,456,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-15.865,-15.865,-15.865,-15.865,0.0,0.0,-0.0,-0.0,,,-15.865,-15.865,,,,,0.0,0.0,0.0
Física (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,457,Física (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-14.535,-62.273,38.883,125.678,-47.738,86.795,328.435,223.221,-11.934,21.699,-33.182,92.233,55.173,47.141,-166.274,51.11,125.415,53.418,187.951
Física (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,458,Física (Licenciatura),Darcy Ribeiro,Noturno,CN,1,-46.226,-46.226,-46.226,-46.226,0.0,0.0,-0.0,-0.0,,,-46.226,-46.226,,,,,0.0,0.0,0.0
Física (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,459,Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,-59.91,-59.91,26.842,26.842,0.0,0.0,-0.0,0.0,,,-59.91,26.842,,,,,86.752,86.752,86.752
Física (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,460,Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-30.161,-30.161,26.655,26.655,0.0,0.0,-0.0,0.0,,,-30.161,26.655,,,,,56.816,56.816,56.816
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,461,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-82.398,-47.993,-2.424,45.309,34.405,47.733,-41.755,-1969.183,8.601,11.933,-51.248,34.593,19.05,47.432,-37.171,137.114,85.841,56.28,143.132
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,462,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,-6.216,-6.216,-6.216,-6.216,0.0,0.0,-0.0,-0.0,,,-6.216,-6.216,,,,,0.0,0.0,0.0
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,463,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-40.118,-50.006,-40.118,-50.006,-9.888,-9.888,24.647,24.647,-9.888,-9.888,-45.062,-45.062,6.992,6.992,-15.516,-15.516,0.0,0.0,0.0
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,464,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-16.259,-16.259,-16.259,-16.259,0.0,0.0,-0.0,-0.0,,,-16.259,-16.259,,,,,0.0,0.0,0.0
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,465,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-27.06,-48.561,-27.06,-48.561,-21.501,-21.501,79.457,79.457,-21.501,-21.501,-37.81,-37.81,15.204,15.204,-40.21,-40.21,0.0,0.0,0.0
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,466,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-20.904,-20.904,-20.904,-20.904,0.0,0.0,-0.0,-0.0,,,-20.904,-20.904,,,,,0.0,0.0,0.0
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,467,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,-52.004,-90.016,33.9,129.343,-38.012,95.443,73.094,281.543,-9.503,23.861,-40.624,69.768,31.281,41.369,-77.002,59.296,110.392,56.208,219.359
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,468,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,-51.632,-8.341,-41.47,-8.341,43.291,33.129,-83.845,-79.887,43.291,33.129,-29.986,-24.906,30.611,23.426,-102.084,-94.059,5.081,0.0,10.162
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,469,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-45.35,7.666,-45.35,7.666,53.016,53.016,-116.904,-116.904,17.672,17.672,-14.928,-9.528,29.727,26.576,-199.144,-278.939,5.4,0.0,21.6
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,470,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-24.912,-53.491,3.902,-53.491,-28.579,-57.393,114.72,-1470.861,-28.579,-57.393,-39.201,-24.794,20.208,40.583,-51.55,-163.677,14.407,0.0,28.814
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,471,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-54.684,-8.19,-14.787,18.368,46.494,33.155,-85.023,-224.217,23.247,16.578,-23.81,7.84,26.738,19.611,-112.299,250.151,31.65,26.558,39.897
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,472,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-66.839,-66.839,-44.521,-44.521,0.0,0.0,-0.0,-0.0,,,-66.839,-44.521,,,,,22.318,22.318,22.318
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,473,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-28.339,-16.387,-20.368,7.067,11.952,27.435,-42.175,-134.697,5.976,13.718,-20.451,-9.976,6.833,14.878,-33.41,-149.138,10.475,0.0,23.454
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,474,Geologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-96.644,-63.489,38.599,80.103,33.155,41.504,-34.306,107.526,8.289,10.376,-67.95,72.563,17.031,21.772,-25.064,30.005,140.513,132.047,154.609
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,475,Geologia (Bacharelado),Darcy Ribeiro,Diurno,CN,2,-33.967,-36.67,-33.967,-36.67,-2.703,-2.703,7.958,7.958,-2.703,-2.703,-35.318,-35.318,1.911,1.911,-5.412,-5.412,0.0,0.0,0.0
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,476,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-36.351,-36.351,-36.351,-36.351,0.0,0.0,-0.0,-0.0,,,-36.351,-36.351,,,,,0.0,0.0,0.0
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,477,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-59.404,-3.498,-59.404,-3.498,55.906,55.906,-94.112,-94.112,27.953,27.953,-25.839,-25.839,29.595,29.595,-114.536,-114.536,0.0,0.0,0.0
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,478,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-28.409,9.264,-28.409,9.264,37.673,37.673,-132.609,-132.609,18.836,18.836,4.905,4.905,31.362,31.362,639.433,639.433,0.0,0.0,0.0
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,479,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-34.358,-34.358,-10.741,-10.741,0.0,0.0,-0.0,-0.0,,,-34.358,-10.741,,,,,23.617,23.617,23.617
Gestão Ambiental (Bacharelado) | Planaltina | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,480,Gestão Ambiental (Bacharelado),Planaltina,Noturno,AC,2,-62.155,-46.76,-62.155,31.975,15.395,94.13,-24.769,-151.444,15.395,94.13,-54.457,-15.09,10.886,66.56,-19.99,-441.087,39.368,0.0,78.735
