Curso,Campus,Turno,Modalidade,Triênios,Primeira Nota,Última Nota,Média Histórica,Mediana Histórica,Mínimo Histórico,Máximo Histórico,Previsão,Δ Média,Δ Última,Índice de Estabilidade,Estabilidade,CV (%),Desvio,Amplitude,Volatilidade,Mudanças
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-20.66,-20.66,-20.66,-20.66,-20.66,-20.66,-20.66,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-54.45,-51.87,-54.69,-53.45,-60.0,-51.87,-51.58,3.12,0.29,54.41,Moderada,-6.78,3.71,8.13,6.56,1.0
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-29.96,-29.96,-29.96,-29.96,-29.96,-29.96,-29.96,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Matemática (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-44.48,-51.64,-53.89,-50.66,-73.47,-44.48,-57.59,-3.7,-5.95,54.91,Moderada,-20.94,11.29,28.99,18.34,1.0
Matemática (Licenciatura),Darcy Ribeiro,Noturno,CN,3,2.63,-64.38,-6.23,2.63,-64.38,43.06,-53.0,-46.77,11.38,38.35,Baixa,-871.03,54.27,107.45,104.57,1.0
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,2,-38.18,23.1,-7.54,-7.54,-38.18,23.1,48.64,56.18,25.54,63.05,Alta,-574.68,43.33,61.28,0.0,0.0
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-54.59,-54.59,-54.59,-54.59,-54.59,-54.59,-54.59,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-11.48,-33.51,-22.49,-22.49,-33.51,-11.48,-42.68,-20.19,-9.18,64.68,Alta,-69.26,15.58,22.03,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,AC,5,164.86,166.75,171.08,166.75,162.42,183.5,167.33,-3.75,0.58,44.51,Moderada,5.33,9.12,21.08,14.56,2.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,CN,5,157.26,120.05,138.11,146.83,94.77,171.62,128.51,-9.6,8.46,28.12,Baixa,22.23,30.7,76.85,59.99,2.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,93.73,88.01,92.82,93.68,88.01,95.9,89.27,-3.55,1.26,47.44,Moderada,3.63,3.37,7.89,3.91,1.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,98.65,98.65,98.65,98.65,98.65,98.65,98.65,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ_PCD,1,46.78,46.78,46.78,46.78,46.78,46.78,46.78,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,5,28.98,55.92,55.44,55.92,28.98,78.06,57.6,2.15,1.67,35.74,Baixa,35.76,19.82,49.09,31.17,2.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,81.45,81.45,81.45,81.45,81.45,81.45,81.45,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI_PCD,2,-40.02,-6.69,-23.36,-23.36,-40.02,-6.69,7.2,30.56,13.89,64.31,Alta,-100.93,23.57,33.34,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,138.0,155.1,155.28,153.82,138.0,175.47,163.49,8.21,8.39,40.79,Moderada,9.93,15.43,37.47,22.96,1.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,162.28,162.28,162.28,162.28,162.28,162.28,162.28,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,103.22,103.22,103.22,103.22,103.22,103.22,103.22,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,107.51,107.51,107.51,107.51,107.51,107.51,107.51,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,101.45,78.63,97.29,101.48,78.63,107.58,84.81,-12.48,6.18,43.09,Moderada,13.12,12.77,28.95,18.72,1.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,115.8,115.8,115.8,115.8,115.8,115.8,115.8,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ_PCD,1,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,-27.58,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,AC,6,50.19,66.64,69.07,67.58,50.19,93.66,67.49,-1.57,0.85,36.53,Baixa,24.47,16.9,43.48,30.54,4.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,CN,6,47.57,55.86,50.5,51.71,10.47,73.64,54.78,4.28,-1.08,30.41,Baixa,44.3,22.37,63.17,46.16,4.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,22.15,-2.81,-2.42,7.07,-58.65,22.15,-5.43,-3.02,-2.62,44.66,Moderada,-1367.78,33.04,80.8,60.91,2.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-18.65,-18.65,-18.65,-18.65,-18.65,-18.65,-18.65,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-20.27,-33.59,-21.19,-26.93,-40.67,9.78,-37.87,-16.68,-4.28,44.21,Moderada,-105.3,22.31,50.45,41.47,2.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-40.56,-40.56,-40.56,-40.56,-40.56,-40.56,-40.56,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,20.86,37.33,43.88,49.33,20.86,60.93,44.82,0.94,7.49,43.87,Moderada,35.0,15.36,40.08,20.13,1.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,53.43,53.43,53.43,53.43,53.43,53.43,53.43,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-34.55,-34.55,-34.55,-34.55,-34.55,-34.55,-34.55,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,5.2,-62.78,11.06,16.69,-62.78,60.74,-43.99,-55.05,18.79,27.61,Baixa,418.79,46.32,123.53,55.49,1.0
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,11.52,11.52,11.52,11.52,11.52,11.52,11.52,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Museologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-63.96,-79.4,-63.71,-63.96,-79.4,-45.67,-74.22,-10.52,5.18,49.51,Moderada,-19.54,12.45,33.74,19.36,2.0
Museologia (Bacharelado),Darcy Ribeiro,Diurno,CN,3,-68.31,-38.9,-55.47,-59.2,-68.31,-38.9,-36.93,18.54,1.97,57.76,Moderada,-27.14,15.06,29.41,7.91,0.0
Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-54.78,-54.78,-54.78,-54.78,-54.78,-54.78,-54.78,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-86.04,-83.17,-84.61,-84.61,-86.04,-83.17,-81.98,2.63,1.2,61.51,Alta,-2.4,2.03,2.87,0.0,0.0
Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-51.81,-75.47,-63.64,-63.64,-75.47,-51.81,-85.33,-21.69,-9.86,61.22,Alta,-26.29,16.73,23.66,0.0,0.0
Música (Bacharelado),Darcy Ribeiro,Diurno,AC,4,-29.76,-2.41,-12.09,-12.9,-29.76,7.2,-2.63,9.46,-0.22,48.69,Moderada,-143.75,17.38,36.97,35.31,2.0
Música (Licenciatura),Darcy Ribeiro,Diurno,AC,5,-66.32,-15.97,-48.32,-52.88,-66.32,-15.97,-18.85,29.47,-2.88,49.59,Moderada,-42.91,20.73,50.34,17.32,2.0
Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,13.33,-69.94,-28.31,-28.31,-69.94,13.33,-83.82,-55.51,-13.88,59.15,Moderada,-208.0,58.88,83.27,0.0,0.0
Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-0.73,30.34,14.81,14.81,-0.73,30.34,43.29,28.48,12.95,49.68,Moderada,148.36,21.97,31.07,0.0,0.0
Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-64.02,-64.02,-64.02,-64.02,-64.02,-64.02,-64.02,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Música (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,17.12,17.12,17.12,17.12,17.12,17.12,17.12,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,AC,6,26.0,70.1,54.6,61.7,26.0,70.1,66.25,11.65,-3.85,37.42,Baixa,31.35,17.12,44.1,25.18,4.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,CN,6,3.34,50.78,19.34,19.95,-9.71,50.78,36.02,16.68,-14.76,31.04,Baixa,112.4,21.74,60.49,39.2,4.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-16.92,4.71,5.04,4.71,-16.92,18.95,7.66,2.62,2.95,38.49,Baixa,276.75,13.95,35.88,20.98,2.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-26.22,-26.22,-26.22,-26.22,-26.22,-26.22,-26.22,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-65.62,-25.6,-42.42,-39.23,-65.62,-25.6,-20.11,22.31,5.49,60.78,Alta,-42.47,18.02,40.02,6.86,0.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-31.89,-31.89,-31.89,-31.89,-31.89,-31.89,-31.89,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,41.69,3.41,39.69,41.69,3.41,79.99,10.39,-29.3,6.97,34.55,Baixa,71.66,28.44,76.58,37.28,1.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,31.53,31.53,31.53,31.53,31.53,31.53,31.53,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-6.96,-67.72,-24.8,-13.87,-67.72,-5.55,-60.82,-36.02,6.9,50.45,Moderada,-104.3,25.87,62.17,20.14,2.0
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-7.67,-7.67,-7.67,-7.67,-7.67,-7.67,-7.67,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,AC,6,49.53,91.44,78.35,86.12,49.53,97.52,87.39,9.04,-4.04,39.46,Baixa,24.81,19.43,47.99,27.31,2.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,CN,6,78.51,55.21,45.69,44.75,9.22,78.51,34.89,-10.8,-20.32,32.15,Baixa,59.81,27.32,69.3,35.15,3.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,21.85,11.18,34.84,21.85,11.18,69.51,27.1,-7.74,15.92,32.41,Baixa,71.0,24.74,58.34,38.37,2.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-36.85,-36.85,-36.85,-36.85,-36.85,-36.85,-36.85,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-48.76,-2.39,-21.23,-25.58,-50.52,16.77,-7.51,13.72,-5.12,39.39,Baixa,-158.96,33.74,67.3,72.19,2.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-62.3,-62.3,-62.3,-62.3,-62.3,-62.3,-62.3,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,30.48,35.47,64.76,66.22,30.48,113.01,61.79,-2.98,26.32,31.64,Baixa,52.11,33.75,82.52,53.6,1.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,84.07,84.07,84.07,84.07,84.07,84.07,84.07,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,29.36,-50.63,9.81,29.36,-50.63,50.09,-46.38,-56.2,4.24,30.59,Baixa,443.76,43.55,100.72,38.93,1.0
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-28.31,-28.31,-28.31,-28.31,-28.31,-28.31,-28.31,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,AC,6,-65.67,-4.67,-30.6,-15.89,-71.52,-4.67,-17.26,13.34,-12.59,46.72,Moderada,-97.9,29.96,66.85,48.81,2.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,CN,5,-89.11,-26.75,-34.61,-26.75,-89.11,0.57,-14.84,19.77,11.91,39.23,Baixa,-98.84,34.2,89.69,50.51,3.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-78.06,-2.29,-45.27,-50.37,-78.06,-2.29,-6.54,38.72,-4.26,38.45,Baixa,-75.04,33.97,75.77,49.96,2.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-58.94,-58.94,-58.94,-58.94,-58.94,-58.94,-58.94,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-81.5,-69.47,-59.7,-60.41,-81.5,-36.47,-62.38,-2.69,7.09,46.24,Moderada,-33.22,19.83,45.03,35.56,1.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-76.27,-70.17,-36.9,-15.68,-76.27,-8.67,-48.04,-11.15,22.13,47.58,Moderada,-90.34,33.33,67.6,49.91,1.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-39.07,-39.07,-39.07,-39.07,-39.07,-39.07,-39.07,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-81.22,-92.89,-67.25,-73.85,-92.89,-28.41,-87.67,-20.42,5.22,42.05,Moderada,-41.72,28.06,64.48,49.45,1.0
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-62.24,-62.24,-62.24,-62.24,-62.24,-62.24,-62.24,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-98.29,-24.61,-64.8,-59.86,-98.29,-24.61,-27.96,36.85,-3.35,44.06,Moderada,-43.06,27.91,73.68,29.1,2.0
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,CN,5,-24.93,-25.37,-18.71,-24.93,-52.11,17.69,-31.88,-13.17,-6.51,45.84,Moderada,-136.85,25.6,69.8,41.27,2.0
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-55.37,-65.56,-51.59,-55.37,-65.56,-33.84,-63.77,-12.18,1.79,45.03,Moderada,-31.39,16.19,31.72,37.65,1.0
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,3,-53.28,-96.1,-80.62,-92.49,-96.1,-53.28,-106.21,-25.58,-10.1,53.02,Moderada,-29.46,23.75,42.82,25.17,0.0
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-62.12,-66.34,-57.26,-62.37,-66.34,-37.98,-59.28,-2.01,7.06,45.86,Moderada,-22.69,13.0,28.36,26.52,2.0
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-73.34,-73.34,-73.34,-73.34,-73.34,-73.34,-73.34,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,4,-87.88,-16.97,-37.06,-22.94,-87.88,-14.47,-3.87,33.19,13.1,46.63,Moderada,-92.99,34.46,73.4,31.74,1.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,AC,5,80.47,92.69,91.7,92.69,80.47,105.65,92.08,0.38,-0.62,42.96,Moderada,11.77,10.79,25.17,18.72,2.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,CN,6,41.94,83.14,53.85,58.55,19.29,83.14,66.78,12.93,-16.36,31.43,Baixa,39.87,21.47,63.85,38.4,4.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-0.56,3.28,23.83,26.15,-0.56,47.86,12.52,-11.31,9.24,38.92,Baixa,92.55,22.05,48.42,32.44,1.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPI_PCD,1,-11.54,-11.54,-11.54,-11.54,-11.54,-11.54,-11.54,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_PPI,5,-25.96,-60.08,-4.67,7.38,-60.08,32.09,-39.2,-34.54,20.87,48.89,Moderada,-815.83,38.07,92.16,49.56,1.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-37.31,-37.31,-37.31,-37.31,-37.31,-37.31,-37.31,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,59.77,62.17,78.77,71.62,59.77,112.07,71.86,-6.91,9.69,33.52,Baixa,30.67,24.16,52.3,45.01,1.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,75.15,75.15,75.15,75.15,75.15,75.15,75.15,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,-2.93,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,2.41,2.41,2.41,2.41,2.41,2.41,2.41,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_PPI,5,7.09,-3.29,18.98,20.6,-3.29,43.34,4.65,-14.33,7.94,33.16,Baixa,95.01,18.03,46.63,30.4,3.0
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,29.32,29.32,29.32,29.32,29.32,29.32,29.32,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Química (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-58.33,5.56,7.12,11.13,-58.33,40.2,16.64,9.52,11.08,29.02,Baixa,495.45,35.26,98.54,39.69,2.0
Química (Bacharelado),Darcy Ribeiro,Diurno,CN,5,6.55,-10.18,-7.65,-9.8,-22.82,6.55,-10.03,-2.38,0.15,56.31,Moderada,-142.52,10.9,29.37,20.73,2.0
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-31.14,-57.81,-20.04,-31.14,-57.81,28.83,-50.04,-30.0,7.77,38.43,Baixa,-221.45,44.38,86.65,103.68,1.0
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,22.56,22.56,22.56,22.56,22.56,22.56,22.56,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-23.58,-76.37,-42.08,-37.59,-76.37,-23.58,-71.06,-28.98,5.32,49.56,Moderada,-49.78,20.95,52.79,17.11,2.0
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-54.78,-54.78,-54.78,-54.78,-54.78,-54.78,-54.78,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,30.26,-43.67,-12.03,-22.66,-43.67,30.26,-58.65,-46.63,-14.98,55.85,Moderada,-316.77,38.09,73.93,22.56,0.0
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-12.87,-12.87,-12.87,-12.87,-12.87,-12.87,-12.87,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Química (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-16.56,-54.7,-25.02,-21.35,-54.7,0.31,-47.55,-22.54,7.15,48.17,Moderada,-81.62,20.42,55.01,29.29,2.0
Química (Licenciatura),Darcy Ribeiro,Noturno,CN,1,-44.64,-44.64,-44.64,-44.64,-44.64,-44.64,-44.64,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,2,13.39,-30.87,-8.74,-8.74,-30.87,13.39,-38.25,-29.51,-7.38,65.28,Alta,-358.06,31.3,44.26,0.0,0.0
Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,-59.08,-59.08,-59.08,-59.08,-59.08,-59.08,-59.08,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-73.4,-22.38,-28.74,-26.52,-73.4,11.48,-15.73,13.01,6.65,37.67,Baixa,-121.47,34.91,84.88,63.96,2.0
Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-24.26,-35.79,-30.02,-30.02,-35.79,-24.26,-40.59,-10.57,-4.8,62.76,Alta,-27.15,8.15,11.53,0.0,0.0
Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-47.56,-30.09,-45.07,-47.56,-67.9,-23.38,-39.33,5.74,-9.25,47.15,Moderada,-40.78,18.38,44.52,32.46,2.0
Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,CN,2,-32.24,-2.18,-17.21,-17.21,-32.24,-2.18,10.35,27.56,12.53,65.64,Alta,-123.53,21.26,30.06,0.0,0.0
Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,23.34,23.34,23.34,23.34,23.34,23.34,23.34,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,26.66,-53.72,-18.78,-24.03,-53.72,26.66,-58.62,-39.84,-4.9,43.63,Moderada,-178.35,33.5,80.38,31.33,2.0
Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-45.55,-30.9,-38.22,-38.22,-45.55,-30.9,-28.46,9.76,2.44,62.37,Alta,-27.09,10.36,14.64,0.0,0.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,AC,6,73.16,105.1,88.9,94.0,68.86,105.1,96.55,7.65,-8.55,42.55,Moderada,16.34,14.53,36.25,24.15,2.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,CN,6,39.99,100.78,68.23,63.44,39.99,100.78,94.48,26.25,-6.3,36.11,Baixa,37.48,25.57,60.79,33.98,2.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-9.56,-5.02,5.76,11.12,-9.56,18.25,2.78,-2.97,7.8,45.12,Moderada,213.44,12.28,27.81,16.86,1.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-59.28,-59.28,-59.28,-59.28,-59.28,-59.28,-59.28,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-37.87,-25.57,-18.28,-26.29,-37.87,17.31,-23.81,-5.52,1.76,43.09,Moderada,-133.21,24.36,55.18,49.8,2.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,35.71,34.21,47.44,43.45,34.21,68.63,45.01,-2.42,10.81,39.28,Baixa,33.9,16.08,34.43,29.4,1.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,72.13,72.13,72.13,72.13,72.13,72.13,72.13,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,22.69,22.69,22.69,22.69,22.69,22.69,22.69,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-23.09,-29.25,-2.37,-10.25,-29.25,46.91,-24.39,-22.03,4.86,50.72,Moderada,-1282.84,30.34,76.16,49.34,1.0
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,1.23,1.23,1.23,1.23,1.23,1.23,1.23,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
