Curso,Campus,Turno,Modalidade,Triênios,Primeira Nota,Última Nota,Média Histórica,Mediana Histórica,Mínimo Histórico,Máximo Histórico,Previsão,Δ Média,Δ Última,Índice de Estabilidade,Estabilidade,CV (%),Desvio,Amplitude,Volatilidade,Mudanças
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,123.84,123.84,123.84,123.84,123.84,123.84,123.84,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,27.53,27.53,27.53,27.53,27.53,27.53,27.53,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,16.33,19.2,32.08,31.73,16.33,48.71,24.53,-7.55,5.33,44.44,Moderada,45.25,14.51,32.38,21.47,1.0
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,61.18,61.18,61.18,61.18,61.18,61.18,61.18,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,AC,6,56.84,104.75,83.78,81.78,56.84,104.75,102.17,18.39,-2.58,41.04,Moderada,21.31,17.85,47.91,20.84,2.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,CN,6,54.94,80.94,53.29,53.92,30.06,80.94,67.31,14.02,-13.63,34.79,Baixa,36.18,19.28,50.88,36.18,3.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,5,-30.89,-23.73,1.6,12.3,-30.89,26.66,-4.84,-6.44,18.89,34.65,Baixa,1692.46,27.04,57.55,38.86,1.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,-26.94,-26.94,-26.94,-26.94,-26.94,-26.94,-26.94,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,4,-26.84,-5.48,-11.53,-10.8,-26.84,2.33,-4.67,6.86,0.81,51.62,Moderada,-110.2,12.7,29.17,24.0,2.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPIQ,1,-40.66,-40.66,-40.66,-40.66,-40.66,-40.66,-40.66,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,5,20.26,34.63,48.67,54.37,20.26,74.14,49.78,1.11,15.15,38.79,Baixa,43.74,21.29,53.88,31.12,1.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,92.18,92.18,92.18,92.18,92.18,92.18,92.18,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,5,-10.4,-54.3,-1.25,-10.4,-54.3,38.28,-42.78,-41.53,11.52,50.07,Moderada,-2991.75,37.36,92.58,43.1,1.0
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,31.88,31.88,31.88,31.88,31.88,31.88,31.88,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Educação Física (Bacharelado),Darcy Ribeiro,Diurno,AC,4,-33.05,15.8,0.64,9.9,-33.05,15.8,23.16,22.52,7.35,43.29,Moderada,3541.6,22.67,48.85,21.76,0.0
Educação Física (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-14.7,32.15,6.54,4.34,-14.7,32.15,35.93,29.4,3.78,46.42,Moderada,329.63,21.54,46.85,8.11,0.0
Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-22.54,-32.42,-34.36,-30.24,-54.43,-22.54,-32.95,1.41,-0.53,46.44,Moderada,-40.67,13.98,31.89,29.14,2.0
Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-25.05,-62.95,-43.16,-42.32,-62.95,-25.05,-67.16,-24.0,-4.21,60.68,Alta,-42.31,18.26,37.9,9.67,0.0
Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-84.57,9.38,-24.54,-11.49,-84.57,9.38,15.06,39.6,5.68,37.88,Baixa,-178.6,43.83,93.96,64.31,2.0
Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-94.32,-24.98,-49.06,-38.47,-94.32,-24.98,-17.11,31.95,7.87,41.72,Moderada,-62.94,30.88,69.34,31.63,2.0
Educação Física (Licenciatura),Darcy Ribeiro,Diurno,AC,4,-64.1,-13.22,-27.17,-17.24,-64.1,-10.11,-3.46,23.71,9.76,50.64,Moderada,-92.24,25.06,53.98,23.52,1.0
Educação Física (Licenciatura),Darcy Ribeiro,Diurno,CN,4,-20.63,20.09,-5.44,-10.6,-20.63,20.09,20.91,26.35,0.83,65.94,Alta,-345.3,18.77,40.71,10.47,0.0
Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-43.23,-50.6,-60.01,-52.24,-92.36,-43.23,-63.38,-3.36,-12.77,44.9,Moderada,-36.68,22.02,49.13,40.74,1.0
Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-101.25,-52.01,-70.71,-64.79,-101.25,-52.01,-44.48,26.23,7.54,57.46,Moderada,-31.72,22.43,49.24,11.89,0.0
Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-70.76,-16.34,-30.86,-19.11,-70.76,-14.46,-6.3,24.56,10.04,49.35,Moderada,-86.79,26.78,56.3,27.02,1.0
Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-91.27,-72.47,-63.98,-71.47,-91.27,-21.73,-68.63,-4.64,3.84,40.66,Moderada,-46.4,29.69,69.54,59.57,1.0
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,2,-27.05,1.61,-12.72,-12.72,-27.05,1.61,13.55,26.27,11.94,66.56,Alta,-159.31,20.27,28.66,0.0,0.0
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,-34.59,-19.32,-26.96,-26.96,-34.59,-19.32,-12.96,14.0,6.36,63.68,Alta,-40.06,10.8,15.27,0.0,0.0
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-69.59,-69.59,-69.59,-69.59,-69.59,-69.59,-69.59,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,-72.6,-72.6,-72.6,-72.6,-72.6,-72.6,-72.6,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-16.97,-16.97,-16.97,-16.97,-16.97,-16.97,-16.97,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-86.27,-86.27,-86.27,-86.27,-86.27,-86.27,-86.27,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Enfermagem (Bacharelado),Ceilândia,Diurno,AC,6,9.2,28.04,22.71,27.24,2.38,40.2,24.68,1.96,-3.37,41.09,Moderada,62.18,14.12,37.82,24.66,2.0
Enfermagem (Bacharelado),Ceilândia,Diurno,CN,6,6.02,22.7,7.34,13.26,-45.03,36.97,1.65,-5.69,-21.05,29.73,Baixa,387.76,28.47,82.0,45.74,2.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-16.36,-49.85,-11.2,-8.71,-49.85,14.13,-36.94,-25.73,12.92,45.91,Moderada,-219.7,24.62,63.98,38.02,3.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-46.84,-46.84,-46.84,-46.84,-46.84,-46.84,-46.84,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-50.13,-35.67,-30.5,-37.45,-50.13,3.02,-34.12,-3.62,1.55,41.67,Moderada,-75.99,23.18,53.15,47.71,2.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,12.11,-16.27,7.78,12.11,-16.27,26.36,-10.12,-17.91,6.15,33.68,Baixa,220.12,17.13,42.63,29.11,3.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,8.74,8.74,8.74,8.74,8.74,8.74,8.74,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ_PCD,1,-43.64,-43.64,-43.64,-43.64,-43.64,-43.64,-43.64,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,5,-20.51,-77.47,-35.13,-20.51,-77.47,4.95,-79.15,-44.02,-1.68,49.39,Moderada,-100.16,35.19,82.42,31.26,1.0
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-46.02,-46.02,-46.02,-46.02,-46.02,-46.02,-46.02,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,AC,6,6.73,53.83,40.66,51.21,6.73,59.66,50.3,9.64,-3.54,33.65,Baixa,52.79,21.46,52.92,33.47,4.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,CN,6,31.11,39.99,28.61,32.23,6.69,49.51,28.01,-0.6,-11.98,40.04,Moderada,58.16,16.64,42.83,26.74,2.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-26.56,-9.9,1.27,6.74,-26.56,26.39,-2.38,-3.65,7.52,36.33,Baixa,1588.06,20.19,52.95,33.16,1.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-31.52,-31.52,-31.52,-31.52,-31.52,-31.52,-31.52,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-58.89,-7.65,-11.16,-1.39,-58.89,17.03,8.1,19.26,15.76,46.97,Moderada,-299.1,33.38,75.93,44.43,1.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-12.54,6.01,25.18,6.01,-12.54,64.65,11.6,-13.58,5.59,27.18,Baixa,141.31,35.59,77.19,54.8,2.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,28.88,28.88,28.88,28.88,28.88,28.88,28.88,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-20.18,-52.78,-12.7,-19.61,-52.78,19.77,-44.26,-31.57,8.52,52.24,Moderada,-224.48,28.5,72.55,33.55,1.0
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-32.98,-32.98,-32.98,-32.98,-32.98,-32.98,-32.98,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-48.91,-53.93,-13.07,-7.83,-53.93,26.95,-36.66,-23.59,17.27,40.86,Moderada,-285.67,37.33,80.88,65.51,3.0
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,CN,4,72.62,-51.19,24.71,38.7,-51.19,72.62,-42.64,-67.34,8.56,18.16,Muito baixa,238.9,59.02,123.81,94.79,2.0
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-15.86,-53.54,-1.4,-15.86,-53.54,65.21,-28.6,-27.2,24.94,38.06,Baixa,-4344.62,60.68,118.74,141.29,1.0
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-72.22,-72.22,-72.22,-72.22,-72.22,-72.22,-72.22,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-14.79,-58.07,-42.63,-55.04,-58.07,-14.79,-63.66,-21.03,-5.59,54.73,Moderada,-56.66,24.16,43.28,26.31,0.0
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-44.99,-44.99,-44.99,-44.99,-44.99,-44.99,-44.99,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-45.95,110.26,-10.39,-47.67,-56.5,110.26,91.74,102.14,-18.52,40.53,Moderada,-775.11,80.56,166.76,99.34,1.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-10.67,71.07,40.52,50.64,-14.96,96.38,64.87,24.35,-6.21,22.34,Baixa,112.98,45.77,111.33,88.85,4.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,CN,6,66.75,26.85,19.21,21.77,-48.61,66.75,19.75,0.54,-7.1,24.11,Baixa,199.44,38.32,115.36,60.6,3.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-10.46,-19.16,-14.8,-14.77,-19.16,-10.46,-19.91,-5.11,-0.75,60.96,Alta,-29.4,4.35,8.7,0.05,0.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-46.61,-46.61,-46.61,-46.61,-46.61,-46.61,-46.61,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,5.86,-33.29,-23.77,-30.97,-39.01,5.86,-41.71,-17.94,-8.42,52.57,Moderada,-84.99,20.2,44.87,20.25,1.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-68.92,-29.89,-30.5,-23.26,-68.92,-6.56,-19.41,11.09,10.48,45.85,Moderada,-89.64,27.34,62.36,42.77,1.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,19.12,19.12,19.12,19.12,19.12,19.12,19.12,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-27.98,-43.06,-29.26,-27.98,-43.06,-16.74,-42.45,-13.19,0.62,49.4,Moderada,-45.15,13.21,26.33,26.57,1.0
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-20.26,-20.26,-20.26,-20.26,-20.26,-20.26,-20.26,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-54.46,97.08,31.44,41.14,-54.46,125.48,79.66,48.21,-17.42,20.82,Baixa,264.1,83.05,179.94,146.33,2.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-12.14,19.29,42.56,48.62,-12.14,85.13,42.01,-0.55,22.72,24.35,Baixa,110.21,46.9,97.27,78.02,1.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-26.9,-22.25,-24.58,-24.58,-26.9,-22.25,-21.48,3.1,0.78,61.82,Alta,-13.38,3.29,4.65,0.0,0.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-62.72,21.44,-13.51,-6.39,-62.72,21.44,30.29,43.81,8.85,58.06,Moderada,-264.35,35.72,84.17,19.37,0.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-45.47,25.26,-15.29,-20.47,-45.47,25.26,25.09,40.38,-0.17,58.27,Moderada,-192.92,29.49,70.73,22.74,0.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-6.58,-6.58,-6.58,-6.58,-6.58,-6.58,-6.58,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-25.08,51.63,-5.19,-17.16,-38.06,51.63,48.32,53.5,-3.32,47.5,Moderada,-764.71,39.67,89.7,37.03,1.0
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-23.36,-23.36,-23.36,-23.36,-23.36,-23.36,-23.36,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-65.08,-69.02,-61.7,-65.08,-71.07,-50.3,-64.12,-2.43,4.89,52.18,Moderada,-15.33,9.46,20.77,15.56,2.0
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-27.12,-59.51,-34.46,-32.13,-59.51,-21.14,-54.71,-20.25,4.8,51.97,Moderada,-42.76,14.74,38.37,15.76,2.0
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-2.21,-15.46,-8.84,-8.84,-15.46,-2.21,-20.98,-12.14,-5.52,67.32,Alta,-106.0,9.36,13.24,0.0,0.0
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-72.22,-21.47,-46.84,-46.84,-72.22,-21.47,-17.24,29.6,4.23,60.36,Alta,-76.61,35.89,50.75,0.0,0.0
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-29.54,-13.98,-32.12,-29.54,-52.85,-13.98,-16.57,15.55,-2.59,45.1,Moderada,-60.89,19.56,38.86,43.96,1.0
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-27.75,-27.75,-27.75,-27.75,-27.75,-27.75,-27.75,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-42.77,-50.84,-33.15,-42.77,-50.84,-5.85,-45.36,-12.21,5.48,42.51,Moderada,-72.36,23.99,44.99,57.92,1.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-40.37,84.02,47.91,71.14,-40.37,116.23,79.05,31.14,-4.97,21.68,Baixa,131.4,62.96,156.6,103.77,2.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-19.96,25.53,56.38,53.04,-19.96,139.15,57.54,1.16,32.01,19.65,Muito baixa,106.47,60.03,159.12,102.67,3.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-32.77,-42.41,-34.79,-32.77,-42.41,-29.19,-42.62,-7.83,-0.21,51.15,Moderada,-19.65,6.84,13.22,11.87,1.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,-4.76,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-37.72,-24.5,-29.96,-27.66,-37.72,-24.5,-21.73,8.24,2.78,59.62,Moderada,-23.04,6.9,13.22,4.88,0.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,19.3,-65.33,-15.9,-40.63,-65.33,49.02,-71.83,-55.93,-6.5,40.52,Moderada,-301.3,47.92,114.35,51.53,3.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-19.19,-19.19,-19.19,-19.19,-19.19,-19.19,-19.19,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-46.57,1.94,-27.9,-39.08,-46.57,1.94,7.24,35.14,5.29,55.96,Moderada,-93.6,26.12,48.52,23.71,0.0
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-53.09,-53.09,-53.09,-53.09,-53.09,-53.09,-53.09,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-102.23,83.12,28.01,69.29,-102.23,88.12,68.33,40.32,-14.79,20.2,Baixa,284.82,79.78,190.35,121.54,4.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,CN,6,27.3,68.15,25.28,26.44,-47.32,68.15,39.9,14.62,-28.25,22.72,Baixa,166.48,42.1,115.47,84.5,3.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-40.25,-32.36,-36.31,-36.31,-40.25,-32.36,-31.05,5.26,1.31,62.01,Alta,-15.36,5.58,7.88,0.0,0.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-69.38,-69.38,-69.38,-69.38,-69.38,-69.38,-69.38,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-33.73,22.76,-16.87,-27.83,-34.59,22.76,16.87,33.74,-5.89,45.52,Moderada,-160.28,27.04,57.35,35.53,2.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-8.24,-22.76,-17.78,-17.39,-28.12,-8.24,-22.35,-4.56,0.41,51.49,Moderada,-51.93,9.24,19.88,18.7,2.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,-1.78,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-5.16,-68.9,-52.9,-68.9,-84.63,-5.16,-85.06,-32.16,-16.16,37.17,Baixa,-79.56,42.08,79.47,67.31,1.0
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-50.09,51.72,26.86,55.61,-50.09,70.11,39.67,12.82,-12.04,21.66,Baixa,197.84,53.14,120.2,83.93,4.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,CN,3,11.14,5.74,24.62,11.14,5.74,56.97,14.82,-9.8,9.08,26.75,Baixa,114.33,28.15,51.23,68.63,1.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-47.16,-55.77,-48.87,-47.16,-55.77,-43.68,-55.91,-7.04,-0.14,50.81,Moderada,-12.73,6.22,12.09,11.01,1.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,39.0,27.88,9.04,16.53,-35.92,39.0,19.69,10.66,-8.19,26.58,Baixa,366.46,33.11,74.91,62.35,1.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-16.56,-42.45,1.55,-1.53,-42.45,51.7,-21.09,-22.64,21.36,23.1,Baixa,2618.57,40.5,94.15,74.17,1.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-59.3,-59.3,-59.3,-59.3,-59.3,-59.3,-59.3,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-14.08,30.81,-7.77,-14.08,-40.02,30.81,30.23,37.99,-0.58,41.86,Moderada,-461.46,35.84,70.84,68.43,1.0
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-17.79,-17.79,-17.79,-17.79,-17.79,-17.79,-17.79,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,AC,5,76.17,120.92,108.16,120.32,76.17,120.92,122.13,13.96,1.21,37.91,Baixa,17.97,19.44,44.75,26.31,2.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,CN,6,21.02,70.72,52.6,47.69,21.02,84.17,64.81,12.21,-5.9,34.99,Baixa,42.0,22.09,63.16,37.38,2.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,17.98,-26.48,-7.88,-4.25,-52.22,29.22,-18.94,-11.07,7.54,39.21,Baixa,-483.81,38.11,81.43,83.67,2.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-33.75,-33.75,-33.75,-33.75,-33.75,-33.75,-33.75,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-44.6,16.99,2.81,8.27,-44.6,39.28,22.97,20.16,5.98,21.07,Baixa,1266.77,35.54,83.88,61.86,2.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-63.63,13.3,38.57,42.92,-63.63,132.08,52.25,13.68,38.95,21.48,Baixa,216.81,83.63,195.71,147.28,1.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,82.19,82.19,82.19,82.19,82.19,82.19,82.19,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,25.16,25.16,25.16,25.16,25.16,25.16,25.16,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-31.84,-62.41,-12.02,8.39,-62.41,13.36,-41.51,-29.49,20.9,50.04,Moderada,-281.79,33.87,75.76,47.74,1.0
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-67.01,-67.01,-67.01,-67.01,-67.01,-67.01,-67.01,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,AC,6,-45.28,49.03,-9.41,-3.19,-75.16,49.03,8.81,18.22,-40.23,42.95,Moderada,-623.96,58.72,124.19,89.78,2.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,CN,6,13.1,-31.73,-15.98,-16.78,-71.0,27.34,-43.82,-27.85,-12.09,43.69,Moderada,-217.24,34.7,98.34,48.68,3.0
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,-47.97,-47.97,-47.97,-47.97,-47.97,-47.97,-47.97,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
