id_oferta,id_oferta_num,curso,campus,turno,modalidade,n_trienios,media_ponderada_min,media_ponderada_max,desvio_ponderado_min,desvio_ponderado_max,slope_ponderada_min,slope_ponderada_max,momentum_min,momentum_max,aceleracao_min,aceleracao_max,curvatura_min,curvatura_max
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,77,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-68.444,34.418,13.324,11.572,1.77862,-0.30305,-2.734,0.576,22.758,-12.27,5.13903,-1.126944
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,78,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-33.78,-33.78,12.481,12.481,-8.48678,-8.48678,-5.716,-5.716,-4.158,-4.158,0.3675,0.3675
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,79,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-37.995,-21.928,25.466,8.93,19.7776,3.9514,3.497,0.06,92.866,37.704,46.433,18.852
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,80,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-53.382,-53.382,8.391,8.391,-17.8,-17.8,-2.967,-2.967,,,,
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,81,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-33.392,22.972,17.27,19.387,-6.5098,10.9436,-4.132,8.076,8.769,-26.0415,4.3845,-13.02075
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,82,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-54.547,-52.729,0.0,0.0,,,0.0,0.0,,,,
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,83,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-39.493,-39.493,13.224,13.224,-14.412,-14.412,-5.954,-5.954,34.49,34.49,17.245,17.245
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,84,Biologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,70.073,112.458,16.846,39.41,2.24832,-8.63901,2.682,-5.737,2.66833,-2.68533,-2.279535,-5.96618
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,85,Biologia (Bacharelado),Darcy Ribeiro,Diurno,CN,5,9.533,10.082,25.074,24.763,2.41493,1.41301,1.545,0.446,8.97767,11.72367,-1.080108,-0.412818
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,86,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-13.91,4.15,54.059,40.324,-16.29128,-18.55297,-4.015,-7.864,-103.553,-63.1975,-31.18875,-20.634727
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,87,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-78.848,-26.937,0.0,0.0,,,0.0,0.0,,,,
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI_PCD | EP=True | R=R1 | GE=NPPI | PCD=True | SM=1.5,88,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI_PCD,1,6.759,6.759,0.0,0.0,,,0.0,0.0,,,,
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,89,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-10.049,30.909,14.493,41.829,12.08395,-0.99266,6.386,1.681,-41.01,-181.861,-7.059333,-44.625
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,90,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,20.194,32.894,15.182,4.997,-1.62462,-0.35091,0.78,0.128,-27.14,-4.349,-6.719591,-0.750841
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,91,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,29.597,56.051,0.0,0.0,,,0.0,0.0,,,,
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,92,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,-25.671,-25.671,0.0,0.0,,,0.0,0.0,,,,
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,93,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-47.192,-21.423,36.692,38.074,-19.20791,-29.39573,-9.447,-17.859,-45.3415,-8.4085,-16.455205,-7.087568
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,94,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-67.982,8.016,0.0,0.0,,,0.0,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,95,Biologia (Licenciatura),Darcy Ribeiro,Diurno,AC,1,61.373,143.74,0.0,0.0,,,0.0,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,96,Biologia (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-13.136,75.07,15.335,33.944,1.07008,-7.94229,2.608,-2.328,-19.53933,-54.4215,-2.147605,-9.07025
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,97,Biologia (Licenciatura),Darcy Ribeiro,Diurno,CN,1,45.804,45.804,0.0,0.0,,,0.0,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,98,Biologia (Licenciatura),Darcy Ribeiro,Noturno,CN,3,6.594,10.959,25.908,28.185,-10.00634,-12.57983,-4.495,-8.86,-88.719,-62.53,-9.06705,-3.82925
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,99,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,38.006,47.711,0.0,0.0,,,0.0,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,100,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-35.305,-8.864,9.162,16.042,-4.2198,-8.948,-2.689,-5.158,38.482,65.25,19.241,32.625
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,101,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,0,,-7.024,,0.0,,,,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,102,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,3,-34.159,-5.321,10.779,27.991,4.07217,-3.97132,4.229,4.327,-38.035,-125.168,-11.623333,-33.455333
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,103,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,51.276,55.29,0.0,0.0,,,0.0,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,104,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-9.932,-1.793,24.733,30.94,1.5586,-10.4804,0.395,-6.515,3.8465,12.748,1.92325,6.374
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,105,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-40.608,7.61,0.0,0.0,,,0.0,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,106,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,21.358,36.304,0.0,0.0,,,0.0,0.0,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,107,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,4,-25.909,2.125,12.299,13.023,3.127,10.9422,-0.349,5.573,19.1225,-1.0145,9.56125,-0.50725
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,108,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,AC,6,46.235,116.263,36.021,54.938,-3.05906,-4.25624,-0.553,-3.494,1.8945,21.37825,-2.994107,-0.078554
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,109,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,CN,5,54.299,56.932,28.564,20.283,10.77825,7.8162,16.392,11.126,-23.56133,-10.39667,-9.668959,-6.033649
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,110,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-39.804,-11.789,10.207,33.678,9.7696,-11.597,5.306,-7.83,-4.214,20.3165,-2.107,10.15825
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,111,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,22.903,22.903,0.0,0.0,,,0.0,0.0,,,,
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,112,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-30.795,17.833,7.549,32.0,9.3296,41.9678,3.548,14.995,-13.139,-30.172,-6.5695,-15.086
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,113,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-13.747,39.505,57.838,58.139,-29.29909,-33.00609,-6.704,-11.668,-67.804,-36.42267,-32.070643,-25.839643
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,114,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-36.957,43.54,0.0,0.0,,,0.0,0.0,,,,
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,115,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-28.203,36.71,15.486,54.982,8.5188,-30.2112,4.408,-7.697,-1.486,-74.086,-0.743,-37.043
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,116,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-47.168,-47.168,0.0,0.0,,,0.0,0.0,,,,
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,117,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,AC,6,36.73,87.063,25.609,36.406,2.25677,-7.02587,5.062,-8.771,-1.829,18.57675,-4.7715,4.374554
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,118,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,CN,6,27.331,30.672,26.308,26.273,7.66961,2.6579,7.769,-0.584,12.60125,30.14225,-2.066482,4.198161
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,119,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-30.008,-5.714,9.754,19.151,1.6452,11.1878,-0.524,2.168,13.468,34.2575,6.734,17.12875
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,120,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-33.164,-3.3,0.0,0.0,,,0.0,0.0,,,,
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,121,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-20.369,2.167,7.093,21.227,0.745,-10.4942,-0.061,-4.121,4.3355,-11.256,2.16775,-5.628
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,122,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-7.302,22.867,21.402,2.316,18.8274,-1.3896,9.263,-0.641,1.5025,-0.5345,0.75125,-0.26725
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,123,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,13.769,47.698,0.0,0.0,,,0.0,0.0,,,,
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,124,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-31.841,-24.216,0.0,0.0,,,0.0,0.0,,,,
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,125,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-43.428,4.55,11.842,17.862,11.4168,-7.1216,5.783,-7.279,-0.7475,37.18,-0.37375,18.59
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,126,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-37.151,-5.97,0.0,0.0,,,0.0,0.0,,,,
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,127,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,AC,6,127.414,162.78,16.791,23.531,3.92161,-4.43431,6.716,-1.217,-3.12725,-2.7015,-5.172518,-3.717393
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,128,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,CN,6,98.296,98.904,28.704,27.683,6.56794,5.65523,8.455,6.934,3.7405,6.935,-4.472321,-3.331429
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,129,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,10.438,37.892,26.168,29.532,3.21626,-10.1388,8.671,-0.32,-40.803,-23.11233,-16.316571,-16.0975
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,130,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-38.263,32.989,0.0,0.0,,,0.0,0.0,,,,
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,131,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,5,-6.992,15.317,13.971,28.291,-3.89389,-15.31311,1.117,-5.543,-18.04233,-32.115,-9.283143,-11.664357
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,132,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,0.178,0.178,0.0,0.0,,,0.0,0.0,,,,
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,133,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,96.767,122.071,30.765,37.917,-0.56649,-19.92403,8.512,-6.318,-44.91667,-24.393,-22.223143,-17.411214
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,134,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,118.288,118.288,0.0,0.0,,,0.0,0.0,,,,
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,135,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,42.861,42.861,0.0,0.0,,,0.0,0.0,,,,
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,136,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,-10.517,-10.517,0.0,0.0,,,0.0,0.0,,,,
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,137,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,22.615,55.718,26.848,26.874,-9.21697,-8.561,-1.634,-2.384,-27.782,-26.60133,-11.277286,-8.309
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,138,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,48.884,74.724,0.0,0.0,,,0.0,0.0,,,,
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI_PCD | EP=True | R=R2 | GE=PPI | PCD=True | SM=1.5,139,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,-13.051,-13.051,0.0,0.0,,,0.0,0.0,,,,
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,140,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-65.946,18.309,14.061,41.662,4.33615,-18.75285,4.281,-12.311,-10.79433,-40.182,-0.944985,-3.579882
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,141,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,CN,4,-34.12,-33.635,9.151,9.202,-5.7184,-6.6892,-1.791,-2.519,-10.6815,-8.2545,-5.34075,-4.12725
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,142,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,-6.827,-6.827,0.0,0.0,,,0.0,0.0,,,,
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,143,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,-7.624,2.848,38.617,31.333,2.71905,3.33183,3.364,3.286,-171.109,-139.461,-41.095167,-33.222
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,144,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,4,-37.901,-34.717,16.005,14.535,-5.4752,-10.817,0.694,-3.226,-34.32,-21.8205,-17.16,-10.91025
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,145,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-18.627,56.8,50.727,37.99,0.00823,-3.79467,3.356,-4.095,7.266,24.75625,-5.023214,1.399161
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,146,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-47.586,40.285,20.897,6.039,5.0688,-3.1488,2.523,-1.692,-3.27067,-5.10133,1.68925,-1.003088
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,147,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-5.316,12.597,19.751,7.996,0.51058,0.35797,-0.493,0.195,20.071,-4.4365,1.053896,-0.739417
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,148,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,CN,3,-44.23,-16.247,22.833,18.648,-4.7363,-9.8889,-6.395,-8.295,97.109,51.077,12.138625,6.384625
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,149,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-42.288,28.397,7.046,17.388,-5.52007,17.3272,-2.559,8.988,-11.381,-3.243,-4.124667,-1.6215
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,150,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-57.206,-26.005,3.515,15.828,1.16175,1.10626,-0.156,4.164,15.313,-68.216,3.906333,-19.135833
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,151,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-24.064,-24.064,0.0,0.0,,,0.0,0.0,,,,
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,152,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-54.971,-42.77,6.91,25.938,-14.658,-32.2128,-2.443,-12.201,,43.887,,21.9435
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,153,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,2,-15.913,-11.883,24.613,18.914,52.212,40.123,8.702,6.687,,,,
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,154,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-54.052,7.356,19.755,43.312,-14.7464,-16.50449,-8.497,-4.755,-10.879,-34.62067,-5.016364,-15.619643
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,155,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,-67.116,-7.878,6.916,27.476,6.2888,26.0044,1.338,11.571,22.743,-87.091,11.3715,-43.5455
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,156,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-50.333,11.211,0.0,0.0,,,0.0,0.0,,,,
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,157,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-36.706,-21.206,0.0,0.0,,,0.0,0.0,,,,
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,158,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-30.644,9.982,9.143,30.116,7.628,-21.697,3.597,-10.579,10.572,-2.6935,4.441667,-1.34675
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,159,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,4,-42.163,-1.891,11.397,9.461,6.3186,-3.0686,1.21,0.03,19.493,-15.647,9.7465,-7.8235
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,160,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-81.153,-5.417,0.0,0.0,,,0.0,0.0,,,,
