id_oferta,id_oferta_num,curso,campus,turno,modalidade,n_trienios,media_ponderada_min,media_ponderada_max,desvio_ponderado_min,desvio_ponderado_max,slope_ponderada_min,slope_ponderada_max,momentum_min,momentum_max,aceleracao_min,aceleracao_max,curvatura_min,curvatura_max
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,384,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-32.737,-32.737,0.0,0.0,,,0.0,0.0,,,,
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,385,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-20.062,-12.041,0.0,0.0,,,0.0,0.0,,,,
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,386,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-32.54,-7.383,15.173,9.869,-9.9712,-1.4088,-6.689,-0.712,17.031,0.0765,8.5155,0.03825
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,387,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-27.068,22.541,0.0,0.0,,,0.0,0.0,,,,
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,388,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-26.113,-26.113,18.487,18.487,-39.216,-39.216,-6.536,-6.536,,,,
Estatística (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,389,Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-34.447,-34.447,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,390,Farmácia (Bacharelado),Ceilândia,Diurno,AC,6,9.777,62.524,24.759,28.785,11.2313,-0.00429,13.923,-3.108,-13.10125,21.207,-6.845375,4.656071
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,391,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,AC,6,50.357,91.042,18.456,36.273,-1.12824,-4.6678,2.67,-1.469,-5.90775,8.54,-5.415125,-5.214637
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,392,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,AC,6,-12.517,33.857,40.261,33.377,3.89953,0.48621,7.157,1.38,2.85875,12.72475,-5.861375,-1.462661
Farmácia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,393,Farmácia (Bacharelado),Ceilândia,Diurno,CN,6,-1.76,-1.739,31.805,31.79,-2.50174,-2.53224,0.266,0.215,9.851,9.95775,-3.525571,-3.487446
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,394,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,CN,5,10.508,12.176,23.781,23.917,0.9589,-0.91775,-0.387,-3.723,-16.817,-8.47633,1.384966,3.688169
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,395,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,CN,3,28.804,28.804,5.116,5.116,-6.2214,-6.2214,-2.396,-2.396,9.666,9.666,4.833,4.833
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,396,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-46.122,-11.363,14.255,36.861,-2.89809,-26.33723,0.529,-14.916,-3.405,-15.287,-6.153143,-6.606214
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,397,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-10.162,23.563,13.062,28.256,-8.6562,19.1994,-2.742,7.078,-15.8645,25.214,-7.93225,12.607
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,398,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-16.478,3.895,4.781,7.926,0.4724,3.397,-0.553,2.252,21.324,-33.59,10.662,-16.795
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,399,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-33.173,14.394,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,400,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-45.41,3.367,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,401,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,-32.371,-7.88,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,402,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-29.1,-1.649,17.03,13.876,-9.7898,5.9494,-2.067,5.787,-28.278,-28.1235,-14.139,-14.06175
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,403,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-20.179,-12.733,17.253,25.629,-0.084,-6.4428,3.844,2.368,-38.859,-55.8955,-19.4295,-27.94775
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,404,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,4,-21.934,0.942,26.54,29.185,24.1136,12.7656,14.576,10.009,-25.1875,-36.2585,-12.59375,-18.12925
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,405,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-32.66,28.359,43.351,41.556,-18.6456,-7.34009,-2.918,1.83,-61.06967,-45.39833,-23.78,-16.809643
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,406,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,19.878,50.537,34.131,25.458,-10.79777,-13.6344,0.081,-5.925,-27.36867,-11.79767,-18.197786,-7.912
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,407,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-18.975,-1.957,31.075,27.831,1.691,18.709,7.673,14.054,-68.2725,-47.0,-34.13625,-23.5
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,408,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,14.796,18.796,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,409,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,50.704,50.704,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,410,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-10.117,7.338,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,411,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,0.119,0.119,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,412,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,4,-50.582,10.935,19.016,28.22,-3.388,-16.0846,2.067,-6.647,-37.609,-13.9525,-18.8045,-6.97625
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,413,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-42.033,17.702,19.337,16.827,-10.4644,10.0702,-2.579,3.25,-26.537,17.8545,-13.2685,8.92725
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,414,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,3,-61.877,1.543,13.024,5.91,16.3384,-6.6406,4.758,-2.695,20.649,14.439,10.3245,7.2195
Farmácia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,415,Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-83.68,-4.707,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,416,Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-19.971,38.952,0.0,0.0,,,0.0,0.0,,,,
Farmácia (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,417,Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,-46.669,-21.564,0.0,0.0,,,0.0,0.0,,,,
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,418,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,-68.874,35.469,27.067,35.035,-7.72108,-16.10525,-1.036,-9.095,-24.369,-2.194,-6.149793,-4.68233
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,419,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,-13.164,-5.754,14.756,25.235,-10.434,-17.84367,-5.217,-8.922,,,,
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,420,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-34.484,-34.484,23.799,23.799,9.23092,9.23092,-0.192,-0.192,101.531,101.531,25.478667,25.478667
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,421,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-43.489,-43.489,8.391,8.391,17.801,17.801,2.967,2.967,,,,
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,422,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-38.844,9.444,40.118,25.933,-51.626,-33.6006,-18.9,-10.197,50.75,-30.096,25.375,-15.048
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,423,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-42.636,-9.923,31.422,8.84,5.7822,-7.7414,-2.712,-1.582,139.197,-29.949,69.5985,-14.9745
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI_PCD | EP=True | R=R2 | GE=PPI | PCD=True | SM=1.5,424,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,-48.451,-48.451,0.0,0.0,,,0.0,0.0,,,,
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,425,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,AC,4,-46.691,-8.108,8.426,28.048,-3.14298,-0.30622,-0.78,-7.39,-13.32,44.1295,-2.829727,15.087409
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,426,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,-59.768,-59.768,0.0,0.0,,,0.0,0.0,,,,
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,427,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-22.521,-22.521,0.0,0.0,,,0.0,0.0,,,,
Filosofia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,428,Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-35.036,-35.036,20.19,20.19,42.83,42.83,7.138,7.138,,,,
Fisioterapia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,429,Fisioterapia (Bacharelado),Ceilândia,Diurno,AC,6,23.298,63.535,12.377,29.193,-0.46874,-1.11539,0.943,-1.365,0.439,9.26233,-2.000786,-1.535371
Fisioterapia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,430,Fisioterapia (Bacharelado),Ceilândia,Diurno,CN,6,4.36,5.521,10.749,12.52,-0.58033,-2.32269,-1.949,-4.853,1.24975,7.348,2.198268,4.376214
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,431,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-23.431,4.26,33.378,51.655,-12.77229,-25.81191,-3.587,-9.043,-38.03733,-36.99833,-12.319643,-20.411357
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,432,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-35.235,-33.078,0.0,0.0,,,0.0,0.0,,,,
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,433,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-33.031,4.546,16.477,9.783,-5.8288,-5.814,-4.099,-2.277,11.842,-6.3,5.921,-3.15
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,434,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPIQ,1,-59.032,-59.032,0.0,0.0,,,0.0,0.0,,,,
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,435,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,6.373,21.294,22.648,16.84,-10.00409,-9.01531,-2.323,-3.507,-14.74667,-8.09767,-10.867143,-6.257857
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,436,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,12.991,24.746,0.0,0.0,,,0.0,0.0,,,,
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,437,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,5,-44.705,-15.047,32.08,29.765,-21.77377,-23.36197,-10.343,-14.783,-14.06133,0.52333,-10.431286,-1.978286
Fisioterapia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,438,Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-59.558,8.862,0.0,0.0,,,0.0,0.0,,,,
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,439,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,AC,6,1.474,34.536,18.744,23.583,5.3357,-2.38403,6.764,-2.35,2.66775,21.4755,-3.476089,0.544964
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,440,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,CN,5,0.989,5.927,21.845,22.87,-1.35742,-6.91208,0.048,-9.827,-16.338,8.34933,-1.671203,5.145992
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,441,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,4,-27.356,-4.754,10.346,13.279,-2.47,-10.9218,-0.524,-3.943,-7.1105,-15.18,-3.55525,-7.59
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,442,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-60.121,-60.121,0.0,0.0,,,0.0,0.0,,,,
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,443,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-41.768,-0.867,24.535,25.401,-23.9314,6.4134,-10.732,1.307,-12.3395,18.9935,-6.16975,9.49675
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,444,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,-36.498,-1.774,31.97,30.022,-14.98863,-12.28646,-2.964,-5.297,-42.80967,-30.33667,-17.572214,-7.235429
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,445,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,-20.384,5.716,0.0,0.0,,,0.0,0.0,,,,
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,446,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ_PCD,1,-43.816,-43.816,0.0,0.0,,,0.0,0.0,,,,
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,447,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,4,-53.093,-18.72,8.808,28.134,2.0884,-21.3562,-0.459,-6.5,15.036,-41.7765,7.518,-20.88825
Fonoaudiologia (Bacharelado) | Ceilândia | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,448,Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,-48.358,-48.358,0.0,0.0,,,0.0,0.0,,,,
Física (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,449,Física (Bacharelado),Darcy Ribeiro,Diurno,AC,5,15.541,116.768,34.554,20.795,-3.36327,-4.03944,1.851,1.448,-39.842,-41.407,-6.00982,-6.901167
Física (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,450,Física (Bacharelado),Darcy Ribeiro,Diurno,CN,3,36.862,60.099,23.556,32.444,13.98815,-30.21883,7.943,-15.294,-93.67,45.752,-19.446167,3.790833
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,451,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-24.242,29.24,15.804,23.074,18.5108,-30.657,7.319,-9.741,-34.472,-14.345,-17.236,-7.1725
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,452,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,37.004,37.004,52.172,52.172,65.707,65.707,24.583,24.583,-80.415,-80.415,-40.2075,-40.2075
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,453,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-46.85,54.854,27.13,33.553,-19.776,8.997,-10.282,10.454,3.9375,-59.5595,1.96875,-29.77975
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,454,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-29.298,5.538,0.0,0.0,,,0.0,0.0,,,,
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,455,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-10.629,1.46,23.68,20.927,2.7374,-26.2762,4.429,-7.66,-105.506,-32.972,-52.753,-16.486
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,456,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-15.865,-15.865,0.0,0.0,,,0.0,0.0,,,,
Física (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,457,Física (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-31.298,107.519,54.24,39.187,-1.9233,15.14818,1.883,15.286,-21.41833,-26.553,-3.610446,-3.723768
Física (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,458,Física (Licenciatura),Darcy Ribeiro,Noturno,CN,1,-46.226,-46.226,0.0,0.0,,,0.0,0.0,,,,
Física (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,459,Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,-59.91,26.842,0.0,0.0,,,0.0,0.0,,,,
Física (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,460,Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-30.161,26.655,0.0,0.0,,,0.0,0.0,,,,
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,461,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-46.613,40.989,11.882,39.873,1.26205,2.203,4.635,6.396,-11.54433,8.61567,-4.556938,-5.969105
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,462,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,-6.216,-6.216,0.0,0.0,,,0.0,0.0,,,,
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,463,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-46.71,-46.71,4.661,4.661,-9.888,-9.888,-1.648,-1.648,,,,
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,464,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-16.259,-16.259,0.0,0.0,,,0.0,0.0,,,,
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,465,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-41.394,-41.394,10.136,10.136,-10.7505,-10.7505,-3.584,-3.584,,,,
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,466,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-20.904,-20.904,0.0,0.0,,,0.0,0.0,,,,
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,467,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,-46.616,82.485,31.848,38.853,-15.646,18.08912,-5.992,12.717,-34.91433,24.79033,-8.051359,1.945691
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,468,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,-22.771,-19.384,20.408,15.617,43.291,33.129,7.215,5.522,,,,
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,469,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-9.409,-2.929,23.474,17.686,9.4718,9.4718,5.519,6.599,-7.829,-18.629,-3.9145,-9.3145
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,470,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-43.965,-34.36,13.472,27.055,-14.2895,-28.6965,-4.763,-9.566,,,,
