curso,modalidade_normalizada,observacoes,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,variacao_min,variacao_max,menor_nota_min,maior_nota_min,menor_nota_max,maior_nota_max,media_nota_min,media_nota_max,amplitude_media,amplitude_max,amplitude_min,coef_var_min,coef_var_max
Engenharia Florestal (Bacharelado),EP_R2_NPPIQ,1,-27.754,-27.754,-27.754,-27.754,0.0,0.0,-27.754,-27.754,-27.754,-27.754,-27.754,-27.754,0.0,0.0,0.0,,
Engenharia Florestal (Bacharelado),EP_R2_PPI,3,-42.766,-50.84,-42.766,-13.077,-8.074,29.689,-50.84,-5.848,-42.766,-5.848,-33.151,-20.564,12.588,37.763,0.0,-72.358,-95.141
Engenharia Mecatrônica (Bacharelado),AC,5,-40.37,84.017,134.759,170.136,124.387,35.377,-40.37,116.231,37.891,170.136,47.911,132.379,84.468,175.129,29.351,131.404,41.13
Engenharia Mecatrônica (Bacharelado),CN,5,-19.965,25.527,1.525,25.527,45.492,24.002,-19.965,139.153,1.525,139.153,56.383,60.681,4.298,21.49,0.0,106.471,88.374
Engenharia Mecatrônica (Bacharelado),EP_R1_NPPI,3,-32.767,-42.409,-32.767,-41.277,-9.642,-8.51,-42.409,-29.193,-41.277,1.117,-34.79,-24.309,10.481,30.31,0.0,-19.65,-92.258
Engenharia Mecatrônica (Bacharelado),EP_R1_NPPIQ,1,-4.756,-4.756,8.105,8.105,0.0,0.0,-4.756,-4.756,8.105,8.105,-4.756,8.105,12.861,12.861,12.861,,
Engenharia Mecatrônica (Bacharelado),EP_R1_PPI,3,-37.722,-24.504,54.405,59.809,13.218,5.404,-37.722,-24.504,46.608,59.809,-29.963,53.607,83.57,92.127,74.27,-23.038,12.38
Engenharia Mecatrônica (Bacharelado),EP_R2_NPPI,5,19.302,-65.329,65.536,-19.947,-84.631,-85.483,-65.329,49.02,-19.947,79.438,-15.903,48.061,63.964,112.362,30.418,-301.302,83.847
Engenharia Mecatrônica (Bacharelado),EP_R2_NPPIQ,1,-19.193,-19.193,79.642,79.642,0.0,0.0,-19.193,-19.193,79.642,79.642,-19.193,79.642,98.835,98.835,98.835,,
Engenharia Mecatrônica (Bacharelado),EP_R2_PPI,3,-46.573,1.944,42.867,1.944,48.517,-40.923,-46.573,1.944,-20.043,42.867,-27.903,8.256,36.159,89.44,0.0,-93.604,386.706
Engenharia Mecatrônica (Bacharelado),EP_R2_PPIQ,1,-53.086,-53.086,-27.897,-27.897,0.0,0.0,-53.086,-53.086,-27.897,-27.897,-53.086,-27.897,25.189,25.189,25.189,,
Engenharia Mecânica (Bacharelado),AC,6,-102.234,83.117,142.555,151.18,185.351,8.625,-102.234,88.12,27.385,154.863,28.009,122.53,104.949,244.789,48.546,284.823,43.797
Engenharia Mecânica (Bacharelado),CN,6,27.299,68.151,30.337,68.151,40.852,37.814,-47.32,68.151,-47.32,68.151,25.285,25.791,0.506,3.038,0.0,166.484,163.399
Engenharia Mecânica (Bacharelado),EP_R1_NPPI,2,-40.249,-32.365,33.782,-32.365,7.884,-66.147,-40.249,-32.365,-32.365,33.782,-36.307,0.708,37.016,74.031,0.0,-15.355,6601.693
Engenharia Mecânica (Bacharelado),EP_R1_NPPIQ,1,-69.376,-69.376,-69.376,-69.376,0.0,0.0,-69.376,-69.376,-69.376,-69.376,-69.376,-69.376,0.0,0.0,0.0,,
Engenharia Mecânica (Bacharelado),EP_R1_PPI,4,-33.726,22.756,5.966,22.756,56.482,16.79,-34.593,22.756,-30.996,22.756,-16.873,-1.54,15.333,39.692,0.0,-160.276,-1461.542
Engenharia Mecânica (Bacharelado),EP_R2_NPPI,4,-8.237,-22.76,129.024,39.682,-14.523,-89.342,-28.117,-8.237,20.947,129.024,-17.784,65.032,82.816,137.261,49.064,-51.933,72.727
Engenharia Mecânica (Bacharelado),EP_R2_NPPIQ,1,-1.775,-1.775,66.886,66.886,0.0,0.0,-1.775,-1.775,66.886,66.886,-1.775,66.886,68.661,68.661,68.661,,
Engenharia Mecânica (Bacharelado),EP_R2_PPI,3,-5.156,-68.903,32.83,42.09,-63.747,9.26,-84.626,-5.156,-77.546,42.09,-52.895,-0.875,52.02,110.993,7.08,-79.561,-7603.958
Engenharia Mecânica (Bacharelado),EP_R2_PPIQ,1,5.003,5.003,17.361,17.361,0.0,0.0,5.003,5.003,17.361,17.361,5.003,17.361,12.358,12.358,12.358,,
Engenharia Química (Bacharelado),AC,6,-50.087,51.716,134.041,135.786,101.803,1.745,-50.087,70.109,-7.947,136.761,26.86,101.419,83.209,184.128,23.789,197.837,61.388
Engenharia Química (Bacharelado),CN,3,11.144,5.744,11.144,5.744,-5.4,-5.4,5.744,56.973,5.744,56.973,24.62,24.62,0.0,0.0,0.0,114.328,114.328
Engenharia Química (Bacharelado),EP_R1_NPPI,3,-47.162,-55.77,-47.162,-55.77,-8.608,-8.608,-55.77,-43.682,-55.77,-43.682,-48.871,-48.871,0.0,0.0,0.0,-12.733,-12.733
Engenharia Química (Bacharelado),EP_R1_PPI,4,38.999,27.883,38.999,27.883,-11.116,-11.116,-35.915,38.999,5.342,46.146,9.035,29.592,20.558,41.257,0.0,366.457,60.245
Engenharia Química (Bacharelado),EP_R2_NPPI,4,-16.557,-42.449,132.95,125.822,-25.892,-7.128,-42.449,51.7,79.292,132.95,1.547,112.688,115.123,168.271,27.592,2618.575,25.859
Engenharia Química (Bacharelado),EP_R2_NPPIQ,1,-59.302,-59.302,49.093,49.093,0.0,0.0,-59.302,-59.302,49.093,49.093,-59.302,49.093,108.395,108.395,108.395,,
Engenharia Química (Bacharelado),EP_R2_PPI,3,-14.085,30.811,-14.085,59.008,44.896,73.093,-40.025,30.811,-40.025,59.008,-7.766,1.633,9.399,28.197,0.0,-461.456,3145.367
Engenharia Química (Bacharelado),EP_R2_PPIQ,1,-17.786,-17.786,2.511,2.511,0.0,0.0,-17.786,-17.786,2.511,2.511,-17.786,2.511,20.297,20.297,20.297,,
Engenharia de Computação (Bacharelado),AC,5,76.169,120.918,143.359,167.223,44.749,23.864,76.169,120.918,115.572,167.223,108.165,148.586,40.421,67.19,12.6,17.974,13.728
Engenharia de Computação (Bacharelado),CN,6,21.015,70.718,92.852,70.718,49.703,-22.134,21.015,84.173,44.324,92.852,52.603,64.576,11.973,71.837,0.0,41.999,32.502
Engenharia de Computação (Bacharelado),EP_R1_NPPI,4,17.976,-26.48,19.536,-5.042,-44.456,-24.578,-52.218,29.216,-10.159,40.403,-7.877,11.184,19.061,42.059,1.56,-483.808,209.195
Engenharia de Computação (Bacharelado),EP_R1_NPPIQ,1,-33.752,-33.752,-33.752,-33.752,0.0,0.0,-33.752,-33.752,-33.752,-33.752,-33.752,-33.752,0.0,0.0,0.0,,
Engenharia de Computação (Bacharelado),EP_R1_PPI,4,-44.598,16.988,18.4,70.613,61.586,52.213,-44.598,39.279,18.4,96.047,2.806,55.134,52.328,62.998,35.923,1266.773,63.259
Engenharia de Computação (Bacharelado),EP_R2_NPPI,4,-63.631,13.301,29.797,34.706,76.932,4.909,-63.631,132.082,29.797,154.756,38.573,90.448,51.874,93.428,10.449,216.808,74.534
Engenharia de Computação (Bacharelado),EP_R2_NPPIQ,1,82.189,82.189,83.309,83.309,0.0,0.0,82.189,82.189,83.309,83.309,82.189,83.309,1.12,1.12,1.12,,
Engenharia de Computação (Bacharelado),EP_R2_NPPIQ_PCD,1,25.163,25.163,25.163,25.163,0.0,0.0,25.163,25.163,25.163,25.163,25.163,25.163,0.0,0.0,0.0,,
Engenharia de Computação (Bacharelado),EP_R2_PPI,5,-31.837,-62.409,53.774,-51.296,-30.572,-105.07,-62.409,13.355,-51.296,53.774,-12.02,22.485,40.848,85.611,11.113,-281.79,220.105
Engenharia de Computação (Bacharelado),EP_R2_PPIQ,1,-67.012,-67.012,55.801,55.801,0.0,0.0,-67.012,-67.012,55.801,55.801,-67.012,55.801,122.813,122.813,122.813,,
Engenharia de Produção (Bacharelado),AC,6,-45.285,49.032,97.751,130.073,94.317,32.322,-75.158,49.032,14.375,159.558,-9.411,101.171,120.901,179.254,80.528,-623.961,53.681
Engenharia de Produção (Bacharelado),CN,6,13.105,-31.733,18.914,-31.733,-44.838,-50.647,-71.003,27.336,-71.003,27.336,-15.976,-15.007,0.968,5.809,0.0,-217.236,-238.174
Engenharia de Produção (Bacharelado),EP_R1_NPPI,1,-47.974,-47.974,-47.974,-47.974,0.0,0.0,-47.974,-47.974,-47.974,-47.974,-47.974,-47.974,0.0,0.0,0.0,,
Engenharia de Produção (Bacharelado),EP_R1_NPPIQ,1,-20.589,-20.589,-16.273,-16.273,0.0,0.0,-20.589,-20.589,-16.273,-16.273,-20.589,-16.273,4.316,4.316,4.316,,
Engenharia de Produção (Bacharelado),EP_R1_PPI,2,-5.047,11.401,-5.047,11.401,16.448,16.448,-5.047,11.401,-5.047,11.401,3.177,3.177,0.0,0.0,0.0,366.084,366.084
Engenharia de Produção (Bacharelado),EP_R2_NPPI,2,46.816,-30.751,71.428,-18.063,-77.567,-89.491,-30.751,46.816,-18.063,71.428,8.033,26.682,18.65,24.612,12.688,682.828,237.158
Engenharia de Produção (Bacharelado),EP_R2_NPPIQ,1,-30.464,-30.464,60.182,60.182,0.0,0.0,-30.464,-30.464,60.182,60.182,-30.464,60.182,90.646,90.646,90.646,,
Engenharia de Produção (Bacharelado),EP_R2_PPI,1,-86.266,-86.266,14.269,14.269,0.0,0.0,-86.266,-86.266,14.269,14.269,-86.266,14.269,100.535,100.535,100.535,,
Engenharia de Produção (Bacharelado),EP_R2_PPIQ,1,-5.763,-5.763,-5.763,-5.763,0.0,0.0,-5.763,-5.763,-5.763,-5.763,-5.763,-5.763,0.0,0.0,0.0,,
Engenharia de Redes de Comunicação (Bacharelado),AC,6,-31.904,34.703,55.127,63.406,66.607,8.279,-50.195,34.703,-2.835,84.551,-10.826,55.624,66.449,121.62,28.703,-312.787,54.615
Engenharia de Redes de Comunicação (Bacharelado),CN,5,-6.137,-20.38,-4.801,-20.38,-14.243,-15.579,-20.38,67.472,-20.38,67.472,24.95,25.218,0.267,1.336,0.0,155.349,152.655
Engenharia de Redes de Comunicação (Bacharelado),EP_R1_NPPI,2,-43.862,-66.487,-43.862,-9.02,-22.625,34.842,-66.487,-43.862,-43.862,-9.02,-55.174,-26.441,28.734,57.467,0.0,-28.996,-93.177
Engenharia de Redes de Comunicação (Bacharelado),EP_R1_NPPIQ,1,-55.125,-55.125,-55.125,-55.125,0.0,0.0,-55.125,-55.125,-55.125,-55.125,-55.125,-55.125,0.0,0.0,0.0,,
Engenharia de Redes de Comunicação (Bacharelado),EP_R1_PPI,2,-29.883,-22.553,-29.883,-22.553,7.33,7.33,-29.883,-22.553,-29.883,-22.553,-26.218,-26.218,0.0,0.0,0.0,-19.769,-19.769
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_NPPI,4,-66.201,-25.064,-66.201,7.869,41.137,74.07,-67.492,-25.064,-66.201,7.869,-51.939,-32.184,19.756,46.09,0.0,-38.123,-100.851
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_NPPIQ,1,-73.187,-73.187,2.297,2.297,0.0,0.0,-73.187,-73.187,2.297,2.297,-73.187,2.297,75.484,75.484,75.484,,
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_PPI,3,-50.627,-14.191,3.941,13.092,36.436,9.151,-50.627,-14.191,3.941,24.509,-35.396,13.847,49.243,65.878,27.283,-53.504,74.417
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_PPIQ,1,-54.018,-54.018,-24.926,-24.926,0.0,0.0,-54.018,-54.018,-24.926,-24.926,-54.018,-24.926,29.092,29.092,29.092,,
Engenharias (FGA),AC,6,-101.981,61.705,133.817,145.39,163.686,11.573,-101.981,70.386,50.424,178.331,25.899,130.405,109.365,235.798,26.107,249.191,36.609
Engenharias (FGA),CN,6,-57.125,17.209,76.031,55.531,74.334,-20.5,-57.125,33.37,15.846,129.802,2.295,69.661,67.365,133.156,23.149,1416.621,53.191
Engenharias (FGA),EP_R1_NPPI,4,-46.52,-36.993,4.292,53.835,9.527,49.543,-53.711,-35.606,4.292,53.835,-43.207,37.142,80.35,99.332,50.812,-19.716,59.974
Engenharias (FGA),EP_R1_NPPIQ,1,-52.564,-52.564,-11.45,-11.45,0.0,0.0,-52.564,-52.564,-11.45,-11.45,-52.564,-11.45,41.114,41.114,41.114,,
Engenharias (FGA),EP_R1_PPI,4,-56.987,-48.142,-0.878,32.607,8.845,33.485,-67.127,-48.142,-0.878,47.686,-56.554,24.148,80.702,101.645,56.109,-14.052,86.222
Engenharias (FGA),EP_R2_NPPI,5,-100.534,-90.269,41.234,-6.587,10.265,-47.821,-100.534,13.073,-6.587,93.718,-30.697,60.681,91.378,141.768,69.655,-192.792,71.408
Engenharias (FGA),EP_R2_NPPIQ,1,-8.202,-8.202,60.62,60.62,0.0,0.0,-8.202,-8.202,60.62,60.62,-8.202,60.62,68.822,68.822,68.822,,
Engenharias (FGA),EP_R2_NPPIQ_PCD,1,-2.52,-2.52,19.278,19.278,0.0,0.0,-2.52,-2.52,19.278,19.278,-2.52,19.278,21.798,21.798,21.798,,
Engenharias (FGA),EP_R2_PPI,4,-80.254,-44.055,1.161,107.386,36.199,106.225,-80.254,-44.055,1.161,107.386,-60.864,55.948,116.812,151.441,81.415,-25.188,79.84
Engenharias (FGA),EP_R2_PPIQ,1,-63.197,-63.197,17.991,17.991,0.0,0.0,-63.197,-63.197,17.991,17.991,-63.197,17.991,81.188,81.188,81.188,,
Estatística (Bacharelado),AC,6,-72.065,14.483,57.878,111.408,86.548,53.53,-86.083,34.508,-0.406,136.549,-11.436,85.62,106.244,129.943,85.677,-466.563,66.073
Estatística (Bacharelado),CN,4,-42.667,8.239,-5.916,8.239,50.906,14.155,-44.549,8.239,-44.549,8.239,-29.263,-20.075,9.188,36.751,0.0,-85.941,-126.186
Estatística (Bacharelado),EP_R1_NPPI,1,-32.737,-32.737,-32.737,-32.737,0.0,0.0,-32.737,-32.737,-32.737,-32.737,-32.737,-32.737,0.0,0.0,0.0,,
Estatística (Bacharelado),EP_R1_PPI,1,-20.062,-20.062,-12.041,-12.041,0.0,0.0,-20.062,-20.062,-12.041,-12.041,-20.062,-12.041,8.021,8.021,8.021,,
Estatística (Bacharelado),EP_R2_NPPI,4,-0.124,-34.548,-0.124,-13.142,-34.424,-13.018,-49.618,-0.124,-19.116,5.697,-25.852,-6.671,19.18,55.315,0.0,-81.989,-171.474
Estatística (Bacharelado),EP_R2_NPPIQ,1,-27.068,-27.068,22.541,22.541,0.0,0.0,-27.068,-27.068,22.541,22.541,-27.068,22.541,49.609,49.609,49.609,,
Estatística (Bacharelado),EP_R2_PPI,2,0.031,-39.185,0.031,-39.185,-39.216,-39.216,-39.185,0.031,-39.185,0.031,-19.577,-19.577,0.0,0.0,0.0,-141.645,-141.645
Estatística (Bacharelado),EP_R2_PPIQ,1,-34.447,-34.447,-34.447,-34.447,0.0,0.0,-34.447,-34.447,-34.447,-34.447,-34.447,-34.447,0.0,0.0,0.0,,
Farmácia (Bacharelado),AC,18,-85.275,18.047,81.955,45.641,103.322,-36.314,-85.275,76.858,-9.583,148.69,7.955,61.836,56.959,167.23,13.601,584.924,63.962
Farmácia (Bacharelado),CN,14,-26.27,15.902,-25.843,15.902,42.172,41.745,-53.795,51.589,-53.795,51.589,9.709,11.527,1.818,25.022,0.0,300.807,254.54
Farmácia (Bacharelado),EP_R1_NPPI,12,-60.347,-52.228,21.528,-42.092,8.119,-63.62,-60.347,15.342,-42.092,60.896,-25.893,7.386,33.279,107.926,0.0,-88.087,419.09
Farmácia (Bacharelado),EP_R1_NPPIQ,3,-33.173,-32.371,14.394,-7.88,0.802,-22.274,-45.41,-32.371,-7.88,14.394,-36.985,3.294,40.278,48.777,24.491,-19.758,338.139
Farmácia (Bacharelado),EP_R1_PPI,12,-39.519,-4.337,-39.519,-4.337,35.182,35.182,-93.87,2.818,-55.265,40.572,-29.189,-10.535,18.654,53.032,0.0,-94.52,-281.944
Farmácia (Bacharelado),EP_R2_NPPI,14,-76.441,-18.151,-2.832,16.198,58.29,19.03,-86.268,72.441,-84.214,86.786,-11.165,25.065,36.23,88.597,0.0,-416.236,181.94
Farmácia (Bacharelado),EP_R2_NPPIQ,3,14.796,-10.117,18.796,7.338,-24.913,-11.458,-10.117,50.704,7.338,50.704,18.461,25.613,7.152,17.455,0.0,165.623,87.739
Farmácia (Bacharelado),EP_R2_NPPIQ_PCD,1,0.119,0.119,0.119,0.119,0.0,0.0,0.119,0.119,0.119,0.119,0.119,0.119,0.0,0.0,0.0,,
Farmácia (Bacharelado),EP_R2_PPI,11,-83.874,-63.95,19.707,27.148,19.924,7.441,-83.874,-17.25,-15.667,63.724,-51.665,12.805,64.47,103.581,18.415,-43.736,177.426
Farmácia (Bacharelado),EP_R2_PPIQ,3,-83.68,-46.669,-4.707,-21.564,37.011,-16.857,-83.68,-19.971,-21.564,38.952,-50.107,4.227,54.334,78.973,25.105,-63.85,738.858
Filosofia (Bacharelado/Licenciatura),AC,5,-72.833,-100.426,65.201,-3.548,-27.593,-68.749,-100.426,-30.256,-3.548,92.933,-67.838,44.564,112.402,158.711,64.909,-36.91,81.674
Filosofia (Bacharelado/Licenciatura),CN,2,7.704,-23.598,29.933,-23.598,-31.302,-53.531,-23.598,7.704,-23.598,29.933,-7.947,3.168,11.114,22.229,0.0,-278.518,1195.016
Filosofia (Bacharelado/Licenciatura),EP_R1_NPPI,3,-16.795,-17.946,-16.795,-17.946,-1.151,-1.151,-68.136,-16.795,-68.136,-16.795,-34.292,-34.292,0.0,0.0,0.0,-85.486,-85.486
Filosofia (Bacharelado/Licenciatura),EP_R1_PPI,2,-55.356,-37.555,-55.356,-37.555,17.801,17.801,-55.356,-37.555,-55.356,-37.555,-46.456,-46.456,0.0,0.0,0.0,-27.095,-27.095
Filosofia (Bacharelado/Licenciatura),EP_R2_NPPI,3,45.216,-68.186,45.216,-15.966,-113.402,-61.182,-68.186,45.216,-15.966,45.216,-19.943,19.641,39.584,66.533,0.0,-293.647,161.91
Filosofia (Bacharelado/Licenciatura),EP_R2_PPI,3,-8.586,-24.861,-8.586,-18.079,-16.275,-9.493,-86.322,-8.586,-18.079,1.642,-39.923,-8.341,31.582,87.964,0.0,-102.694,-118.245
Filosofia (Bacharelado/Licenciatura),EP_R2_PPI_PCD,1,-48.451,-48.451,-48.451,-48.451,0.0,0.0,-48.451,-48.451,-48.451,-48.451,-48.451,-48.451,0.0,0.0,0.0,,
Filosofia (Licenciatura),AC,4,-52.983,-52.159,37.478,5.216,0.824,-32.262,-52.983,-30.212,-48.29,37.478,-45.911,-0.718,45.193,90.461,0.0,-23.228,-4938.383
Filosofia (Licenciatura),EP_R1_PPI,1,-59.768,-59.768,-59.768,-59.768,0.0,0.0,-59.768,-59.768,-59.768,-59.768,-59.768,-59.768,0.0,0.0,0.0,,
Filosofia (Licenciatura),EP_R2_NPPI,1,-22.521,-22.521,-22.521,-22.521,0.0,0.0,-22.521,-22.521,-22.521,-22.521,-22.521,-22.521,0.0,0.0,0.0,,
Filosofia (Licenciatura),EP_R2_PPI,2,-63.589,-20.759,-63.589,-20.759,42.83,42.83,-63.589,-20.759,-63.589,-20.759,-42.174,-42.174,0.0,0.0,0.0,-71.811,-71.811
Fisioterapia (Bacharelado),AC,6,5.582,30.23,54.666,81.869,24.648,27.203,3.438,33.173,16.934,91.814,22.355,64.9,44.198,58.641,13.496,62.074,46.371
Fisioterapia (Bacharelado),CN,6,10.489,13.637,34.882,13.637,3.148,-21.245,-9.095,23.699,-9.095,34.882,6.309,10.374,4.065,24.393,0.0,192.324,163.348
Fisioterapia (Bacharelado),EP_R1_NPPI,5,-31.032,-65.973,13.229,-65.973,-34.941,-79.202,-65.973,16.592,-65.973,61.01,-19.844,13.303,33.147,80.331,0.0,-159.267,362.844
Fisioterapia (Bacharelado),EP_R1_NPPIQ,1,-35.235,-35.235,-33.078,-33.078,0.0,0.0,-35.235,-35.235,-33.078,-33.078,-35.235,-33.078,2.157,2.157,2.157,,
Fisioterapia (Bacharelado),EP_R1_PPI,4,-16.495,-29.528,13.421,-6.075,-13.033,-19.496,-56.29,-13.417,-6.075,16.447,-28.932,6.823,35.756,72.737,16.916,-67.5,149.839
Fisioterapia (Bacharelado),EP_R1_PPIQ,1,-59.032,-59.032,-59.032,-59.032,0.0,0.0,-59.032,-59.032,-59.032,-59.032,-59.032,-59.032,0.0,0.0,0.0,,
Fisioterapia (Bacharelado),EP_R2_NPPI,5,-1.995,-19.889,27.517,-0.296,-17.894,-27.813,-19.889,43.008,-0.296,45.269,8.696,24.801,16.105,29.512,2.261,264.832,65.718
Fisioterapia (Bacharelado),EP_R2_NPPIQ,1,12.991,12.991,24.746,24.746,0.0,0.0,12.991,12.991,24.746,24.746,12.991,24.746,11.755,11.755,11.755,,
Fisioterapia (Bacharelado),EP_R2_PPI,5,-26.611,-79.757,40.374,-46.126,-53.146,-86.5,-79.757,-1.257,-46.126,40.374,-34.362,-0.263,34.098,66.985,13.014,-96.746,-13570.369
Fisioterapia (Bacharelado),EP_R2_PPIQ,1,-59.558,-59.558,8.862,8.862,0.0,0.0,-59.558,-59.558,8.862,8.862,-59.558,8.862,68.42,68.42,68.42,,
Fonoaudiologia (Bacharelado),AC,6,-40.855,16.721,57.282,40.508,57.576,-16.774,-40.855,19.105,0.53,64.645,-5.29,36.886,42.176,98.137,20.401,-449.668,69.387
Fonoaudiologia (Bacharelado),CN,5,-28.93,5.402,45.132,5.402,34.332,-39.73,-28.93,46.715,-21.229,46.715,0.941,15.754,14.812,74.062,0.0,3143.165,186.844
Fonoaudiologia (Bacharelado),EP_R1_NPPI,4,-33.514,-27.261,0.916,-17.719,6.253,-18.635,-37.896,-8.658,-17.719,18.255,-26.832,-0.812,26.021,34.43,9.542,-47.995,-1838.109
Fonoaudiologia (Bacharelado),EP_R1_NPPIQ,1,-60.121,-60.121,-60.121,-60.121,0.0,0.0,-60.121,-60.121,-60.121,-60.121,-60.121,-60.121,0.0,0.0,0.0,,
Fonoaudiologia (Bacharelado),EP_R1_PPI,4,-5.802,-68.611,-5.802,20.447,-62.809,26.249,-68.611,-5.802,-37.971,20.447,-31.037,-2.174,28.862,89.058,0.0,-92.417,-1213.561
Fonoaudiologia (Bacharelado),EP_R2_NPPI,5,-75.822,-66.134,6.478,-37.894,9.688,-44.372,-75.822,25.151,-37.894,34.443,-33.534,3.523,37.057,82.3,0.0,-122.746,821.098
Fonoaudiologia (Bacharelado),EP_R2_NPPIQ,1,-20.384,-20.384,5.716,5.716,0.0,0.0,-20.384,-20.384,5.716,5.716,-20.384,5.716,26.1,26.1,26.1,,
Fonoaudiologia (Bacharelado),EP_R2_NPPIQ_PCD,1,-43.816,-43.816,-43.816,-43.816,0.0,0.0,-43.816,-43.816,-43.816,-43.816,-43.816,-43.816,0.0,0.0,0.0,,
Fonoaudiologia (Bacharelado),EP_R2_PPI,4,-40.393,-49.838,-16.378,-49.838,-9.445,-33.46,-69.725,-40.393,-49.838,23.483,-52.634,-12.22,40.414,93.208,0.0,-23.372,-247.497
Fonoaudiologia (Bacharelado),EP_R2_PPIQ,1,-48.358,-48.358,-48.358,-48.358,0.0,0.0,-48.358,-48.358,-48.358,-48.358,-48.358,-48.358,0.0,0.0,0.0,,
Física (Bacharelado),AC,5,-49.177,14.167,91.641,97.592,63.344,5.951,-49.177,91.722,91.641,141.578,13.691,115.32,121.137,148.784,83.425,374.33,21.205
Física (Bacharelado),CN,3,-10.52,37.136,128.902,37.136,47.656,-91.766,-10.52,60.143,37.136,128.902,28.92,75.394,46.474,139.422,0.0,124.624,63.329
Física (Bacharelado),EP_R1_NPPI,3,-59.265,-15.349,65.812,7.367,43.916,-58.445,-59.265,-15.349,7.367,65.812,-31.562,38.98,70.542,125.077,22.716,-76.383,75.716
Física (Bacharelado),EP_R1_PPI,3,-74.73,72.767,-74.73,72.767,147.497,147.497,-74.73,72.767,-74.73,72.767,12.421,12.421,0.0,0.0,0.0,622.46,622.46
Física (Bacharelado),EP_R2_NPPI,4,-11.788,-57.411,-11.788,41.027,-45.623,52.815,-72.92,-4.154,-11.788,99.501,-36.568,44.399,80.968,172.421,0.0,-92.339,102.592
Física (Bacharelado),EP_R2_NPPIQ,1,-29.298,-29.298,5.538,5.538,0.0,0.0,-29.298,-29.298,5.538,5.538,-29.298,5.538,34.836,34.836,34.836,,
Física (Bacharelado),EP_R2_PPI,3,-45.931,-19.355,26.603,-19.355,26.576,-45.958,-45.931,20.11,-19.355,26.603,-15.059,9.119,24.178,72.534,0.0,-220.667,272.742
Física (Bacharelado),EP_R2_PPIQ,1,-15.865,-15.865,-15.865,-15.865,0.0,0.0,-15.865,-15.865,-15.865,-15.865,-15.865,-15.865,0.0,0.0,0.0,,
Física (Licenciatura),AC,5,-14.535,-62.273,38.883,125.678,-47.738,86.795,-76.547,55.585,38.883,149.957,-33.182,92.233,125.415,187.951,53.418,-166.274,51.11
Física (Licenciatura),CN,1,-46.226,-46.226,-46.226,-46.226,0.0,0.0,-46.226,-46.226,-46.226,-46.226,-46.226,-46.226,0.0,0.0,0.0,,
Física (Licenciatura),EP_R1_NPPI,1,-59.91,-59.91,26.842,26.842,0.0,0.0,-59.91,-59.91,26.842,26.842,-59.91,26.842,86.752,86.752,86.752,,
Física (Licenciatura),EP_R2_NPPI,1,-30.161,-30.161,26.655,26.655,0.0,0.0,-30.161,-30.161,26.655,26.655,-30.161,26.655,56.816,56.816,56.816,,
Geofísica (Bacharelado),AC,5,-82.398,-47.993,-2.424,45.309,34.405,47.733,-82.398,-30.09,-2.424,113.042,-51.248,34.593,85.841,143.132,56.28,-37.171,137.114
Geofísica (Bacharelado),CN,1,-6.216,-6.216,-6.216,-6.216,0.0,0.0,-6.216,-6.216,-6.216,-6.216,-6.216,-6.216,0.0,0.0,0.0,,
Geofísica (Bacharelado),EP_R1_NPPI,2,-40.118,-50.006,-40.118,-50.006,-9.888,-9.888,-50.006,-40.118,-50.006,-40.118,-45.062,-45.062,0.0,0.0,0.0,-15.516,-15.516
Geofísica (Bacharelado),EP_R1_PPI,1,-16.259,-16.259,-16.259,-16.259,0.0,0.0,-16.259,-16.259,-16.259,-16.259,-16.259,-16.259,0.0,0.0,0.0,,
Geofísica (Bacharelado),EP_R2_NPPI,2,-27.06,-48.561,-27.06,-48.561,-21.501,-21.501,-48.561,-27.06,-48.561,-27.06,-37.81,-37.81,0.0,0.0,0.0,-40.21,-40.21
Geofísica (Bacharelado),EP_R2_PPI,1,-20.904,-20.904,-20.904,-20.904,0.0,0.0,-20.904,-20.904,-20.904,-20.904,-20.904,-20.904,0.0,0.0,0.0,,
Geografia (Bacharelado/Licenciatura),AC,5,-52.004,-90.016,33.9,129.343,-38.012,95.443,-90.016,-11.709,33.9,129.343,-40.624,69.768,110.392,219.359,56.208,-77.002,59.296
Geografia (Bacharelado/Licenciatura),CN,2,-51.632,-8.341,-41.47,-8.341,43.291,33.129,-51.632,-8.341,-41.47,-8.341,-29.986,-24.906,5.081,10.162,0.0,-102.084,-94.059
Geografia (Bacharelado/Licenciatura),EP_R1_NPPI,4,-45.35,7.666,-45.35,7.666,53.016,53.016,-45.35,13.323,-45.35,13.323,-14.928,-9.528,5.4,21.6,0.0,-199.144,-278.939
Geografia (Bacharelado/Licenciatura),EP_R1_PPI,2,-24.912,-53.491,3.902,-53.491,-28.579,-57.393,-53.491,-24.912,-53.491,3.902,-39.201,-24.794,14.407,28.814,0.0,-51.55,-163.677
Geografia (Bacharelado/Licenciatura),EP_R2_NPPI,3,-54.684,-8.19,-14.787,18.368,46.494,33.155,-54.684,-8.19,-14.787,19.938,-23.81,7.84,31.65,39.897,26.558,-112.299,250.151
