curso,modalidade_normalizada,observacoes,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,variacao_min,variacao_max,menor_nota_min,maior_nota_min,menor_nota_max,maior_nota_max,media_nota_min,media_nota_max,amplitude_media,amplitude_max,amplitude_min,coef_var_min,coef_var_max
Geografia (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-66.839,-66.839,-44.521,-44.521,0.0,0.0,-66.839,-66.839,-44.521,-44.521,-66.839,-44.521,22.318,22.318,22.318,,
Geografia (Bacharelado/Licenciatura),EP_R2_PPI,3,-28.339,-16.387,-20.368,7.067,11.952,27.435,-28.339,-16.387,-20.368,7.067,-20.451,-9.976,10.475,23.454,0.0,-33.41,-149.138
Geologia (Bacharelado),AC,5,-96.644,-63.489,38.599,80.103,33.155,41.504,-96.644,-54.123,38.599,97.846,-67.95,72.563,140.513,154.609,132.047,-25.064,30.005
Geologia (Bacharelado),CN,2,-33.967,-36.67,-33.967,-36.67,-2.703,-2.703,-36.67,-33.967,-36.67,-33.967,-35.318,-35.318,0.0,0.0,0.0,-5.412,-5.412
Geologia (Bacharelado),EP_R1_NPPI,1,-36.351,-36.351,-36.351,-36.351,0.0,0.0,-36.351,-36.351,-36.351,-36.351,-36.351,-36.351,0.0,0.0,0.0,,
Geologia (Bacharelado),EP_R1_PPI,3,-59.404,-3.498,-59.404,-3.498,55.906,55.906,-59.404,-3.498,-59.404,-3.498,-25.839,-25.839,0.0,0.0,0.0,-114.536,-114.536
Geologia (Bacharelado),EP_R2_NPPI,3,-28.409,9.264,-28.409,9.264,37.673,37.673,-28.409,33.859,-28.409,33.859,4.905,4.905,0.0,0.0,0.0,639.433,639.433
Geologia (Bacharelado),EP_R2_PPI,1,-34.358,-34.358,-10.741,-10.741,0.0,0.0,-34.358,-34.358,-10.741,-10.741,-34.358,-10.741,23.617,23.617,23.617,,
Gestão Ambiental (Bacharelado),AC,2,-62.155,-46.76,-62.155,31.975,15.395,94.13,-62.155,-46.76,-62.155,31.975,-54.457,-15.09,39.368,78.735,0.0,-19.99,-441.087
Gestão Ambiental (Bacharelado),EP_R2_NPPI,2,-73.509,-10.728,39.118,-10.728,62.781,-49.846,-73.509,-10.728,-10.728,39.118,-42.118,14.195,56.314,112.627,0.0,-105.4,248.302
Gestão Ambiental (Bacharelado),EP_R2_PPI,1,-34.138,-34.138,-34.138,-34.138,0.0,0.0,-34.138,-34.138,-34.138,-34.138,-34.138,-34.138,0.0,0.0,0.0,,
Gestão de Agronegócio (Bacharelado),AC,5,-93.752,-46.176,-40.181,16.69,47.576,56.871,-93.752,-46.176,-40.181,16.69,-69.012,-12.004,57.008,72.217,40.473,-28.023,-207.021
Gestão de Agronegócio (Bacharelado),CN,2,-25.521,-12.02,-25.521,-12.02,13.501,13.501,-25.521,-12.02,-25.521,-12.02,-18.77,-18.77,0.0,0.0,0.0,-50.86,-50.86
Gestão de Agronegócio (Bacharelado),EP_R1_NPPI,1,-32.966,-32.966,-32.966,-32.966,0.0,0.0,-32.966,-32.966,-32.966,-32.966,-32.966,-32.966,0.0,0.0,0.0,,
Gestão de Agronegócio (Bacharelado),EP_R1_PPI,1,-57.616,-57.616,-57.616,-57.616,0.0,0.0,-57.616,-57.616,-57.616,-57.616,-57.616,-57.616,0.0,0.0,0.0,,
Gestão de Agronegócio (Bacharelado),EP_R2_NPPI,2,-71.314,-48.114,-1.139,-48.114,23.2,-46.975,-71.314,-48.114,-48.114,-1.139,-59.714,-24.626,35.088,70.175,0.0,-27.472,-134.88
Gestão de Agronegócio (Bacharelado),EP_R2_PPI,1,-44.795,-44.795,-33.635,-33.635,0.0,0.0,-44.795,-44.795,-33.635,-33.635,-44.795,-33.635,11.16,11.16,11.16,,
Gestão de Políticas Públicas (Bacharelado),AC,5,-72.389,-2.832,73.386,64.854,69.557,-8.532,-72.389,-2.832,40.755,89.961,-42.388,64.12,106.508,145.775,67.686,-70.975,29.752
Gestão de Políticas Públicas (Bacharelado),CN,5,-20.13,-10.584,24.96,-10.584,9.546,-35.544,-66.75,5.313,-66.75,24.96,-22.165,-13.147,9.018,45.09,0.0,-121.336,-260.815
Gestão de Políticas Públicas (Bacharelado),EP_R1_NPPI,4,-12.548,-58.902,-12.548,-41.161,-46.354,-28.613,-94.961,-12.548,-94.961,-12.548,-51.805,-47.37,4.435,17.741,0.0,-66.633,-72.711
Gestão de Políticas Públicas (Bacharelado),EP_R1_NPPIQ,1,-34.132,-34.132,-29.67,-29.67,0.0,0.0,-34.132,-34.132,-29.67,-29.67,-34.132,-29.67,4.462,4.462,4.462,,
Gestão de Políticas Públicas (Bacharelado),EP_R1_PPI,4,-95.963,-41.061,-57.354,-34.96,54.902,22.394,-95.963,-41.061,-57.354,9.475,-62.333,-31.971,30.362,76.738,0.0,-40.444,-91.047
Gestão de Políticas Públicas (Bacharelado),EP_R2_NPPI,4,-43.785,-64.37,-6.373,20.875,-20.585,27.248,-81.612,-26.029,-11.424,20.875,-53.949,-0.897,53.052,85.245,19.363,-44.854,-1638.588
Gestão de Políticas Públicas (Bacharelado),EP_R2_NPPIQ,1,-39.713,-39.713,-11.757,-11.757,0.0,0.0,-39.713,-39.713,-11.757,-11.757,-39.713,-11.757,27.956,27.956,27.956,,
Gestão de Políticas Públicas (Bacharelado),EP_R2_PPI,3,-60.85,-36.205,-6.58,-36.205,24.645,-29.625,-66.12,-36.205,-36.205,-0.681,-54.392,-14.489,39.903,65.439,0.0,-29.359,-131.391
Gestão de Políticas Públicas (Bacharelado),EP_R2_PPIQ,1,-50.028,-50.028,-41.002,-41.002,0.0,0.0,-50.028,-50.028,-41.002,-41.002,-50.028,-41.002,9.026,9.026,9.026,,
Gestão do Agronegócio (Bacharelado),AC,5,-80.136,-82.791,-49.865,-28.816,-2.655,21.049,-96.675,-56.321,-78.135,4.58,-78.812,-37.787,41.024,101.255,0.0,-18.42,-79.946
Gestão do Agronegócio (Bacharelado),CN,1,-45.106,-45.106,-45.106,-45.106,0.0,0.0,-45.106,-45.106,-45.106,-45.106,-45.106,-45.106,0.0,0.0,0.0,,
Gestão do Agronegócio (Bacharelado),EP_R2_NPPI,1,-54.109,-54.109,-22.499,-22.499,0.0,0.0,-54.109,-54.109,-22.499,-22.499,-54.109,-22.499,31.61,31.61,31.61,,
História (Bacharelado/Licenciatura),AC,6,4.468,47.472,99.466,96.499,43.004,-2.967,-8.561,47.472,17.254,120.935,27.598,82.69,58.382,94.998,25.815,85.556,47.72
História (Bacharelado/Licenciatura),CN,6,25.571,-27.232,48.115,-27.232,-52.803,-75.347,-36.358,25.571,-36.358,48.115,-6.744,-2.987,3.757,22.544,0.0,-393.252,-1100.065
História (Bacharelado/Licenciatura),EP_R1_NPPI,4,-8.107,19.371,18.517,52.742,27.478,34.225,-9.575,19.371,-2.267,53.113,3.342,30.526,27.184,41.432,7.308,431.617,89.18
História (Bacharelado/Licenciatura),EP_R1_NPPIQ,1,-17.032,-17.032,14.503,14.503,0.0,0.0,-17.032,-17.032,14.503,14.503,-17.032,14.503,31.535,31.535,31.535,,
História (Bacharelado/Licenciatura),EP_R1_PPI,4,5.759,-24.22,24.413,10.211,-29.979,-14.202,-24.22,5.759,10.211,38.18,-9.205,22.036,31.241,45.218,18.654,-134.309,55.636
História (Bacharelado/Licenciatura),EP_R2_NPPI,5,6.108,-54.201,45.889,-12.401,-60.309,-58.29,-54.201,32.467,-12.401,45.889,5.641,26.888,21.247,41.8,0.27,616.729,87.156
História (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,21.418,21.418,21.418,21.418,0.0,0.0,21.418,21.418,21.418,21.418,21.418,21.418,0.0,0.0,0.0,,
História (Bacharelado/Licenciatura),EP_R2_NPPIQ_PCD,1,-4.958,-4.958,-4.958,-4.958,0.0,0.0,-4.958,-4.958,-4.958,-4.958,-4.958,-4.958,0.0,0.0,0.0,,
História (Bacharelado/Licenciatura),EP_R2_PPI,4,-17.943,-41.891,11.17,-6.303,-23.948,-17.473,-41.891,0.911,-16.391,44.728,-23.495,8.301,31.796,43.817,18.665,-81.448,323.108
História (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-31.06,-31.06,16.426,16.426,0.0,0.0,-31.06,-31.06,16.426,16.426,-31.06,16.426,47.486,47.486,47.486,,
História (Bacharelado/Licenciatura),EP_R2_PPIQ_PCD,1,-30.955,-30.955,-30.955,-30.955,0.0,0.0,-30.955,-30.955,-30.955,-30.955,-30.955,-30.955,0.0,0.0,0.0,,
História (Licenciatura),AC,5,-56.349,-85.388,60.754,45.426,-29.039,-15.328,-85.388,-38.56,12.295,60.754,-63.348,40.391,103.74,130.814,62.873,-27.334,53.107
História (Licenciatura),CN,3,-59.895,-27.164,-59.895,-27.164,32.731,32.731,-59.895,25.055,-59.895,25.055,-20.668,-20.668,0.0,0.0,0.0,-207.306,-207.306
História (Licenciatura),EP_R1_NPPI,4,-66.834,-47.859,-66.834,4.551,18.975,71.385,-66.834,9.29,-66.834,9.29,-30.764,-17.554,13.21,52.41,0.0,-108.941,-198.378
História (Licenciatura),EP_R1_PPI,4,-48.659,-17.725,-25.066,-17.725,30.934,7.341,-48.659,-9.043,-43.023,32.413,-29.612,-13.35,16.262,41.456,0.0,-64.87,-241.992
História (Licenciatura),EP_R2_NPPI,3,-68.468,-25.475,42.212,-17.183,42.993,-59.395,-68.468,-8.931,-17.183,42.212,-34.291,8.687,42.978,110.68,8.292,-89.62,350.291
História (Licenciatura),EP_R2_NPPIQ,1,-61.207,-61.207,-26.631,-26.631,0.0,0.0,-61.207,-61.207,-26.631,-26.631,-61.207,-26.631,34.576,34.576,34.576,,
História (Licenciatura),EP_R2_PPI,3,-61.065,-24.296,15.096,-9.636,36.769,-24.732,-61.065,-24.296,-9.636,50.644,-39.972,18.701,58.674,85.2,14.66,-47.466,162.027
Japonês (Licenciatura),AC,5,-60.848,-83.555,-60.848,-45.663,-22.707,15.185,-83.555,-5.043,-60.848,18.808,-53.077,-16.442,36.634,81.733,0.0,-54.877,-211.18
Japonês (Licenciatura),CN,2,-70.486,-59.483,-70.486,-59.483,11.003,11.003,-70.486,-59.483,-70.486,-59.483,-64.984,-64.984,0.0,0.0,0.0,-11.973,-11.973
Japonês (Licenciatura),EP_R2_NPPI,3,2.278,-18.525,2.278,-18.525,-20.803,-20.803,-19.674,2.278,-19.674,2.278,-11.974,-11.974,0.0,0.0,0.0,-103.19,-103.19
Japonês (Licenciatura),EP_R2_PPI_PCD,1,5.9,5.9,5.9,5.9,0.0,0.0,5.9,5.9,5.9,5.9,5.9,5.9,0.0,0.0,0.0,,
Jornalismo (Bacharelado),AC,6,81.255,85.895,115.406,103.7,4.64,-11.706,69.365,95.519,78.377,130.233,83.043,106.989,24.338,34.714,9.012,10.236,17.738
Jornalismo (Bacharelado),CN,6,14.706,52.71,26.97,52.71,38.004,25.74,-3.462,76.01,-3.462,76.01,37.246,39.29,2.044,12.264,0.0,78.056,70.153
Jornalismo (Bacharelado),EP_R1_NPPI,5,-9.001,-11.956,-8.705,-11.956,-2.955,-3.251,-11.956,40.539,-11.956,40.539,6.224,6.283,0.059,0.296,0.0,338.254,334.221
Jornalismo (Bacharelado),EP_R1_NPPIQ,1,-37.174,-37.174,-31.769,-31.769,0.0,0.0,-37.174,-37.174,-31.769,-31.769,-37.174,-31.769,5.405,5.405,5.405,,
Jornalismo (Bacharelado),EP_R1_PPI,4,-45.399,18.926,-22.287,19.95,64.325,42.237,-45.399,18.926,-22.287,19.95,-14.316,-2.483,11.834,23.112,1.024,-218.119,-794.654
Jornalismo (Bacharelado),EP_R2_NPPI,5,7.89,16.995,26.716,16.995,9.105,-9.721,7.89,69.465,16.995,69.465,36.54,40.305,3.765,18.826,0.0,80.228,63.768
Jornalismo (Bacharelado),EP_R2_NPPIQ,1,41.607,41.607,41.607,41.607,0.0,0.0,41.607,41.607,41.607,41.607,41.607,41.607,0.0,0.0,0.0,,
Jornalismo (Bacharelado),EP_R2_PPI,5,-5.212,-53.574,13.931,-0.525,-48.362,-14.456,-53.574,23.778,-0.525,44.224,-8.816,21.245,30.061,53.049,17.907,-323.996,100.903
Jornalismo (Bacharelado),EP_R2_PPIQ,1,-49.264,-49.264,20.148,20.148,0.0,0.0,-49.264,-49.264,20.148,20.148,-49.264,20.148,69.412,69.412,69.412,,
Letras - Espanhol (Licenciatura),AC,5,-55.012,-79.029,-5.413,-60.693,-24.017,-55.28,-98.76,-46.586,-60.693,13.701,-70.106,-18.7,51.406,112.461,18.336,-29.257,-148.661
Letras - Espanhol (Licenciatura),EP_R1_NPPI,1,-27.424,-27.424,-27.424,-27.424,0.0,0.0,-27.424,-27.424,-27.424,-27.424,-27.424,-27.424,0.0,0.0,0.0,,
Letras - Espanhol (Licenciatura),EP_R1_PPI,2,-44.303,-54.875,-44.303,-36.401,-10.572,7.902,-54.875,-44.303,-44.303,-36.401,-49.589,-40.352,9.237,18.474,0.0,-15.075,-13.847
Letras - Espanhol (Licenciatura),EP_R2_NPPI,2,-41.243,-47.192,-37.835,21.384,-5.949,59.219,-47.192,-41.243,-37.835,21.384,-44.218,-8.226,35.992,68.576,3.408,-9.513,-509.077
Letras - Espanhol (Licenciatura),EP_R2_PPI,3,-45.262,-14.494,-45.262,-14.494,30.768,30.768,-45.262,-14.494,-45.262,-14.494,-32.78,-32.78,0.0,0.0,0.0,-49.373,-49.373
Letras - Francês (Bacharelado/Licenciatura),AC,4,-55.891,-87.339,5.252,-26.043,-31.448,-31.295,-87.339,-44.511,-26.043,28.361,-62.638,0.875,63.512,72.872,58.739,-28.917,2577.08
Letras - Francês (Bacharelado/Licenciatura),CN,1,-84.371,-84.371,-84.371,-84.371,0.0,0.0,-84.371,-84.371,-84.371,-84.371,-84.371,-84.371,0.0,0.0,0.0,,
Letras - Francês (Bacharelado/Licenciatura),EP_R1_NPPI,2,-2.644,-48.692,-2.644,0.205,-46.048,2.849,-48.692,-2.644,-2.644,0.205,-25.668,-1.22,24.448,48.897,0.0,-126.854,-165.195
Letras - Francês (Bacharelado/Licenciatura),EP_R2_NPPI,3,-20.18,-33.805,-20.18,-33.805,-13.625,-13.625,-43.649,-20.18,-43.649,-20.18,-32.545,-32.545,0.0,0.0,0.0,-36.212,-36.212
Letras - Francês (Bacharelado/Licenciatura),EP_R2_PPI,3,-20.959,-80.307,-20.877,-20.312,-59.348,0.565,-80.307,-20.959,-20.877,-8.908,-49.995,-16.699,33.296,59.995,0.082,-59.396,-40.44
Letras - Inglês (Bacharelado/Licenciatura),AC,6,-10.253,15.306,20.671,83.036,25.559,62.365,-15.468,32.546,4.023,83.036,12.801,48.583,35.782,67.73,18.099,163.77,62.945
Letras - Inglês (Bacharelado/Licenciatura),CN,4,-52.719,-17.014,-40.613,-17.014,35.705,23.599,-52.719,26.727,-40.613,26.727,-17.16,-14.134,3.027,12.106,0.0,-192.166,-204.705
Letras - Inglês (Bacharelado/Licenciatura),EP_R1_NPPI,5,-17.712,-26.435,25.713,-26.435,-8.723,-52.148,-26.435,-3.967,-26.435,25.713,-13.272,-4.587,8.685,43.425,0.0,-69.443,-416.879
Letras - Inglês (Bacharelado/Licenciatura),EP_R1_PPI,4,6.406,-18.631,6.406,-17.678,-25.037,-24.084,-42.015,6.406,-39.516,6.406,-21.213,-12.003,9.21,33.388,0.0,-97.773,-176.496
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_NPPI,5,14.039,-40.908,21.415,-19.451,-54.947,-40.866,-40.908,30.669,-19.451,30.669,6.931,14.494,7.563,21.457,0.0,417.85,139.966
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-14.226,-14.226,12.035,12.035,0.0,0.0,-14.226,-14.226,12.035,12.035,-14.226,12.035,26.261,26.261,26.261,,
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_PPI,4,-63.889,-77.785,-9.992,-77.785,-13.896,-67.793,-77.785,4.915,-77.785,43.669,-33.727,-6.546,27.181,53.897,0.0,-128.213,-799.026
Letras - Inglês (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-34.486,-34.486,-34.486,-34.486,0.0,0.0,-34.486,-34.486,-34.486,-34.486,-34.486,-34.486,0.0,0.0,0.0,,
Letras - Português (Bacharelado/Licenciatura),AC,6,-25.6,46.683,59.203,88.696,72.283,29.493,-25.6,52.636,-4.114,88.696,20.908,55.983,35.075,84.803,11.599,170.163,58.714
Letras - Português (Bacharelado/Licenciatura),CN,6,-46.766,30.129,-21.415,30.129,76.895,51.544,-60.705,35.734,-60.705,35.734,-4.554,-0.329,4.225,25.351,0.0,-880.397,-10897.712
Letras - Português (Bacharelado/Licenciatura),EP_R1_NPPI,5,-16.876,-26.314,-16.876,-26.314,-9.438,-9.438,-26.314,39.574,-26.314,39.574,-2.272,7.057,9.329,46.646,0.0,-1174.352,406.735
Letras - Português (Bacharelado/Licenciatura),EP_R1_NPPIQ,1,-21.143,-21.143,-21.143,-21.143,0.0,0.0,-21.143,-21.143,-21.143,-21.143,-21.143,-21.143,0.0,0.0,0.0,,
Letras - Português (Bacharelado/Licenciatura),EP_R1_PPI,4,-39.486,-21.582,-31.425,1.737,17.904,33.162,-39.486,-3.737,-31.425,26.323,-18.73,-1.776,16.954,36.436,0.0,-83.741,-1334.73
Letras - Português (Bacharelado/Licenciatura),EP_R2_NPPI,5,-29.217,-53.691,73.365,-27.208,-24.474,-100.573,-53.691,23.426,-27.208,73.365,-4.197,24.996,29.193,102.582,0.0,-837.391,144.0
Letras - Português (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-39.521,-39.521,-1.814,-1.814,0.0,0.0,-39.521,-39.521,-1.814,-1.814,-39.521,-1.814,37.707,37.707,37.707,,
Letras - Português (Bacharelado/Licenciatura),EP_R2_PPI,4,-71.639,-23.758,18.495,9.729,47.881,-8.766,-75.985,-13.148,-51.065,25.795,-46.132,0.739,46.871,90.134,24.92,-70.021,4760.281
Letras - Português (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-30.58,-30.58,-30.58,-30.58,0.0,0.0,-30.58,-30.58,-30.58,-30.58,-30.58,-30.58,0.0,0.0,0.0,,
Letras - Português (Licenciatura),AC,5,-54.535,-56.955,1.714,23.041,-2.42,21.327,-79.901,-46.157,-9.045,78.089,-61.616,33.304,94.92,152.623,37.112,-21.845,120.631
Letras - Português (Licenciatura),CN,1,-31.96,-31.96,-31.96,-31.96,0.0,0.0,-31.96,-31.96,-31.96,-31.96,-31.96,-31.96,0.0,0.0,0.0,,
Letras - Português (Licenciatura),EP_R1_NPPI,3,6.56,-45.745,6.56,14.783,-52.305,8.223,-55.127,6.56,-54.044,14.783,-31.437,-10.9,20.537,60.528,0.0,-105.732,-344.843
Letras - Português (Licenciatura),EP_R1_PPI,1,-39.823,-39.823,-20.991,-20.991,0.0,0.0,-39.823,-39.823,-20.991,-20.991,-39.823,-20.991,18.832,18.832,18.832,,
Letras - Português (Licenciatura),EP_R2_NPPI,4,-3.889,-8.792,18.043,-7.475,-4.903,-25.518,-51.267,-3.889,-51.267,18.043,-21.35,-8.865,12.485,26.691,0.0,-99.641,-339.848
Letras - Português (Licenciatura),EP_R2_PPI,3,-23.897,-13.592,-23.897,-13.592,10.305,10.305,-23.897,-13.532,-23.897,-13.532,-17.007,-17.007,0.0,0.0,0.0,-35.085,-35.085
Letras – Português do Brasil como Segunda Língua (Licenciatura),AC,5,-65.683,-75.904,30.297,-4.147,-10.221,-34.444,-75.904,-10.942,-4.147,58.052,-46.602,35.524,82.125,108.012,55.977,-56.41,68.44
Letras – Português do Brasil como Segunda Língua (Licenciatura),CN,2,-27.202,-45.762,-27.202,-45.762,-18.56,-18.56,-45.762,-27.202,-45.762,-27.202,-36.482,-36.482,0.0,0.0,0.0,-35.974,-35.974
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R1_NPPI,3,-17.594,-41.555,-17.594,-41.555,-23.961,-23.961,-41.555,-17.594,-41.555,-17.594,-31.655,-28.283,3.372,10.116,0.0,-39.522,-43.091
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R1_PPI,3,-35.98,-48.36,-35.98,-48.36,-12.38,-12.38,-55.76,-35.98,-55.76,-35.98,-46.7,-46.7,0.0,0.0,0.0,-21.4,-21.4
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R2_NPPI,3,-24.411,-4.691,-24.411,-4.691,19.72,19.72,-47.365,-4.691,-24.411,-3.586,-25.489,-10.896,14.593,43.779,0.0,-83.791,-107.538
Letras – Português do Brasil como Segunda Língua (Licenciatura),EP_R2_PPI,3,-83.522,3.895,-50.615,3.895,87.417,54.51,-83.522,3.895,-50.615,3.895,-46.859,-28.279,18.58,32.907,0.0,-96.844,-100.978
Letras – Tradução – Espanhol (Bacharelado),AC,5,-37.809,-56.271,-20.326,-56.271,-18.462,-35.945,-80.944,-37.809,-56.295,-20.326,-58.181,-41.871,16.309,35.163,0.0,-26.381,-42.848
Letras – Tradução – Espanhol (Bacharelado),EP_R1_PPI,1,-45.083,-45.083,-45.083,-45.083,0.0,0.0,-45.083,-45.083,-45.083,-45.083,-45.083,-45.083,0.0,0.0,0.0,,
Letras – Tradução – Espanhol (Bacharelado),EP_R2_NPPI,3,-49.61,-74.097,-49.61,-24.363,-24.487,25.247,-74.097,-48.799,-49.61,-24.363,-57.502,-33.282,24.22,49.734,0.0,-25.003,-42.547
Letras – Tradução – Espanhol (Bacharelado),EP_R2_PPI,1,-26.219,-26.219,-26.219,-26.219,0.0,0.0,-26.219,-26.219,-26.219,-26.219,-26.219,-26.219,0.0,0.0,0.0,,
Letras – Tradução – Francês (Bacharelado),AC,5,-67.216,-18.595,-67.216,-18.595,48.621,48.621,-75.823,-18.595,-67.216,108.22,-43.467,9.084,52.551,135.308,0.0,-59.975,705.726
Letras – Tradução – Francês (Bacharelado),EP_R2_PPI,1,-28.725,-28.725,-28.725,-28.725,0.0,0.0,-28.725,-28.725,-28.725,-28.725,-28.725,-28.725,0.0,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),AC,6,-73.348,-75.983,38.784,32.724,-2.635,-6.06,-75.983,14.876,-20.242,119.299,-31.932,44.879,76.81,112.132,32.186,-129.237,104.711
Letras – Tradução – Inglês (Bacharelado),CN,4,-50.511,8.667,-13.166,8.667,59.178,21.833,-51.286,8.667,-51.286,8.667,-24.042,-14.706,9.336,37.345,0.0,-130.514,-176.575
Letras – Tradução – Inglês (Bacharelado),EP_R1_NPPI,1,21.242,21.242,21.242,21.242,0.0,0.0,21.242,21.242,21.242,21.242,21.242,21.242,0.0,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),EP_R1_PPI,3,-63.398,-50.121,-41.295,-0.815,13.277,40.48,-63.398,-50.121,-41.295,-0.815,-58.404,-25.993,32.411,49.306,22.103,-12.368,-84.534
Letras – Tradução – Inglês (Bacharelado),EP_R2_NPPI,4,-66.721,-20.761,14.502,-20.341,45.96,-34.843,-66.721,2.798,-20.341,45.052,-20.493,10.482,30.974,81.223,0.0,-159.823,259.63
Letras – Tradução – Inglês (Bacharelado),EP_R2_NPPIQ,1,-59.741,-59.741,-59.741,-59.741,0.0,0.0,-59.741,-59.741,-59.741,-59.741,-59.741,-59.741,0.0,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),EP_R2_NPPIQ_PCD,1,-20.506,-20.506,-20.506,-20.506,0.0,0.0,-20.506,-20.506,-20.506,-20.506,-20.506,-20.506,0.0,0.0,0.0,,
Letras – Tradução – Inglês (Bacharelado),EP_R2_PPI,2,-34.883,-62.082,-23.747,1.315,-27.199,25.062,-62.082,-34.883,-23.747,1.315,-48.482,-11.216,37.266,63.397,11.136,-39.669,-158.002
Línguas Estrangeiras Aplicadas (Bacharelado),AC,5,-54.738,-60.26,59.227,-0.938,-5.522,-60.165,-60.26,-32.749,-0.938,59.227,-50.294,41.458,91.752,113.965,59.322,-21.442,58.063
Línguas Estrangeiras Aplicadas (Bacharelado),CN,2,-34.469,44.585,-34.469,44.585,79.054,79.054,-34.469,44.585,-34.469,44.585,5.058,5.058,0.0,0.0,0.0,1105.172,1105.172
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R1_NPPI,2,-2.767,47.66,-2.767,47.66,50.427,50.427,-2.767,47.66,-2.767,47.66,22.446,22.446,0.0,0.0,0.0,158.854,158.854
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R1_PPI,2,-25.614,-45.996,-25.614,-32.916,-20.382,-7.302,-45.996,-25.614,-32.916,-25.614,-35.805,-29.265,6.54,13.08,0.0,-40.252,-17.643
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R2_NPPI,3,-48.698,-2.629,-10.814,16.552,46.069,27.366,-48.698,-2.629,-10.814,16.552,-21.723,1.598,23.321,37.884,12.897,-110.594,867.456
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R2_NPPIQ,1,-67.757,-67.757,-67.757,-67.757,0.0,0.0,-67.757,-67.757,-67.757,-67.757,-67.757,-67.757,0.0,0.0,0.0,,
Línguas Estrangeiras Aplicadas (Bacharelado),EP_R2_PPI,3,21.416,-15.779,21.416,-15.779,-37.195,-37.195,-76.629,21.416,-15.779,21.416,-23.664,3.847,27.511,82.533,0.0,-209.161,485.641
Matemática (Bacharelado/Licenciatura),AC,6,-74.606,-20.737,79.364,105.88,53.869,26.516,-74.606,31.531,17.561,105.88,-18.201,75.965,94.166,153.97,55.261,-242.572,40.215
Matemática (Bacharelado/Licenciatura),CN,4,-78.171,-31.236,-78.171,-31.236,46.935,46.935,-78.171,12.575,-78.171,12.575,-23.457,-23.457,0.0,0.0,0.0,-174.957,-174.957
Matemática (Bacharelado/Licenciatura),EP_R1_NPPI,4,-96.948,-20.208,-96.948,8.078,76.74,105.026,-96.948,-20.208,-96.948,16.087,-54.285,-18.22,36.065,64.748,0.0,-58.464,-290.333
Matemática (Bacharelado/Licenciatura),EP_R1_PPI,4,-1.016,-6.051,32.712,13.305,-5.035,-19.407,-64.581,1.929,-22.149,32.712,-17.43,6.449,23.879,42.432,0.0,-181.336,355.283
Matemática (Bacharelado/Licenciatura),EP_R2_NPPI,5,-42.476,-53.025,6.428,-53.025,-10.549,-59.453,-53.025,40.087,-53.025,40.087,-4.448,5.332,9.781,48.904,0.0,-918.793,654.743
Matemática (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-20.656,-20.656,-20.656,-20.656,0.0,0.0,-20.656,-20.656,-20.656,-20.656,-20.656,-20.656,0.0,0.0,0.0,,
Matemática (Bacharelado/Licenciatura),EP_R2_PPI,4,-54.452,-51.87,-2.143,21.222,2.582,23.365,-60.003,-51.87,-2.143,32.678,-54.692,20.809,75.5,92.681,52.309,-6.783,77.572
Matemática (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-29.962,-29.962,-29.962,-29.962,0.0,0.0,-29.962,-29.962,-29.962,-29.962,-29.962,-29.962,0.0,0.0,0.0,,
Matemática (Licenciatura),AC,5,-44.481,-51.641,-44.481,31.378,-7.16,75.859,-73.474,-44.481,-44.481,42.289,-53.891,12.343,66.234,96.332,0.0,-20.943,274.916
Matemática (Licenciatura),CN,3,2.629,-64.383,2.629,-64.383,-67.012,-67.012,-64.383,43.063,-64.383,43.063,-6.23,-6.23,0.0,0.0,0.0,-871.03,-871.03
Matemática (Licenciatura),EP_R1_PPI,2,-38.182,23.101,-20.674,23.101,61.283,43.775,-38.182,23.101,-20.674,23.101,-7.541,1.213,8.754,17.508,0.0,-574.678,2550.77
Matemática (Licenciatura),EP_R2_NPPI,1,-54.593,-54.593,1.689,1.689,0.0,0.0,-54.593,-54.593,1.689,1.689,-54.593,1.689,56.282,56.282,56.282,,
