curso,modalidade_normalizada,registros,nota_min_media,nota_min_mediana,nota_min_dp,nota_min_min,nota_min_max,nota_max_media,nota_max_mediana,nota_max_dp,nota_max_min,nota_max_max,amplitude_media,amplitude_dp,amplitude_min,amplitude_max,coef_var_min,coef_var_max
Engenharia Química (Bacharelado),EP_R2_PPI,3,-7.766,-14.085,35.838,-40.025,30.811,1.633,-14.085,51.353,-40.025,59.008,9.399,16.28,0.0,28.197,-461.456,3145.367
Engenharia Química (Bacharelado),EP_R2_PPIQ,1,-17.786,-17.786,,-17.786,-17.786,2.511,2.511,,2.511,2.511,20.297,,20.297,20.297,,
Engenharia de Computação (Bacharelado),AC,5,108.165,120.321,19.442,76.169,120.918,148.586,156.459,20.397,115.572,167.223,40.421,19.652,12.6,67.19,17.974,13.728
Engenharia de Computação (Bacharelado),CN,6,52.603,47.694,22.093,21.015,84.173,64.576,59.578,20.988,44.324,92.852,11.973,29.327,0.0,71.837,41.999,32.502
Engenharia de Computação (Bacharelado),EP_R1_NPPI,4,-7.877,-4.252,38.107,-52.218,29.216,11.184,7.247,23.397,-10.159,40.403,19.061,17.348,1.56,42.059,-483.808,209.195
Engenharia de Computação (Bacharelado),EP_R1_NPPIQ,1,-33.752,-33.752,,-33.752,-33.752,-33.752,-33.752,,-33.752,-33.752,0.0,,0.0,0.0,,
Engenharia de Computação (Bacharelado),EP_R1_PPI,4,2.806,8.27,35.539,-44.598,39.279,55.134,53.044,34.877,18.4,96.047,52.328,11.61,35.923,62.998,1266.773,63.259
Engenharia de Computação (Bacharelado),EP_R2_NPPI,4,38.573,42.922,83.63,-63.631,132.082,90.448,88.619,67.414,29.797,154.756,51.874,41.999,10.449,93.428,216.808,74.534
Engenharia de Computação (Bacharelado),EP_R2_NPPIQ,1,82.189,82.189,,82.189,82.189,83.309,83.309,,83.309,83.309,1.12,,1.12,1.12,,
Engenharia de Computação (Bacharelado),EP_R2_NPPIQ_PCD,1,25.163,25.163,,25.163,25.163,25.163,25.163,,25.163,25.163,0.0,,0.0,0.0,,
Engenharia de Computação (Bacharelado),EP_R2_PPI,5,-12.02,8.39,33.87,-62.409,13.355,22.485,43.73,49.49,-51.296,53.774,40.848,31.646,11.113,85.611,-281.79,220.105
Engenharia de Computação (Bacharelado),EP_R2_PPIQ,1,-67.012,-67.012,,-67.012,-67.012,55.801,55.801,,55.801,55.801,122.813,,122.813,122.813,,
Engenharia de Produção (Bacharelado),AC,6,-9.411,-3.186,58.723,-75.158,49.032,101.171,104.096,54.31,14.375,159.558,120.901,42.172,80.528,179.254,-623.961,53.681
Engenharia de Produção (Bacharelado),CN,6,-15.976,-16.779,34.705,-71.003,27.336,-15.007,-16.779,35.744,-71.003,27.336,0.968,2.372,0.0,5.809,-217.236,-238.174
Engenharia de Produção (Bacharelado),EP_R1_NPPI,1,-47.974,-47.974,,-47.974,-47.974,-47.974,-47.974,,-47.974,-47.974,0.0,,0.0,0.0,,
Engenharia de Produção (Bacharelado),EP_R1_NPPIQ,1,-20.589,-20.589,,-20.589,-20.589,-16.273,-16.273,,-16.273,-16.273,4.316,,4.316,4.316,,
Engenharia de Produção (Bacharelado),EP_R1_PPI,2,3.177,3.177,11.63,-5.047,11.401,3.177,3.177,11.63,-5.047,11.401,0.0,0.0,0.0,0.0,366.084,366.084
Engenharia de Produção (Bacharelado),EP_R2_NPPI,2,8.033,8.033,54.848,-30.751,46.816,26.682,26.682,63.28,-18.063,71.428,18.65,8.432,12.688,24.612,682.828,237.158
Engenharia de Produção (Bacharelado),EP_R2_NPPIQ,1,-30.464,-30.464,,-30.464,-30.464,60.182,60.182,,60.182,60.182,90.646,,90.646,90.646,,
Engenharia de Produção (Bacharelado),EP_R2_PPI,1,-86.266,-86.266,,-86.266,-86.266,14.269,14.269,,14.269,14.269,100.535,,100.535,100.535,,
Engenharia de Produção (Bacharelado),EP_R2_PPIQ,1,-5.763,-5.763,,-5.763,-5.763,-5.763,-5.763,,-5.763,-5.763,0.0,,0.0,0.0,,
Engenharia de Redes de Comunicação (Bacharelado),AC,6,-10.826,-15.104,33.861,-50.195,34.703,55.624,62.529,30.379,-2.835,84.551,66.449,34.005,28.703,121.62,-312.787,54.615
Engenharia de Redes de Comunicação (Bacharelado),CN,5,24.95,24.498,38.76,-20.38,67.472,25.218,24.498,38.496,-20.38,67.472,0.267,0.597,0.0,1.336,155.349,152.655
Engenharia de Redes de Comunicação (Bacharelado),EP_R1_NPPI,2,-55.174,-55.174,15.998,-66.487,-43.862,-26.441,-26.441,24.637,-43.862,-9.02,28.734,40.635,0.0,57.467,-28.996,-93.177
Engenharia de Redes de Comunicação (Bacharelado),EP_R1_NPPIQ,1,-55.125,-55.125,,-55.125,-55.125,-55.125,-55.125,,-55.125,-55.125,0.0,,0.0,0.0,,
Engenharia de Redes de Comunicação (Bacharelado),EP_R1_PPI,2,-26.218,-26.218,5.183,-29.883,-22.553,-26.218,-26.218,5.183,-29.883,-22.553,0.0,0.0,0.0,0.0,-19.769,-19.769
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_NPPI,4,-51.939,-57.6,19.801,-67.492,-25.064,-32.183,-35.201,32.457,-66.201,7.869,19.756,23.436,0.0,46.09,-38.123,-100.851
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_NPPIQ,1,-73.187,-73.187,,-73.187,-73.187,2.297,2.297,,2.297,2.297,75.484,,75.484,75.484,,
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_PPI,3,-35.396,-41.369,18.938,-50.627,-14.191,13.847,13.092,10.305,3.941,24.509,49.243,19.841,27.283,65.878,-53.504,74.417
Engenharia de Redes de Comunicação (Bacharelado),EP_R2_PPIQ,1,-54.018,-54.018,,-54.018,-54.018,-24.926,-24.926,,-24.926,-24.926,29.092,,29.092,29.092,,
Engenharias (FGA),AC,6,25.899,50.484,64.538,-101.981,70.386,130.405,144.063,47.74,50.424,178.331,109.365,79.343,26.107,235.798,249.191,36.609
Engenharias (FGA),CN,6,2.295,10.382,32.516,-57.125,33.37,69.661,69.49,37.053,15.846,129.802,67.365,42.869,23.149,133.156,1416.621,53.191
Engenharias (FGA),EP_R1_NPPI,4,-43.208,-41.756,8.519,-53.711,-35.606,37.142,45.22,22.276,4.292,53.835,80.35,21.155,50.812,99.332,-19.716,59.974
Engenharias (FGA),EP_R1_NPPIQ,1,-52.564,-52.564,,-52.564,-52.564,-11.45,-11.45,,-11.45,-11.45,41.114,,41.114,41.114,,
Engenharias (FGA),EP_R1_PPI,4,-56.554,-55.473,7.947,-67.127,-48.142,24.148,24.892,20.821,-0.878,47.686,80.702,18.765,56.109,101.645,-14.052,86.222
Engenharias (FGA),EP_R2_NPPI,5,-30.697,11.743,59.18,-100.534,13.073,60.681,81.398,43.331,-6.587,93.718,91.378,28.68,69.655,141.768,-192.792,71.408
Engenharias (FGA),EP_R2_NPPIQ,1,-8.202,-8.202,,-8.202,-8.202,60.62,60.62,,60.62,60.62,68.822,,68.822,68.822,,
Engenharias (FGA),EP_R2_NPPIQ_PCD,1,-2.52,-2.52,,-2.52,-2.52,19.278,19.278,,19.278,19.278,21.798,,21.798,21.798,,
Engenharias (FGA),EP_R2_PPI,4,-60.864,-59.572,15.33,-80.254,-44.055,55.948,57.623,44.669,1.161,107.386,116.812,31.98,81.415,151.441,-25.188,79.84
Engenharias (FGA),EP_R2_PPIQ,1,-63.197,-63.197,,-63.197,-63.197,17.991,17.991,,17.991,17.991,81.188,,81.188,81.188,,
Estatística (Bacharelado),AC,6,-11.436,12.464,53.356,-86.083,34.508,85.62,111.408,56.572,-0.406,136.549,106.244,16.638,85.677,129.943,-466.563,66.073
Estatística (Bacharelado),CN,4,-29.262,-40.37,25.149,-44.549,8.239,-20.075,-21.995,25.332,-44.549,8.239,9.188,18.376,0.0,36.751,-85.941,-126.186
Estatística (Bacharelado),EP_R1_NPPI,1,-32.737,-32.737,,-32.737,-32.737,-32.737,-32.737,,-32.737,-32.737,0.0,,0.0,0.0,,
Estatística (Bacharelado),EP_R1_PPI,1,-20.062,-20.062,,-20.062,-20.062,-12.041,-12.041,,-12.041,-12.041,8.021,,8.021,8.021,,
Estatística (Bacharelado),EP_R2_NPPI,4,-25.852,-26.832,21.195,-49.618,-0.124,-6.671,-6.633,11.439,-19.116,5.697,19.18,26.118,0.0,55.315,-81.989,-171.474
Estatística (Bacharelado),EP_R2_NPPIQ,1,-27.068,-27.068,,-27.068,-27.068,22.541,22.541,,22.541,22.541,49.609,,49.609,49.609,,
Estatística (Bacharelado),EP_R2_PPI,2,-19.577,-19.577,27.73,-39.185,0.031,-19.577,-19.577,27.73,-39.185,0.031,0.0,0.0,0.0,0.0,-141.645,-141.645
Estatística (Bacharelado),EP_R2_PPIQ,1,-34.447,-34.447,,-34.447,-34.447,-34.447,-34.447,,-34.447,-34.447,0.0,,0.0,0.0,,
Farmácia (Bacharelado),AC,18,7.955,15.297,46.534,-85.275,76.858,61.836,66.477,39.551,-9.583,148.69,56.959,37.833,13.601,167.23,584.924,63.962
Farmácia (Bacharelado),CN,14,9.709,15.584,29.205,-53.795,51.589,11.527,15.76,29.34,-53.795,51.589,1.818,6.68,0.0,25.022,300.807,254.54
Farmácia (Bacharelado),EP_R1_NPPI,12,-25.893,-18.935,22.808,-60.347,15.342,7.386,7.82,30.955,-42.092,60.896,33.279,35.821,0.0,107.926,-88.087,419.09
Farmácia (Bacharelado),EP_R1_NPPIQ,3,-36.985,-33.173,7.308,-45.41,-32.371,3.294,3.367,11.137,-7.88,14.394,40.278,13.686,24.491,48.777,-19.758,338.139
Farmácia (Bacharelado),EP_R1_PPI,12,-29.189,-29.72,27.589,-93.87,2.818,-10.535,-3.907,29.702,-55.265,40.572,18.654,20.828,0.0,53.032,-94.52,-281.944
Farmácia (Bacharelado),EP_R2_NPPI,14,-11.165,-4.155,46.474,-86.268,72.441,25.065,22.18,45.603,-84.214,86.786,36.23,31.243,0.0,88.597,-416.236,181.94
Farmácia (Bacharelado),EP_R2_NPPIQ,3,18.461,14.796,30.576,-10.117,50.704,25.613,18.796,22.472,7.338,50.704,7.152,9.144,0.0,17.455,165.623,87.739
Farmácia (Bacharelado),EP_R2_NPPIQ_PCD,1,0.119,0.119,,0.119,0.119,0.119,0.119,,0.119,0.119,0.0,,0.0,0.0,,
Farmácia (Bacharelado),EP_R2_PPI,11,-51.665,-50.438,22.596,-83.874,-17.25,12.805,14.729,22.719,-15.667,63.724,64.47,26.433,18.415,103.581,-43.736,177.426
Farmácia (Bacharelado),EP_R2_PPIQ,3,-50.107,-46.669,31.993,-83.68,-19.971,4.227,-4.707,31.232,-21.564,38.952,54.334,27.226,25.105,78.973,-63.85,738.858
Filosofia (Bacharelado/Licenciatura),AC,5,-67.838,-69.896,25.039,-100.426,-30.256,44.564,34.653,36.397,-3.548,92.933,112.402,36.667,64.909,158.711,-36.91,81.674
Filosofia (Bacharelado/Licenciatura),CN,2,-7.947,-7.947,22.134,-23.598,7.704,3.168,3.168,37.852,-23.598,29.933,11.114,15.718,0.0,22.229,-278.518,1195.016
Filosofia (Bacharelado/Licenciatura),EP_R1_NPPI,3,-34.292,-17.946,29.315,-68.136,-16.795,-34.292,-17.946,29.315,-68.136,-16.795,0.0,0.0,0.0,0.0,-85.486,-85.486
Filosofia (Bacharelado/Licenciatura),EP_R1_PPI,2,-46.456,-46.456,12.587,-55.356,-37.555,-46.456,-46.456,12.587,-55.356,-37.555,0.0,0.0,0.0,0.0,-27.095,-27.095
Filosofia (Bacharelado/Licenciatura),EP_R2_NPPI,3,-19.943,-36.86,58.563,-68.186,45.216,19.641,29.673,31.801,-15.966,45.216,39.584,35.02,0.0,66.533,-293.647,161.91
Filosofia (Bacharelado/Licenciatura),EP_R2_PPI,3,-39.923,-24.861,40.998,-86.322,-8.586,-8.341,-8.586,9.863,-18.079,1.642,31.582,48.946,0.0,87.964,-102.694,-118.245
Filosofia (Bacharelado/Licenciatura),EP_R2_PPI_PCD,1,-48.451,-48.451,,-48.451,-48.451,-48.451,-48.451,,-48.451,-48.451,0.0,,0.0,0.0,,
Filosofia (Licenciatura),AC,4,-45.911,-50.224,10.664,-52.983,-30.212,-0.718,3.971,35.445,-48.29,37.478,45.193,38.254,0.0,90.461,-23.228,-4938.383
Filosofia (Licenciatura),EP_R1_PPI,1,-59.768,-59.768,,-59.768,-59.768,-59.768,-59.768,,-59.768,-59.768,0.0,,0.0,0.0,,
Filosofia (Licenciatura),EP_R2_NPPI,1,-22.521,-22.521,,-22.521,-22.521,-22.521,-22.521,,-22.521,-22.521,0.0,,0.0,0.0,,
Filosofia (Licenciatura),EP_R2_PPI,2,-42.174,-42.174,30.285,-63.589,-20.759,-42.174,-42.174,30.285,-63.589,-20.759,0.0,0.0,0.0,0.0,-71.811,-71.811
Fisioterapia (Bacharelado),AC,6,22.355,30.424,13.877,3.438,33.173,64.9,79.217,30.095,16.934,91.814,44.198,17.649,13.496,58.641,62.074,46.371
Fisioterapia (Bacharelado),CN,6,6.309,7.092,12.133,-9.095,23.699,10.374,8.666,16.946,-9.095,34.882,4.065,9.958,0.0,24.393,192.324,163.348
Fisioterapia (Bacharelado),EP_R1_NPPI,5,-19.844,-19.321,31.605,-65.973,16.592,13.303,17.749,48.271,-65.973,61.01,33.147,30.77,0.0,80.331,-159.267,362.844
Fisioterapia (Bacharelado),EP_R1_NPPIQ,1,-35.235,-35.235,,-35.235,-35.235,-33.078,-33.078,,-33.078,-33.078,2.157,,2.157,2.157,,
Fisioterapia (Bacharelado),EP_R1_PPI,4,-28.932,-23.011,19.53,-56.29,-13.417,6.823,8.46,10.224,-6.075,16.447,35.756,25.219,16.916,72.737,-67.5,149.839
Fisioterapia (Bacharelado),EP_R1_PPIQ,1,-59.032,-59.032,,-59.032,-59.032,-59.032,-59.032,,-59.032,-59.032,0.0,,0.0,0.0,,
Fisioterapia (Bacharelado),EP_R2_NPPI,5,8.696,10.703,23.03,-19.889,43.008,24.801,27.267,16.298,-0.296,45.269,16.105,9.879,2.261,29.512,264.832,65.718
Fisioterapia (Bacharelado),EP_R2_NPPIQ,1,12.991,12.991,,12.991,12.991,24.746,24.746,,24.746,24.746,11.755,,11.755,11.755,,
Fisioterapia (Bacharelado),EP_R2_PPI,5,-34.362,-26.611,33.244,-79.757,-1.257,-0.263,11.757,35.744,-46.126,40.374,34.098,19.941,13.014,66.985,-96.746,-13570.369
Fisioterapia (Bacharelado),EP_R2_PPIQ,1,-59.558,-59.558,,-59.558,-59.558,8.862,8.862,,8.862,8.862,68.42,,68.42,68.42,,
Fonoaudiologia (Bacharelado),AC,6,-5.29,-3.42,23.787,-40.855,19.105,36.886,43.75,25.594,0.53,64.645,42.176,29.046,20.401,98.137,-449.668,69.387
Fonoaudiologia (Bacharelado),CN,5,0.941,2.749,29.59,-28.93,46.715,15.754,5.402,29.435,-21.229,46.715,14.812,33.122,0.0,74.062,3143.165,186.844
Fonoaudiologia (Bacharelado),EP_R1_NPPI,4,-26.832,-30.388,12.878,-37.896,-8.658,-0.812,-1.891,14.916,-17.719,18.255,26.021,11.468,9.542,34.43,-47.995,-1838.109
Fonoaudiologia (Bacharelado),EP_R1_NPPIQ,1,-60.121,-60.121,,-60.121,-60.121,-60.121,-60.121,,-60.121,-60.121,0.0,,0.0,0.0,,
Fonoaudiologia (Bacharelado),EP_R1_PPI,4,-31.037,-24.867,28.683,-68.611,-5.802,-2.174,4.414,26.386,-37.971,20.447,28.862,42.015,0.0,89.058,-92.417,-1213.561
Fonoaudiologia (Bacharelado),EP_R2_NPPI,5,-33.534,-38.678,41.162,-75.822,25.151,3.523,6.478,28.924,-37.894,34.443,37.057,38.904,0.0,82.3,-122.746,821.098
Fonoaudiologia (Bacharelado),EP_R2_NPPIQ,1,-20.384,-20.384,,-20.384,-20.384,5.716,5.716,,5.716,5.716,26.1,,26.1,26.1,,
Fonoaudiologia (Bacharelado),EP_R2_NPPIQ_PCD,1,-43.816,-43.816,,-43.816,-43.816,-43.816,-43.816,,-43.816,-43.816,0.0,,0.0,0.0,,
Fonoaudiologia (Bacharelado),EP_R2_PPI,4,-52.634,-50.208,12.302,-69.725,-40.393,-12.22,-11.262,30.243,-49.838,23.483,40.414,39.605,0.0,93.208,-23.372,-247.497
Fonoaudiologia (Bacharelado),EP_R2_PPIQ,1,-48.358,-48.358,,-48.358,-48.358,-48.358,-48.358,,-48.358,-48.358,0.0,,0.0,0.0,,
Física (Bacharelado),AC,5,13.691,14.167,51.249,-49.177,91.722,115.32,114.03,24.454,91.641,141.578,121.137,29.813,83.425,148.784,374.33,21.205
Física (Bacharelado),CN,3,28.92,37.136,36.041,-10.52,60.143,75.394,60.143,47.746,37.136,128.902,46.474,80.495,0.0,139.422,124.624,63.329
Física (Bacharelado),EP_R1_NPPI,3,-31.562,-20.071,24.108,-59.265,-15.349,38.98,43.762,29.514,7.367,65.812,70.542,51.509,22.716,125.077,-76.383,75.716
Física (Bacharelado),EP_R1_PPI,3,12.421,39.226,77.316,-74.73,72.767,12.421,39.226,77.316,-74.73,72.767,0.0,0.0,0.0,0.0,622.46,622.46
Física (Bacharelado),EP_R2_NPPI,4,-36.568,-34.6,33.767,-72.92,-4.154,44.399,44.942,45.55,-11.788,99.501,80.968,73.044,0.0,172.421,-92.339,102.592
Física (Bacharelado),EP_R2_NPPIQ,1,-29.298,-29.298,,-29.298,-29.298,5.538,5.538,,5.538,5.538,34.836,,34.836,34.836,,
Física (Bacharelado),EP_R2_PPI,3,-15.059,-19.355,33.229,-45.931,20.11,9.119,20.11,24.872,-19.355,26.603,24.178,41.878,0.0,72.534,-220.667,272.742
Física (Bacharelado),EP_R2_PPIQ,1,-15.865,-15.865,,-15.865,-15.865,-15.865,-15.865,,-15.865,-15.865,0.0,,0.0,0.0,,
Física (Licenciatura),AC,5,-33.182,-62.273,55.173,-76.547,55.585,92.233,94.263,47.141,38.883,149.957,125.415,53.475,53.418,187.951,-166.274,51.11
Física (Licenciatura),CN,1,-46.226,-46.226,,-46.226,-46.226,-46.226,-46.226,,-46.226,-46.226,0.0,,0.0,0.0,,
Física (Licenciatura),EP_R1_NPPI,1,-59.91,-59.91,,-59.91,-59.91,26.842,26.842,,26.842,26.842,86.752,,86.752,86.752,,
Física (Licenciatura),EP_R2_NPPI,1,-30.161,-30.161,,-30.161,-30.161,26.655,26.655,,26.655,26.655,56.816,,56.816,56.816,,
Geofísica (Bacharelado),AC,5,-51.248,-47.993,19.05,-82.398,-30.09,34.593,8.759,47.432,-2.424,113.042,85.841,35.729,56.28,143.132,-37.171,137.114
Geofísica (Bacharelado),CN,1,-6.216,-6.216,,-6.216,-6.216,-6.216,-6.216,,-6.216,-6.216,0.0,,0.0,0.0,,
Geofísica (Bacharelado),EP_R1_NPPI,2,-45.062,-45.062,6.992,-50.006,-40.118,-45.062,-45.062,6.992,-50.006,-40.118,0.0,0.0,0.0,0.0,-15.516,-15.516
Geofísica (Bacharelado),EP_R1_PPI,1,-16.259,-16.259,,-16.259,-16.259,-16.259,-16.259,,-16.259,-16.259,0.0,,0.0,0.0,,
Geofísica (Bacharelado),EP_R2_NPPI,2,-37.81,-37.81,15.204,-48.561,-27.06,-37.81,-37.81,15.204,-48.561,-27.06,0.0,0.0,0.0,0.0,-40.21,-40.21
Geofísica (Bacharelado),EP_R2_PPI,1,-20.904,-20.904,,-20.904,-20.904,-20.904,-20.904,,-20.904,-20.904,0.0,,0.0,0.0,,
Geografia (Bacharelado/Licenciatura),AC,5,-40.624,-25.568,31.281,-90.016,-11.709,69.768,44.499,41.369,33.9,129.343,110.392,65.477,56.208,219.359,-77.002,59.296
Geografia (Bacharelado/Licenciatura),CN,2,-29.986,-29.986,30.611,-51.632,-8.341,-24.906,-24.906,23.426,-41.47,-8.341,5.081,7.186,0.0,10.162,-102.084,-94.059
Geografia (Bacharelado/Licenciatura),EP_R1_NPPI,4,-14.927,-13.841,29.727,-45.35,13.323,-9.528,-3.042,26.576,-45.35,13.323,5.4,10.8,0.0,21.6,-199.144,-278.939
Geografia (Bacharelado/Licenciatura),EP_R1_PPI,2,-39.201,-39.201,20.208,-53.491,-24.912,-24.794,-24.794,40.583,-53.491,3.902,14.407,20.375,0.0,28.814,-51.55,-163.677
Geografia (Bacharelado/Licenciatura),EP_R2_NPPI,3,-23.81,-8.556,26.738,-54.684,-8.19,7.84,18.368,19.611,-14.787,19.938,31.65,7.208,26.558,39.897,-112.299,250.151
Geografia (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,-66.839,-66.839,,-66.839,-66.839,-44.521,-44.521,,-44.521,-44.521,22.318,,22.318,22.318,,
Geografia (Bacharelado/Licenciatura),EP_R2_PPI,3,-20.451,-16.626,6.833,-28.339,-16.387,-9.976,-16.626,14.878,-20.368,7.067,10.475,11.926,0.0,23.454,-33.41,-149.138
Geologia (Bacharelado),AC,5,-67.95,-63.489,17.031,-96.644,-54.123,72.563,77.924,21.772,38.599,97.846,140.513,8.937,132.047,154.609,-25.064,30.005
Geologia (Bacharelado),CN,2,-35.318,-35.318,1.911,-36.67,-33.967,-35.318,-35.318,1.911,-36.67,-33.967,0.0,0.0,0.0,0.0,-5.412,-5.412
Geologia (Bacharelado),EP_R1_NPPI,1,-36.351,-36.351,,-36.351,-36.351,-36.351,-36.351,,-36.351,-36.351,0.0,,0.0,0.0,,
Geologia (Bacharelado),EP_R1_PPI,3,-25.839,-14.615,29.595,-59.404,-3.498,-25.839,-14.615,29.595,-59.404,-3.498,0.0,0.0,0.0,0.0,-114.536,-114.536
Geologia (Bacharelado),EP_R2_NPPI,3,4.905,9.264,31.362,-28.409,33.859,4.905,9.264,31.362,-28.409,33.859,0.0,0.0,0.0,0.0,639.433,639.433
Geologia (Bacharelado),EP_R2_PPI,1,-34.358,-34.358,,-34.358,-34.358,-10.741,-10.741,,-10.741,-10.741,23.617,,23.617,23.617,,
Gestão Ambiental (Bacharelado),AC,2,-54.457,-54.457,10.886,-62.155,-46.76,-15.09,-15.09,66.56,-62.155,31.975,39.368,55.674,0.0,78.735,-19.99,-441.087
Gestão Ambiental (Bacharelado),EP_R2_NPPI,2,-42.118,-42.118,44.393,-73.509,-10.728,14.195,14.195,35.246,-10.728,39.118,56.314,79.639,0.0,112.627,-105.4,248.302
Gestão Ambiental (Bacharelado),EP_R2_PPI,1,-34.138,-34.138,,-34.138,-34.138,-34.138,-34.138,,-34.138,-34.138,0.0,,0.0,0.0,,
Gestão de Agronegócio (Bacharelado),AC,5,-69.012,-61.028,19.339,-93.752,-46.176,-12.004,-19.741,24.85,-40.181,16.69,57.008,11.748,40.473,72.217,-28.023,-207.021
Gestão de Agronegócio (Bacharelado),CN,2,-18.77,-18.77,9.547,-25.521,-12.02,-18.77,-18.77,9.547,-25.521,-12.02,0.0,0.0,0.0,0.0,-50.86,-50.86
Gestão de Agronegócio (Bacharelado),EP_R1_NPPI,1,-32.966,-32.966,,-32.966,-32.966,-32.966,-32.966,,-32.966,-32.966,0.0,,0.0,0.0,,
Gestão de Agronegócio (Bacharelado),EP_R1_PPI,1,-57.616,-57.616,,-57.616,-57.616,-57.616,-57.616,,-57.616,-57.616,0.0,,0.0,0.0,,
Gestão de Agronegócio (Bacharelado),EP_R2_NPPI,2,-59.714,-59.714,16.405,-71.314,-48.114,-24.626,-24.626,33.216,-48.114,-1.139,35.088,49.621,0.0,70.175,-27.472,-134.88
Gestão de Agronegócio (Bacharelado),EP_R2_PPI,1,-44.795,-44.795,,-44.795,-44.795,-33.635,-33.635,,-33.635,-33.635,11.16,,11.16,11.16,,
Gestão de Políticas Públicas (Bacharelado),AC,5,-42.388,-51.535,30.085,-72.389,-2.832,64.12,64.854,19.077,40.755,89.961,106.508,27.697,67.686,145.775,-70.975,29.752
Gestão de Políticas Públicas (Bacharelado),CN,5,-22.165,-18.676,26.895,-66.75,5.313,-13.147,-10.584,34.29,-66.75,24.96,9.018,20.165,0.0,45.09,-121.336,-260.815
Gestão de Políticas Públicas (Bacharelado),EP_R1_NPPI,4,-51.806,-49.856,34.52,-94.961,-12.548,-47.37,-40.986,34.443,-94.961,-12.548,4.435,8.87,0.0,17.741,-66.633,-72.711
Gestão de Políticas Públicas (Bacharelado),EP_R1_NPPIQ,1,-34.132,-34.132,,-34.132,-34.132,-29.67,-29.67,,-29.67,-29.67,4.462,,4.462,4.462,,
Gestão de Políticas Públicas (Bacharelado),EP_R1_PPI,4,-62.333,-56.154,25.21,-95.963,-41.061,-31.971,-40.002,29.109,-57.354,9.475,30.362,35.257,0.0,76.738,-40.444,-91.047
Gestão de Políticas Públicas (Bacharelado),EP_R2_NPPI,4,-53.949,-54.078,24.198,-81.612,-26.029,-0.897,-6.52,14.698,-11.424,20.875,53.052,30.053,19.363,85.245,-44.854,-1638.588
Gestão de Políticas Públicas (Bacharelado),EP_R2_NPPIQ,1,-39.713,-39.713,,-39.713,-39.713,-11.757,-11.757,,-11.757,-11.757,27.956,,27.956,27.956,,
Gestão de Políticas Públicas (Bacharelado),EP_R2_PPI,3,-54.392,-60.85,15.969,-66.12,-36.205,-14.489,-6.58,19.037,-36.205,-0.681,39.903,35.005,0.0,65.439,-29.359,-131.391
Gestão de Políticas Públicas (Bacharelado),EP_R2_PPIQ,1,-50.028,-50.028,,-50.028,-50.028,-41.002,-41.002,,-41.002,-41.002,9.026,,9.026,9.026,,
Gestão do Agronegócio (Bacharelado),AC,5,-78.812,-80.136,14.517,-96.675,-56.321,-37.787,-36.7,30.21,-78.135,4.58,41.024,38.898,0.0,101.255,-18.42,-79.946
Gestão do Agronegócio (Bacharelado),CN,1,-45.106,-45.106,,-45.106,-45.106,-45.106,-45.106,,-45.106,-45.106,0.0,,0.0,0.0,,
Gestão do Agronegócio (Bacharelado),EP_R2_NPPI,1,-54.109,-54.109,,-54.109,-54.109,-22.499,-22.499,,-22.499,-22.499,31.61,,31.61,31.61,,
História (Bacharelado/Licenciatura),AC,6,27.598,39.08,23.611,-8.561,47.472,82.69,96.499,39.459,17.254,120.935,58.382,30.082,25.815,94.998,85.556,47.72
História (Bacharelado/Licenciatura),CN,6,-6.744,-7.701,26.521,-36.358,25.571,-2.987,-7.701,32.855,-36.358,48.115,3.757,9.204,0.0,22.544,-393.252,-1100.065
História (Bacharelado/Licenciatura),EP_R1_NPPI,4,3.342,1.787,14.427,-9.575,19.371,30.526,35.63,27.223,-2.267,53.113,27.184,14.568,7.308,41.432,431.617,89.18
História (Bacharelado/Licenciatura),EP_R1_NPPIQ,1,-17.032,-17.032,,-17.032,-17.032,14.503,14.503,,14.503,14.503,31.535,,31.535,31.535,,
História (Bacharelado/Licenciatura),EP_R1_PPI,4,-9.205,-9.18,12.363,-24.22,5.759,22.036,19.877,12.26,10.211,38.18,31.241,11.327,18.654,45.218,-134.309,55.636
História (Bacharelado/Licenciatura),EP_R2_NPPI,5,5.641,19.641,34.788,-54.201,32.467,26.888,34.497,23.434,-12.401,45.889,21.247,18.602,0.27,41.8,616.729,87.156
História (Bacharelado/Licenciatura),EP_R2_NPPIQ,1,21.418,21.418,,21.418,21.418,21.418,21.418,,21.418,21.418,0.0,,0.0,0.0,,
História (Bacharelado/Licenciatura),EP_R2_NPPIQ_PCD,1,-4.958,-4.958,,-4.958,-4.958,-4.958,-4.958,,-4.958,-4.958,0.0,,0.0,0.0,,
História (Bacharelado/Licenciatura),EP_R2_PPI,4,-23.495,-26.499,19.136,-41.891,0.911,8.301,2.434,26.821,-16.391,44.728,31.796,10.622,18.665,43.817,-81.448,323.108
História (Bacharelado/Licenciatura),EP_R2_PPIQ,1,-31.06,-31.06,,-31.06,-31.06,16.426,16.426,,16.426,16.426,47.486,,47.486,47.486,,
