Curso,Campus,Turno,Modalidade,Histórico (mín.),Histórico (máx.),Última nota mínima,Última nota máxima,Previsão mínima,Previsão máxima,Intervalo previsto,Desvio (mín.),Desvio (máx.),Modelos (mín.),Modelos (máx.),Confiabilidade (mín.),Confiabilidade (máx.),Tendência (mín.),Tendência (máx.)
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,7.67,7.67,6.0,11.81,5.82,15.09,15.46,4,4,Moderada,Moderada,Queda,Alta
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,1,1,-53.49,-53.49,-53.49,-53.49,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,-8.19,18.37,-4.32,21.13,25.45,14.84,10.58,4,4,Moderada,Moderada,Alta,Alta
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-66.84,-44.52,-66.84,-44.52,22.32,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,-16.39,7.07,-16.29,16.94,33.23,0.16,16.28,4,4,Moderada,Moderada,Estável,Forte alta
Geologia (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,-68.73,68.34,-68.73,68.34,137.07,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geologia (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-33.97,-33.97,-33.97,-33.97,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-36.35,-36.35,-36.35,-36.35,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-59.4,-59.4,-59.4,-59.4,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,33.86,33.86,33.86,33.86,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-63.49,80.1,-56.73,89.78,146.51,8.32,11.54,4,4,Moderada,Moderada,Forte alta,Forte alta
Geologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,1,1,-36.67,-36.67,-36.67,-36.67,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-3.5,-3.5,1.13,1.13,0.0,7.64,7.64,4,4,Moderada,Moderada,Alta,Alta
Geologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,9.26,9.26,12.4,12.4,0.0,12.02,12.02,4,4,Moderada,Moderada,Alta,Alta
Geologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,1,1,-34.36,-10.74,-34.36,-10.74,23.62,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão Ambiental (Bacharelado),Planalti na (FUP),Noturno,EP_R2_NPPI,1,1,-73.51,39.12,-73.51,39.12,112.63,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão Ambiental (Bacharelado),Planalti na (FUP),Noturno,EP_R2_PPI,1,1,-34.14,-34.14,-34.14,-34.14,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão Ambiental (Bacharelado),Planaltina / DF,Noturno,AC,2,2,-46.76,31.98,-44.19,47.66,91.86,6.28,38.43,4,4,Moderada,Moderada,Alta,Forte alta
Gestão Ambiental (Bacharelado),Planaltina / DF,Noturno,EP_R2_NPPI,1,1,-10.73,-10.73,-10.73,-10.73,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,AC,1,1,-61.03,11.19,-61.03,11.19,72.22,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-57.62,-57.62,-57.62,-57.62,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-44.8,-33.64,-44.8,-33.64,11.16,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-46.18,16.69,-48.73,12.52,61.25,11.07,15.08,4,4,Moderada,Moderada,Queda,Queda
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,2,2,-12.02,-12.02,-10.9,-10.9,0.0,4.31,4.31,4,4,Moderada,Moderada,Alta,Alta
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,1,1,-32.97,-32.97,-32.97,-32.97,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,2,2,-48.11,-48.11,-46.18,-52.03,-5.85,7.4,14.99,4,4,Moderada,Moderada,Alta,Queda
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,AC,1,1,-51.54,51.64,-51.54,51.64,103.18,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,CN,1,1,-66.75,-66.75,-66.75,-66.75,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-94.96,-94.96,-94.96,-94.96,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-67.26,9.48,-67.26,9.48,76.74,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,-81.61,-11.42,-81.61,-11.42,70.19,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-66.12,-0.68,-66.12,-0.68,65.44,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-2.83,64.85,-0.59,67.76,68.36,19.52,2.05,4,4,Moderada,Alta,Alta,Alta
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,4,4,-10.58,-10.58,-6.19,-12.56,-6.36,4.1,7.05,4,4,Moderada,Moderada,Alta,Queda
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,3,3,-58.9,-41.16,-62.7,-46.42,16.28,13.55,9.16,4,4,Moderada,Moderada,Queda,Forte queda
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPIQ,1,1,-34.13,-29.67,-34.13,-29.67,4.46,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,3,3,-41.06,-34.96,-31.87,-33.49,-1.62,17.27,6.48,4,4,Moderada,Moderada,Forte alta,Alta
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,3,3,-64.37,20.88,-57.89,18.55,76.45,7.63,7.91,4,4,Moderada,Moderada,Forte alta,Queda
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPIQ,1,1,-39.71,-11.76,-39.71,-11.76,27.96,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,2,2,-36.2,-36.2,-34.15,-38.67,-4.52,7.86,9.46,4,4,Moderada,Moderada,Alta,Queda
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPIQ,1,1,-50.03,-41.0,-50.03,-41.0,9.03,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão do Agronegócio (Bacharelado),Planalti na (FUP),Diurno,AC,1,1,-78.14,-78.14,-78.14,-78.14,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão do Agronegócio (Bacharelado),Planaltina / DF,Diurno,AC,4,4,-82.79,-28.82,-78.12,-25.55,52.58,3.24,4.4,4,4,Alta,Moderada,Alta,Alta
Gestão do Agronegócio (Bacharelado),Planaltina / DF,Diurno,CN,1,1,-45.11,-45.11,-45.11,-45.11,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Gestão do Agronegócio (Bacharelado),Planaltina / DF,Diurno,EP_R2_NPPI,1,1,-54.11,-22.5,-54.11,-22.5,31.61,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,1,0,44.05,,44.05,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,1,1,13.24,13.24,13.24,13.24,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,11.68,53.11,11.68,53.11,41.43,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-11.32,15.34,-11.32,15.34,26.66,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,24.19,24.46,24.19,24.46,0.27,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,0.91,44.73,0.91,44.73,43.82,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,47.47,96.5,36.37,76.73,40.36,8.54,14.42,4,4,Moderada,Moderada,Forte queda,Forte queda
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,-27.23,-27.23,-29.98,-33.16,-3.18,9.96,14.64,4,4,Moderada,Moderada,Queda,Forte queda
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,19.37,52.74,16.71,44.33,27.61,8.03,11.6,4,4,Moderada,Moderada,Queda,Forte queda
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-17.03,14.5,-17.03,14.5,31.54,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-24.22,10.21,-25.2,15.09,40.29,8.56,5.47,4,4,Moderada,Moderada,Estável,Alta
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-54.2,-12.4,-33.94,-3.04,30.9,21.11,15.36,4,4,Moderada,Moderada,Forte alta,Forte alta
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,21.42,21.42,21.42,21.42,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,-4.96,-4.96,-4.96,-4.96,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-41.89,-6.3,-44.53,-12.29,32.24,7.14,6.86,4,4,Moderada,Moderada,Queda,Forte queda
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-31.06,16.43,-31.06,16.43,47.49,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ_PCD,1,1,-30.96,-30.96,-30.96,-30.96,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro,Noturno,AC,1,1,-38.56,24.31,-38.56,24.31,62.87,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro,Noturno,CN,1,1,25.06,25.06,25.06,25.06,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-17.65,-17.22,-17.65,-17.22,0.43,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-9.04,32.41,-9.04,32.41,41.46,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,-8.93,1.03,-8.93,1.03,9.96,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-34.56,50.64,-34.56,50.64,85.2,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-85.39,45.43,-84.78,36.72,121.51,7.5,7.59,4,4,Moderada,Moderada,Estável,Forte queda
História (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,2,2,-27.16,-27.16,-26.62,-26.62,0.0,8.24,8.24,4,4,Moderada,Moderada,Estável,Estável
História (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,3,3,-47.86,4.55,-28.92,19.18,48.1,15.73,23.42,4,4,Moderada,Moderada,Forte alta,Forte alta
História (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,3,3,-17.73,-17.73,-18.75,-23.16,-4.41,8.81,4.66,4,4,Moderada,Moderada,Queda,Forte queda
História (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,2,2,-25.48,-17.18,-21.89,-22.13,-0.24,13.72,18.95,4,4,Moderada,Moderada,Alta,Queda
História (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPIQ,1,1,-61.21,-26.63,-61.21,-26.63,34.58,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
História (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,2,2,-24.3,-9.64,-18.17,-13.76,4.41,15.01,10.1,4,4,Moderada,Moderada,Forte alta,Queda
Japonês (Licenciatura),Darcy Ribeiro,Noturno,AC,1,1,-62.92,18.81,-62.92,18.81,81.73,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Japonês (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,2.28,2.28,2.28,2.28,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Japonês (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI_PCD,1,1,5.9,5.9,5.9,5.9,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Japonês (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-83.56,-45.66,-67.38,-29.26,38.12,14.49,13.73,4,4,Moderada,Moderada,Forte alta,Forte alta
Japonês (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,2,2,-59.48,-59.48,-57.65,-57.65,0.0,4.49,4.49,4,4,Moderada,Moderada,Alta,Alta
Japonês (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,2,2,-18.52,-18.52,-18.05,-18.05,0.0,0.79,0.79,4,4,Moderada,Moderada,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,85.01,,85.01,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,76.01,76.01,76.01,76.01,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,40.54,40.54,40.54,40.54,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,5.24,7.8,5.24,7.8,2.56,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,69.46,69.46,69.46,69.46,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,23.78,43.84,23.78,43.84,20.06,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,85.9,103.7,83.07,98.27,15.2,1.94,6.2,4,4,Muito alta,Moderada,Queda,Forte queda
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,52.71,52.71,42.22,40.49,-1.73,8.33,8.52,4,4,Moderada,Moderada,Forte queda,Forte queda
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,-11.96,-11.96,-5.22,-5.27,-0.05,5.08,5.05,4,4,Moderada,Moderada,Forte alta,Forte alta
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-37.17,-31.77,-37.17,-31.77,5.4,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,18.93,19.95,16.15,18.33,2.18,18.35,12.04,4,4,Moderada,Moderada,Queda,Queda
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,17.0,17.0,23.73,20.6,-3.13,7.09,7.21,4,4,Moderada,Moderada,Forte alta,Alta
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,41.61,41.61,41.61,41.61,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,-53.57,-0.52,-42.16,10.11,52.26,13.7,7.53,4,4,Moderada,Moderada,Forte alta,Forte alta
Jornalismo (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-49.26,20.15,-49.26,20.15,69.41,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,AC,1,1,-98.76,13.7,-98.76,13.7,112.46,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-27.42,-27.42,-27.42,-27.42,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-54.88,-36.4,-54.88,-36.4,18.47,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-45.26,-45.26,-45.26,-45.26,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Espanhol (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-79.03,-60.69,-74.7,-55.96,18.74,6.42,14.59,4,4,Moderada,Moderada,Alta,Alta
Letras - Espanhol (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,1,1,-44.3,-44.3,-44.3,-44.3,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Espanhol (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,2,2,-47.19,21.38,-48.18,31.25,79.44,2.43,24.18,4,4,Moderada,Moderada,Estável,Forte alta
Letras - Espanhol (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,2,2,-14.49,-14.49,-4.46,-4.46,0.0,16.55,16.55,4,4,Moderada,Moderada,Forte alta,Forte alta
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,-44.51,28.36,-44.51,28.36,72.87,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-2.64,-2.64,-2.64,-2.64,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-43.65,-43.65,-43.65,-43.65,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-48.72,-8.91,-48.72,-8.91,39.81,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,3,3,-87.34,-26.04,-86.73,-25.81,60.92,8.94,8.65,4,4,Moderada,Moderada,Estável,Estável
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,1,1,-84.37,-84.37,-84.37,-84.37,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-48.69,0.2,-48.69,0.2,48.9,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,-33.8,-33.8,-34.94,-34.94,0.0,4.35,4.35,4,4,Moderada,Moderada,Queda,Queda
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,-80.31,-20.31,-90.2,-20.22,69.98,24.23,0.23,4,4,Moderada,Moderada,Forte queda,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,32.55,50.64,32.55,50.64,18.1,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,1,1,-25.64,-25.64,-25.64,-25.64,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-3.97,-3.97,-3.97,-3.97,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-42.02,-39.52,-42.02,-39.52,2.5,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,27.84,27.84,27.84,27.84,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,1.85,17.92,1.85,17.92,16.07,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,15.31,83.04,12.44,68.17,55.73,3.64,12.38,4,4,Alta,Moderada,Queda,Forte queda
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,3,3,-17.01,-17.01,1.44,-0.82,-2.26,17.69,14.34,4,4,Moderada,Moderada,Forte alta,Forte alta
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,-26.44,-26.44,-20.9,-28.13,-7.23,4.54,11.74,4,4,Moderada,Moderada,Forte alta,Queda
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-18.63,-17.68,-26.54,-16.67,9.87,9.48,6.87,4,4,Moderada,Moderada,Forte queda,Alta
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-40.91,-19.45,-31.98,-13.4,18.58,17.08,12.32,4,4,Moderada,Moderada,Forte alta,Forte alta
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-14.23,12.04,-14.23,12.04,26.26,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-77.78,-77.78,-58.11,-57.75,0.36,15.66,24.48,4,4,Moderada,Moderada,Forte alta,Forte alta
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-34.49,-34.49,-34.49,-34.49,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,41.36,52.96,41.36,52.96,11.6,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,1,1,8.58,8.58,8.58,8.58,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,8.4,8.4,8.4,8.4,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-10.11,26.32,-10.11,26.32,36.44,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,23.43,23.43,23.43,23.43,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
