Curso,Campus,Turno,Modalidade,Histórico (mín.),Histórico (máx.),Última nota mínima,Última nota máxima,Previsão mínima,Previsão máxima,Intervalo previsto,Desvio (mín.),Desvio (máx.),Modelos (mín.),Modelos (máx.),Confiabilidade (mín.),Confiabilidade (máx.),Tendência (mín.),Tendência (máx.)
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-39.18,-39.18,-39.18,-39.18,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,14.48,111.41,0.37,90.8,90.43,13.17,14.24,4,4,Moderada,Moderada,Forte queda,Forte queda
Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,3,3,8.24,8.24,1.73,-2.71,-4.44,13.36,9.21,4,4,Moderada,Moderada,Forte queda,Forte queda
Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,1,1,-32.74,-32.74,-32.74,-32.74,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,-34.55,-13.14,-45.04,-10.5,34.54,12.84,4.19,4,4,Moderada,Moderada,Forte queda,Alta
Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-27.07,22.54,-27.07,22.54,49.61,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,1,1,0.03,0.03,0.03,0.03,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-34.45,-34.45,-34.45,-34.45,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândi a (FCE),Diurno,AC,1,1,-1.21,74.56,-1.21,74.56,75.77,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândi a (FCE),Diurno,CN,1,1,3.74,3.74,3.74,3.74,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R1_NPPI,1,1,-47.03,60.9,-47.03,60.9,107.93,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R1_PPI,1,1,2.82,2.82,2.82,2.82,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R2_NPPI,1,1,22.31,28.16,22.31,28.16,5.85,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R2_PPI,1,1,-17.25,63.72,-17.25,63.72,80.97,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândia / DF,Diurno,AC,5,5,31.94,92.24,36.95,68.2,31.25,21.38,16.84,4,4,Moderada,Moderada,Forte alta,Forte queda
Farmácia (Bacharelado),Ceilândia / DF,Diurno,CN,5,5,15.62,15.62,1.71,1.65,-0.06,9.57,9.6,4,4,Moderada,Moderada,Forte queda,Forte queda
Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPI,4,4,-52.23,-42.09,-49.06,-46.47,2.58,4.07,18.11,4,4,Moderada,Moderada,Alta,Queda
Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPIQ,1,1,-33.17,14.39,-33.17,14.39,47.57,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_PPI,3,3,-42.82,-3.48,-39.61,7.01,46.62,2.64,13.19,4,4,Alta,Moderada,Alta,Forte alta
Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPI,4,4,-86.27,-18.42,-57.75,13.21,70.96,22.52,23.61,4,4,Moderada,Moderada,Forte alta,Forte alta
Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPIQ,1,1,14.8,18.8,14.8,18.8,4.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPI,3,3,-59.03,1.5,-52.07,-6.24,45.83,8.96,8.0,4,4,Moderada,Moderada,Forte alta,Forte queda
Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPIQ,1,1,-83.68,-4.71,-83.68,-4.71,78.97,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,60.3,,60.3,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,51.59,51.59,51.59,51.59,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,15.34,15.8,15.34,15.8,0.45,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-5.17,25.81,-5.17,25.81,30.99,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,18.04,52.68,18.04,52.68,34.65,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-34.08,-15.67,-34.08,-15.67,18.42,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,AC,1,1,-1.56,29.54,-1.56,29.54,31.09,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,CN,1,1,40.0,40.0,40.0,40.0,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-10.71,-10.71,-10.71,-10.71,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-35.37,-22.45,-35.37,-22.45,12.92,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,1.05,1.05,1.05,1.05,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-73.52,-0.57,-73.52,-0.57,72.94,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,51.18,93.96,53.17,89.05,35.88,6.16,6.28,4,4,Moderada,Moderada,Alta,Queda
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,4,4,15.9,15.9,15.17,11.64,-3.53,7.25,5.34,4,4,Moderada,Moderada,Estável,Queda
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,-19.55,56.66,-19.71,49.54,69.25,2.39,16.5,4,4,Alta,Moderada,Estável,Forte queda
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-45.41,3.37,-45.41,3.37,48.78,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-30.83,-30.83,-18.89,-17.99,0.9,11.81,12.24,4,4,Moderada,Moderada,Forte alta,Forte alta
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-18.15,16.2,2.98,26.85,23.87,18.57,16.01,4,4,Moderada,Moderada,Forte alta,Forte alta
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,50.7,50.7,50.7,50.7,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,0.12,0.12,0.12,0.12,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-63.95,27.15,-55.85,28.44,84.29,8.86,2.38,4,4,Moderada,Alta,Forte alta,Alta
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-19.97,38.95,-19.97,38.95,58.92,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,5,5,18.05,45.64,6.39,38.11,31.72,15.18,5.35,4,4,Moderada,Moderada,Forte queda,Forte queda
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,2,2,25.62,25.62,24.64,24.64,0.0,1.62,1.62,4,4,Moderada,Moderada,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,2,2,-14.03,2.8,-10.28,-1.38,8.9,6.19,6.9,4,4,Moderada,Moderada,Alta,Queda
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPIQ,1,1,-32.37,-7.88,-32.37,-7.88,24.49,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,3,3,-4.34,-4.34,10.22,16.31,6.09,28.02,20.8,4,4,Moderada,Moderada,Forte alta,Forte alta
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,3,3,-37.35,5.19,-14.78,24.26,39.04,22.18,29.63,4,4,Moderada,Moderada,Forte alta,Forte alta
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPIQ,1,1,-10.12,7.34,-10.12,7.34,17.45,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,2,2,-48.92,-1.44,-44.16,-4.14,40.03,11.65,6.6,4,4,Moderada,Moderada,Alta,Queda
Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPIQ,1,1,-46.67,-21.56,-46.67,-21.56,25.1,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,-69.9,33.58,-69.9,33.58,103.48,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-68.14,-68.14,-68.14,-68.14,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,45.22,45.22,45.22,45.22,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-86.32,1.64,-86.32,1.64,87.96,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-100.43,-3.55,-86.55,1.21,87.75,13.87,22.89,4,4,Moderada,Moderada,Forte alta,Alta
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,2,2,-23.6,-23.6,-26.21,-28.06,-1.85,9.99,17.08,4,4,Moderada,Moderada,Queda,Queda
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,2,2,-17.95,-17.95,-18.04,-18.04,0.0,0.37,0.37,4,4,Moderada,Moderada,Estável,Estável
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-37.56,-37.56,-30.14,-30.14,0.0,12.23,12.23,4,4,Moderada,Moderada,Forte alta,Forte alta
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,2,2,-68.19,-15.97,-81.24,-34.98,46.26,21.53,31.36,4,4,Moderada,Moderada,Forte queda,Forte queda
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,-24.86,-18.08,-27.57,-19.66,7.91,6.64,3.88,4,4,Moderada,Moderada,Queda,Queda
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI_PCD,1,1,-48.45,-48.45,-48.45,-48.45,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,AC,1,1,-52.98,37.48,-52.98,37.48,90.46,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-59.77,-59.77,-59.77,-59.77,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-63.59,-63.59,-63.59,-63.59,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,3,3,-52.16,5.22,-54.76,0.2,54.96,6.27,9.97,4,4,Moderada,Moderada,Queda,Forte queda
Filosofia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,1,1,-22.52,-22.52,-22.52,-22.52,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Filosofia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,1,1,-20.76,-20.76,-20.76,-20.76,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândi a (FCE),Diurno,AC,1,0,30.62,,30.62,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Fisioterapia (Bacharelado),Ceilândi a (FCE),Diurno,CN,1,1,23.7,23.7,23.7,23.7,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R1_NPPI,1,1,0.52,17.75,0.52,17.75,17.23,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R1_PPI,1,1,-13.42,3.5,-13.42,3.5,16.92,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R2_NPPI,1,1,10.7,24.25,10.7,24.25,13.54,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R2_PPI,1,1,-7.66,20.71,-7.66,20.71,28.38,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,AC,5,5,30.23,81.87,26.32,67.24,40.92,3.64,9.82,4,4,Alta,Moderada,Queda,Forte queda
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,CN,5,5,13.64,13.64,6.06,2.62,-3.44,5.72,9.37,4,4,Moderada,Moderada,Forte queda,Forte queda
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPI,4,4,-65.97,-65.97,-44.8,-39.04,5.76,17.09,30.41,4,4,Moderada,Moderada,Forte alta,Forte alta
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPIQ,1,1,-35.24,-33.08,-35.24,-33.08,2.16,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_PPI,3,3,-29.53,-6.08,-39.17,-3.66,35.52,8.4,5.81,4,4,Moderada,Moderada,Forte queda,Alta
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_PPIQ,1,1,-59.03,-59.03,-59.03,-59.03,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPI,4,4,-19.89,-0.3,-8.98,6.47,15.44,11.78,9.97,4,4,Moderada,Moderada,Forte alta,Forte alta
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPIQ,1,1,12.99,24.75,12.99,24.75,11.76,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPI,4,4,-79.76,-46.13,-75.82,-50.83,24.99,17.14,22.82,4,4,Moderada,Moderada,Alta,Queda
Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPIQ,1,1,-59.56,8.86,-59.56,8.86,68.42,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândi a (FCE),Diurno,AC,1,1,-14.93,11.36,-14.93,11.36,26.29,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândi a (FCE),Diurno,CN,1,1,46.72,46.72,46.72,46.72,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R1_NPPI,1,1,-8.66,18.26,-8.66,18.26,26.91,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R1_PPI,1,1,-11.76,14.63,-11.76,14.63,26.39,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R2_NPPI,1,1,25.15,25.15,25.15,25.15,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândi a (FCE),Diurno,EP_R2_PPI,1,1,-69.72,23.48,-69.72,23.48,93.21,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,AC,5,5,16.72,40.51,14.79,29.98,15.19,8.87,10.06,4,4,Moderada,Moderada,Queda,Forte queda
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,CN,4,4,5.4,5.4,4.15,-6.3,-10.45,7.33,12.16,4,4,Moderada,Moderada,Queda,Forte queda
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPI,3,3,-27.26,-17.72,-28.96,-17.7,11.26,2.19,5.29,4,4,Alta,Moderada,Queda,Estável
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPIQ,1,1,-60.12,-60.12,-60.12,-60.12,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_PPI,3,3,-68.61,20.45,-72.1,9.62,81.73,18.1,11.11,4,4,Moderada,Moderada,Queda,Forte queda
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPI,4,4,-66.13,-37.89,-52.49,-22.71,29.78,11.57,13.54,4,4,Moderada,Moderada,Forte alta,Forte alta
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPIQ,1,1,-20.38,5.72,-20.38,5.72,26.1,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,-43.82,-43.82,-43.82,-43.82,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPI,3,3,-49.84,-49.84,-51.8,-44.33,7.48,3.11,10.34,4,4,Alta,Moderada,Queda,Forte alta
Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPIQ,1,1,-48.36,-48.36,-48.36,-48.36,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,91.72,,91.72,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-59.26,65.81,-59.26,65.81,125.08,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,39.23,39.23,39.23,39.23,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-4.15,48.86,-4.15,48.86,53.01,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,20.11,20.11,20.11,20.11,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,14.17,97.59,18.64,110.26,91.62,13.37,10.55,4,4,Moderada,Moderada,Alta,Forte alta
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,3,3,37.14,37.14,52.24,26.17,-26.07,18.07,27.57,4,4,Moderada,Moderada,Forte alta,Forte queda
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,2,2,-15.35,7.37,-13.38,-7.8,5.58,3.24,25.01,4,4,Moderada,Moderada,Alta,Forte queda
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,72.77,72.77,97.35,97.35,0.0,60.22,60.22,4,4,Moderada,Moderada,Forte alta,Forte alta
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,-57.41,41.03,-70.12,66.65,136.77,16.43,25.11,4,4,Moderada,Moderada,Forte queda,Forte alta
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-29.3,5.54,-29.3,5.54,34.84,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,2,2,-19.36,-19.36,-14.93,-27.02,-12.09,10.85,18.76,4,4,Moderada,Moderada,Alta,Forte queda
Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-15.86,-15.86,-15.86,-15.86,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Licenciatura),Darcy Ribeiro,Noturno,AC,1,1,-68.14,94.26,-68.14,94.26,162.4,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,-30.16,26.66,-30.16,26.66,56.82,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-62.27,125.68,-43.62,138.82,182.44,15.72,25.45,4,4,Moderada,Moderada,Forte alta,Forte alta
Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,1,1,-46.23,-46.23,-46.23,-46.23,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,1,1,-59.91,26.84,-59.91,26.84,86.75,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,-48.24,8.28,-48.24,8.28,56.52,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-6.22,-6.22,-6.22,-6.22,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-27.06,-27.06,-27.06,-27.06,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geofísica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-47.99,45.31,-41.93,48.07,90.0,7.89,7.52,4,4,Moderada,Moderada,Forte alta,Alta
Geofísica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,2,2,-50.01,-50.01,-54.13,-54.13,0.0,6.8,6.8,4,4,Moderada,Moderada,Queda,Queda
Geofísica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,1,1,-16.26,-16.26,-16.26,-16.26,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geofísica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,1,1,-48.56,-48.56,-48.56,-48.56,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geofísica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,1,1,-20.9,-20.9,-20.9,-20.9,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,-11.71,44.5,-11.71,44.5,56.21,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,1,1,-8.34,-8.34,-8.34,-8.34,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,13.32,13.32,13.32,13.32,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-24.91,3.9,-24.91,3.9,28.81,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-8.56,19.94,-8.56,19.94,28.49,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-28.34,-20.37,-28.34,-20.37,7.97,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,4,4,-90.02,129.34,-76.94,121.86,198.8,17.38,22.94,4,4,Moderada,Moderada,Forte alta,Forte queda
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,1,1,-51.63,-41.47,-51.63,-41.47,10.16,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
