subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-29.193,1.117
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-39.081,-20.043
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,49.02,79.438
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,115.354,193.348
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,11.144,11.144
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-35.915,5.342
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-47.162,-47.162
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-40.025,-40.025
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,13.493,131.365
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,70.109,168.79
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-38.073,-38.073
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-20.062,-12.041
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-39.185,-39.185
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-19.116,-19.116
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,34.508,121.268
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,51.589,51.589
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-5.174,25.813
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,15.342,15.796
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-34.082,-15.667
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,18.037,52.683
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,60.297,114.584
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,39.999,39.999
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-35.372,-22.447
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-10.711,-10.711
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-73.518,-0.575
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,1.051,1.051
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-1.557,29.537
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciat ura),Diurno,Filosofia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-68.136,-68.136
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciat ura),Diurno,Filosofia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-86.322,1.642
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciat ura),Diurno,Filosofia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,45.216,45.216
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciat ura),Diurno,Filosofia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-69.896,33.582
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,Filosofia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-59.768,-59.768
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,Filosofia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-63.589,-63.589
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,Filosofia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-52.983,37.478
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,39.226,39.226
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-59.265,65.812
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,20.11,20.11
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-4.154,48.857
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,91.722,138.765
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geofísica (Bacharelado),Diurno,Geofísica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-6.216,-6.216
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geofísica (Bacharelado),Diurno,Geofísica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-27.06,-27.06
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geofísica (Bacharelado),Diurno,Geofísica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-48.237,8.279
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciat ura),Diurno,Geografia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-8.341,-8.341
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciat ura),Diurno,Geografia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-24.912,3.902
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciat ura),Diurno,Geografia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,13.323,13.323
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciat ura),Diurno,Geografia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-28.339,-20.368
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciat ura),Diurno,Geografia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-8.556,19.938
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciat ura),Diurno,Geografia (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-11.709,44.499
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-33.967,-33.967
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-59.404,-59.404
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-36.351,-36.351
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,33.859,33.859
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-68.729,68.345
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Agronegócio (Bacharelado),Noturno,Gestão de Agronegócio (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-57.616,-57.616
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Agronegócio (Bacharelado),Noturno,Gestão de Agronegócio (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-44.795,-33.635
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Agronegócio (Bacharelado),Noturno,Gestão de Agronegócio (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-61.028,11.189
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-66.75,-66.75
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-67.263,9.475
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-94.961,-94.961
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-66.12,-0.681
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-81.612,-11.424
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-51.535,51.644
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciat ura),Diurno,História (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,13.241,13.241
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciat ura),Diurno,História (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-11.321,15.341
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciat ura),Diurno,História (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,11.681,53.113
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciat ura),Diurno,História (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,0.911,44.728
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciat ura),Diurno,História (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,24.189,24.459
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciat ura),Diurno,História (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,44.047,105.499
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,25.055,25.055
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-9.043,32.413
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-17.651,-17.222
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-34.556,50.644
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-8.931,1.031
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-38.56,24.313
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,76.01,76.01
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,5.241,7.797
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,40.539,40.539
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,23.778,43.842
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,69.465,69.465
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,85.007,117.234
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,Letras – Português do Brasil como Segunda Língua (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-35.98,-35.98
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,Letras – Português do Brasil como Segunda Língua (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-35.816,-25.7
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,Letras – Português do Brasil como Segunda Língua (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-60.95,-38.117
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,Letras – Português do Brasil como Segunda Língua (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-47.365,-3.586
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,Letras – Português do Brasil como Segunda Língua (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-10.942,45.035
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Francês (Bacharelado),Diurno,Letras – Tradução – Francês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-28.614,14.02
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-51.286,-51.286
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-63.398,-41.295
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-34.883,-23.747
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,2.798,45.052
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,14.876,72.134
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-48.799,-25.873
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-59.585,-24.422
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Artes Cênicas*,Noturno,Licenciatura em Artes Cênicas* | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-10.798,-10.798
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Artes Cênicas*,Diurno,Licenciatura em Artes Cênicas* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-49.617,-49.617
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Artes Cênicas*,Diurno,Licenciatura em Artes Cênicas* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,18.627,18.627
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,40.662,40.662
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-25.71,32.075
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-18.134,22.642
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-26.888,-17.786
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,19.703,40.899
