subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,60.228,60.228
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,23.235,34.134
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,47.859,69.85
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,43.34,66.078
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,110.305,135.373
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,107.286,137.756
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-22.823,-22.823
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-31.14,10.829
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-22.661,21.491
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-37.593,57.929
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,16.702,89.253
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-2.177,-2.177
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,23.339,23.339
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-27.683,-27.683
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-23.379,65.907
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,47.562,47.562
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,17.31,73.797
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,11.118,64.536
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,46.911,136.108
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,111.332,111.332
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,1.5,NPPI,True,-63.46,-63.46
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,98.313,152.744
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-38.727,-38.727
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-64.747,-22.831
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-1.391,-1.391
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-20.34,-20.34
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-71.558,-36.051
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-55.136,-44.554
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-42.517,-26.01
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-35.078,-35.078
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-37.74,-14.877
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-76.148,-17.915
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,14.694,14.694
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-10.261,19.595
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-33.215,1.085
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-58.673,-11.65
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,3.922,58.117
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-27.615,-13.504
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",AC,AC,False,,,,False,-0.054,50.763
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-21.951,-21.951
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-54.814,-54.814
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-64.42,-64.42
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-79.506,-24.63
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-89.917,12.676
2019-2021,2021,Ceilândia / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Ceilândia / DF,CN,CN,False,,,NEGROS,False,36.97,36.97
2019-2021,2021,Ceilândia / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,3.019,34.414
2019-2021,2021,Ceilândia / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_PPI_PCD,EP_R1_PPI_PCD,True,R1,1.5,PPI,True,-61.597,-61.597
2019-2021,2021,Ceilândia / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,14.131,22.52
2019-2021,2021,Ceilândia / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,4.949,31.291
2019-2021,2021,Ceilândia / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,26.36,46.546
2019-2021,2021,Ceilândia / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Ceilândia / DF,AC,AC,False,,,,False,26.432,71.32
2019-2021,2021,Ceilândia / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Ceilândia / DF,CN,CN,False,,,NEGROS,False,3.739,3.739
2019-2021,2021,Ceilândia / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,2.818,2.818
2019-2021,2021,Ceilândia / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-47.03,60.896
2019-2021,2021,Ceilândia / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-17.25,63.724
2019-2021,2021,Ceilândia / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,22.311,28.161
2019-2021,2021,Ceilândia / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Ceilândia / DF,AC,AC,False,,,,False,-1.212,74.556
2019-2021,2021,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,Fisioterapia (Bacharelado) | Diurno | Ceilândia / DF,CN,CN,False,,,NEGROS,False,23.699,23.699
2019-2021,2021,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,Fisioterapia (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-13.417,3.499
2019-2021,2021,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,Fisioterapia (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,0.515,17.749
2019-2021,2021,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,Fisioterapia (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-7.663,20.714
2019-2021,2021,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,Fisioterapia (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,10.703,24.247
2019-2021,2021,Ceilândia / DF,Fisioterapia (Bacharelado),Diurno,Fisioterapia (Bacharelado) | Diurno | Ceilândia / DF,AC,AC,False,,,,False,30.618,121.109
2019-2021,2021,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,Fonoaudiologia (Bacharelado) | Diurno | Ceilândia / DF,CN,CN,False,,,NEGROS,False,46.715,46.715
2019-2021,2021,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,Fonoaudiologia (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-11.763,14.629
2019-2021,2021,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,Fonoaudiologia (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-8.658,18.255
2019-2021,2021,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,Fonoaudiologia (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-69.725,23.483
2019-2021,2021,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,Fonoaudiologia (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,25.151,25.151
2019-2021,2021,Ceilândia / DF,Fonoaudiologia (Bacharelado),Diurno,Fonoaudiologia (Bacharelado) | Diurno | Ceilândia / DF,AC,AC,False,,,,False,-14.934,11.358
2019-2021,2021,Ceilândia / DF,Saúde Coletiva (Bacharelado),Diurno,Saúde Coletiva (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-102.502,-102.502
2019-2021,2021,Ceilândia / DF,Saúde Coletiva (Bacharelado),Diurno,Saúde Coletiva (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-55.278,-31.583
2019-2021,2021,Ceilândia / DF,Saúde Coletiva (Bacharelado),Diurno,Saúde Coletiva (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-58.614,-58.614
2019-2021,2021,Ceilândia / DF,Saúde Coletiva (Bacharelado),Diurno,Saúde Coletiva (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-95.903,-28.196
2019-2021,2021,Ceilândia / DF,Saúde Coletiva (Bacharelado),Diurno,Saúde Coletiva (Bacharelado) | Diurno | Ceilândia / DF,AC,AC,False,,,,False,-67.997,-8.405
2019-2021,2021,Ceilândia / DF,Terapia Ocupacional (Bacharelado),Diurno,Terapia Ocupacional (Bacharelado) | Diurno | Ceilândia / DF,CN,CN,False,,,NEGROS,False,-8.712,-8.712
2019-2021,2021,Ceilândia / DF,Terapia Ocupacional (Bacharelado),Diurno,Terapia Ocupacional (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-62.296,-38.06
2019-2021,2021,Ceilândia / DF,Terapia Ocupacional (Bacharelado),Diurno,Terapia Ocupacional (Bacharelado) | Diurno | Ceilândia / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-29.114,-25.419
2019-2021,2021,Ceilândia / DF,Terapia Ocupacional (Bacharelado),Diurno,Terapia Ocupacional (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-69.768,9.306
2019-2021,2021,Ceilândia / DF,Terapia Ocupacional (Bacharelado),Diurno,Terapia Ocupacional (Bacharelado) | Diurno | Ceilândia / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-14.518,37.811
2019-2021,2021,Ceilândia / DF,Terapia Ocupacional (Bacharelado),Diurno,Terapia Ocupacional (Bacharelado) | Diurno | Ceilândia / DF,AC,AC,False,,,,False,-21.685,19.322
2019-2021,2021,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,CN,CN,False,,,NEGROS,False,3.555,62.949
2019-2021,2021,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-67.127,17.176
2019-2021,2021,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-53.711,45.621
2019-2021,2021,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-54.926,44.722
2019-2021,2021,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,12.504,93.644
2019-2021,2021,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,AC,AC,False,,,,False,50.195,175.146
2019-2021,2021,Planaltina / DF,Ciências Naturais,Diurno,Ciências Naturais | Diurno | Planaltina / DF,AC,AC,False,,,,False,-85.5,-85.5
2019-2021,2021,Planaltina / DF,Ciências Naturais,Noturno,Ciências Naturais | Noturno | Planaltina / DF,CN,CN,False,,,NEGROS,False,-90.203,-90.203
2019-2021,2021,Planaltina / DF,Ciências Naturais,Noturno,Ciências Naturais | Noturno | Planaltina / DF,AC,AC,False,,,,False,-76.854,-20.469
2019-2021,2021,Planaltina / DF,Gestão Ambiental (Bacharelado),Noturno,Gestão Ambiental (Bacharelado) | Noturno | Planaltina / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-34.138,-34.138
2019-2021,2021,Planaltina / DF,Gestão Ambiental (Bacharelado),Noturno,Gestão Ambiental (Bacharelado) | Noturno | Planaltina / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-73.509,39.118
2019-2021,2021,Planaltina / DF,Gestão do Agronegócio (Bacharelado),Diurno,Gestão do Agronegócio (Bacharelado) | Diurno | Planaltina / DF,AC,AC,False,,,,False,-78.135,-78.135
