subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-32.04,-17.529
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-34.27,-8.304
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-14.417,9.672
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,3.563,3.563
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,1.357,67.671
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Física,Noturno,Licenciatura em Física | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,55.585,149.957
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Matemática,Noturno,Licenciatura em Matemática | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,43.063,43.063
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Matemática,Noturno,Licenciatura em Matemática | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-73.474,22.858
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-30.874,-30.874
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-22.384,-22.241
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-21.346,1.634
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua e Literatura Japonesa (Licenciatura),Noturno,Língua e Literatura Japonesa (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-18.525,-18.525
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua e Literatura Japonesa (Licenciatura),Noturno,Língua e Literatura Japonesa (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-5.043,5.755
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura),Noturno,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-14.494,-14.494
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura),Noturno,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-46.586,-13.667
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-45.996,-32.916
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-15.779,-15.779
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-47.775,48.385
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-48.692,0.205
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-33.805,-33.805
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-18.631,-17.678
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-5.532,-5.532
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-77.785,-77.785
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,3.014,11.995
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-17.014,-17.014
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,32.247,72.62
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-21.582,1.737
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,39.574,39.574
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-23.758,9.729
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,17.882,34.783
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,35.734,35.734
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,52.636,82.448
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-45.745,14.783
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-13.592,-13.592
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-8.792,-7.475
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-31.96,-31.96
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-46.157,-9.045
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-6.051,13.305
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-20.208,8.078
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-51.87,21.222
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,18.569,18.569
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,12.575,12.575
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/ Licenciatura),Diurno,Matemática (Bacharelado/ Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-2.875,75.036
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,43.826,86.39
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,93.632,98.249
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,107.578,134.438
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,175.472,175.472
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,1.5,NPPI,True,107.509,107.509
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,171.622,171.622
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,177.881,211.738
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-33.589,27.235
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,20.167,56.233
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,16.694,78.776
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,49.328,58.293
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,73.643,73.643
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,93.664,127.484
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-38.902,-38.902
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-59.957,11.393
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Música (Bacharelado)*,Diurno,Música (Bacharelado)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-23.394,46.282
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-69.94,-69.94
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-64.024,-64.024
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,30.345,41.995
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-41.36,25.412
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-25.597,3.043
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,3.444,3.444
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-29.919,47.747
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,24.985,24.985
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,31.75,31.75
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,66.13,101.845
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-2.387,50.584
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,51.88,51.88
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-20.934,0.839
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,113.007,113.007
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,34.282,34.282
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,90.466,104.035
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-69.472,-11.148
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-2.29,26.289
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-92.894,17.832
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-8.669,16.663
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,0.572,9.731
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-10.802,60.661
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-96.102,-18.331
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-65.559,-52.908
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-16.966,-16.966
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-66.338,-38.725
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-52.111,-52.111
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-59.858,5.534
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,7.379,43.658
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,26.153,40.23
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI_PCD,EP_R1_NPPI_PCD,True,R1,1.5,NPPI,True,-11.536,-11.536
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,27.138,66.328
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,81.072,81.072
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,1.5,NPPI,True,2.412,2.412
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,61.64,61.64
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,Psicologia (Bacharelado / Licenciatura / Psicólogo) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,98.121,139.15
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-57.812,20.502
