subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,59.299,59.299
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,17.816,61.652
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,21.442,51.5
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-22.252,6.079
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,51.632,72.957
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,25.261,75.92
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,85.127,85.127
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,125.478,156.3
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-21.467,-21.467
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-13.984,-13.984
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-32.417,-32.417
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-53.021,42.301
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,22.756,22.756
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-32.365,-32.365
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-68.903,42.09
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-22.76,39.682
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,65.176,65.176
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,88.12,136.666
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-40.631,71.731
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,139.153,139.153
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,71.137,156.247
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,27.883,27.883
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-55.77,-55.77
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-42.449,125.822
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,56.973,56.973
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Química (Bacharelado),Diurno,Engenharia Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,61.647,136.761
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-34.548,-13.142
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-44.549,-44.549
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Estatística (Bacharelado),Diurno,Estatística (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,30.096,136.549
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-30.833,-30.833
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-19.548,56.659
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-63.95,27.148
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,36.288,66.401
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,15.549,15.549
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Diurno,Farmácia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,76.858,148.69
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-4.337,-4.337
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-14.031,2.801
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-37.354,5.191
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,25.623,25.623
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Farmácia (Bacharelado),Noturno,Farmácia (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,19.242,88.621
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,Filosofia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-37.555,-37.555
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,Filosofia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-17.946,-17.946
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,Filosofia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI_PCD,EP_R2_PPI_PCD,True,R2,1.5,PPI,True,-48.451,-48.451
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,Filosofia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-68.186,-15.966
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,Filosofia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-23.598,-23.598
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Bacharelado/Licenciatura),Diurno,Filosofia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-30.256,34.653
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,Filosofia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-48.29,-48.29
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-15.349,7.367
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-57.411,41.027
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,37.136,37.136
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Física (Bacharelado),Diurno,Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-7.206,141.578
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geofísica (Bacharelado),Diurno,Geofísica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-50.006,-50.006
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geofísica (Bacharelado),Diurno,Geofísica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-48.561,-48.561
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geofísica (Bacharelado),Diurno,Geofísica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-47.521,8.759
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciatura),Diurno,Geografia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-53.491,-53.491
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciatura),Diurno,Geografia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,7.666,7.666
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciatura),Diurno,Geografia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-16.387,7.067
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciatura),Diurno,Geografia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-8.19,18.368
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geografia (Bacharelado/Licenciatura),Diurno,Geografia (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-25.568,44.373
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-3.498,-3.498
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,9.264,9.264
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-56.763,97.846
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Agronegócio (Bacharelado),Noturno,Gestão de Agronegócio (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-32.966,-32.966
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Agronegócio (Bacharelado),Noturno,Gestão de Agronegócio (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-48.114,-48.114
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Agronegócio (Bacharelado),Noturno,Gestão de Agronegócio (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-12.02,-12.02
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Agronegócio (Bacharelado),Noturno,Gestão de Agronegócio (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-83.888,-27.976
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-41.061,-34.96
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-58.902,-41.161
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-36.205,-36.205
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-64.37,20.875
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,5.313,5.313
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Gestão de Políticas Públicas (Bacharelado),Noturno,Gestão de Políticas Públicas (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-19.441,89.961
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-24.22,10.211
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,19.371,52.742
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-41.891,-6.303
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,32.467,41.995
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,11.829,11.829
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Bacharelado/Licenciatura),Diurno,História (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,36.27,120.935
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-17.725,-17.725
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-47.859,4.551
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-25.475,-17.183
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,História (Licenciatura),Noturno,História (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-69.357,12.295
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,18.926,19.95
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,9.81,9.81
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,4.081,44.224
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,21.437,21.437
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,53.554,53.554
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,95.519,130.233
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua,Diurno,Letras – Português do Brasil como Segunda Língua | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-48.36,-48.36
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua,Diurno,Letras – Português do Brasil como Segunda Língua | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-41.555,-41.555
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua,Diurno,Letras – Português do Brasil como Segunda Língua | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-45.762,-45.762
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Português do Brasil como Segunda Língua,Diurno,Letras – Português do Brasil como Segunda Língua | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-49.96,58.052
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Francês (Bacharelado),Diurno,Letras – Tradução – Francês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-27.088,108.22
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-50.121,-0.815
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-20.761,-20.341
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,8.667,8.667
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução – Inglês (Bacharelado),Diurno,Letras – Tradução – Inglês (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-18.136,26.575
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-74.097,-24.363
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-56.295,-56.295
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Artes Cênicas,Diurno,Licenciatura em Artes Cênicas | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-42.056,-5.063
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Artes Cênicas,Diurno,Licenciatura em Artes Cênicas | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-1.077,21.881
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Artes Cênicas,Noturno,Licenciatura em Artes Cênicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-68.863,25.467
