subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,9.788,35.977
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-36.584,45.635
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Filosofia (Licenciatura),Noturno,Filosofia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-22.521,-22.521
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,13.105,18.914
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-45.285,97.751
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-25.052,-25.052
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-22.536,-22.536
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-94.317,2.411
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-84.571,3.39
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-14.695,27.052
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-33.049,44.232
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,5.858,5.858
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-10.46,-10.46
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-27.977,1.668
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-68.924,39.037
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,66.75,101.479
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-10.667,147.15
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-62.725,10.242
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-25.08,33.134
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-45.468,145.719
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-12.144,-12.144
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-54.46,165.36
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Diurno,Arquitetura e Urbanismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-44.527,18.536
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Diurno,Arquitetura e Urbanismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-74.003,-50.838
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Diurno,Arquitetura e Urbanismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-33.644,16.99
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Diurno,Arquitetura e Urbanismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,23.187,39.321
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Diurno,Arquitetura e Urbanismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,46.911,54.412
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Diurno,Arquitetura e Urbanismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,65.986,111.643
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Noturno,Arquitetura e Urbanismo (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-65.025,5.459
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Noturno,Arquitetura e Urbanismo (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-17.044,-17.044
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Noturno,Arquitetura e Urbanismo (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-25.804,12.181
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Noturno,Arquitetura e Urbanismo (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-66.223,-53.075
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquitetura e Urbanismo (Bacharelado),Noturno,Arquitetura e Urbanismo (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-31.822,62.419
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-29.883,-29.883
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-50.627,3.941
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-66.201,-66.201
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-6.137,-4.801
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-31.904,55.127
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,28.975,94.939
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI_PCD,EP_R1_PPI_PCD,True,R1,1.5,PPI,True,-40.024,-40.024
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,93.731,117.434
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,101.453,124.97
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,137.999,190.592
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,157.264,157.983
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,164.861,190.742
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-28.409,-28.409
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Geologia (Bacharelado),Diurno,Geologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-96.644,38.599
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,30.256,30.256
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-23.583,22.033
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,6.547,6.547
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-58.334,47.376
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-39.486,-31.425
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-16.876,-16.876
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-71.639,18.495
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-29.217,73.365
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-46.766,-21.415
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-25.6,59.203
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-3.889,18.043
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-54.535,1.714
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-20.959,-20.877
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-20.18,-20.18
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-84.371,-84.371
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-55.891,5.252
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,6.406,6.406
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-17.712,25.713
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-63.889,-9.992
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,14.039,21.415
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-52.719,-40.613
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-10.253,20.671
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-45.083,-45.083
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-26.219,-26.219
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-49.61,-49.61
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Letras – Tradução Espanhol (Bacharelado),Noturno,Letras – Tradução Espanhol (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-37.809,-20.326
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-37.722,54.405
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-32.767,-32.767
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-46.573,42.867
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,19.302,65.536
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-19.965,1.525
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-40.37,134.759
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-45.399,-22.287
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-9.001,-8.705
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-5.212,13.931
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,7.89,26.716
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,14.706,26.97
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Jornalismo (Bacharelado),Diurno,Jornalismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,81.255,115.406
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-81.497,2.447
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-78.056,3.175
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-81.223,-8.872
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-76.273,-1.675
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-89.114,7.463
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-65.666,20.859
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-55.369,-30.436
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-87.878,-15.856
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-62.118,-25.054
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-24.934,-16.109
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-98.292,-22.179
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Física,Noturno,Licenciatura em Física | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-14.535,38.883
