Curso,Campus,Turno,modalidade_normalizada,n_trienios,primeiro_trienio,ultimo_trienio,variacao_absoluta,slope,elegivel_ranking_principal
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Engenharia de Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,2019-2021,2019-2021,0.0,,False
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,2019-2021,2019-2021,0.0,,False
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharias (FGA),Gama,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharias (FGA),Gama,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharias (FGA),Gama,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Engenharias (FGA),Gama,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2020-2022,2020-2022,0.0,,False
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,2019-2021,2019-2021,0.0,,False
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,2021-2023,2021-2023,0.0,,False
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,2019-2021,2019-2021,0.0,,False
Filosofia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,2018-2020,2018-2020,0.0,,False
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Física (Licenciatura),Darcy Ribeiro,Noturno,CN,1,2020-2022,2020-2022,0.0,,False
Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,2020-2022,2020-2022,0.0,,False
Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,2019-2021,2019-2021,0.0,,False
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,2019-2021,2019-2021,0.0,,False
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,2020-2022,2020-2022,0.0,,False
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2018-2020,2018-2020,0.0,,False
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2019-2021,2019-2021,0.0,,False
Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2020-2022,2020-2022,0.0,,False
Gestão Ambiental (Bacharelado),Planaltina,Noturno,EP_R2_PPI,1,2019-2021,2019-2021,0.0,,False
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,2021-2023,2021-2023,0.0,,False
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,2019-2021,2019-2021,0.0,,False
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,2019-2021,2019-2021,0.0,,False
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Gestão do Agronegócio (Bacharelado),Planaltina,Diurno,CN,1,2020-2022,2020-2022,0.0,,False
Gestão do Agronegócio (Bacharelado),Planaltina,Diurno,EP_R2_NPPI,1,2021-2023,2021-2023,0.0,,False
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Japonês (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI_PCD,1,2019-2021,2019-2021,0.0,,False
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,2019-2021,2019-2021,0.0,,False
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,1,2018-2020,2018-2020,0.0,,False
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,CN,1,2021-2023,2021-2023,0.0,,False
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,2020-2022,2020-2022,0.0,,False
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,2018-2020,2018-2020,0.0,,False
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,2018-2020,2018-2020,0.0,,False
Letras – Tradução – Francês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2018-2020,2018-2020,0.0,,False
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2020-2022,2020-2022,0.0,,False
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,2019-2021,2019-2021,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,2021-2023,2021-2023,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2018-2020,2018-2020,0.0,,False
Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2021-2023,2021-2023,0.0,,False
Música (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,2019-2021,2019-2021,0.0,,False
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPI_PCD,1,2021-2023,2021-2023,0.0,,False
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,2021-2023,2021-2023,0.0,,False
Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,2020-2022,2020-2022,0.0,,False
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Química (Licenciatura),Darcy Ribeiro,Noturno,CN,1,2019-2021,2019-2021,0.0,,False
Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,2018-2020,2018-2020,0.0,,False
Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2019-2021,2019-2021,0.0,,False
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,2020-2022,2020-2022,0.0,,False
Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,CN,1,2021-2023,2021-2023,0.0,,False
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,EP_R1_PPI,1,2018-2020,2018-2020,0.0,,False
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,EP_R2_NPPI,1,2019-2021,2019-2021,0.0,,False
"Teoria, Crítica e História da Arte (Bacharelado)",Darcy Ribeiro,Noturno,EP_R2_PPI,1,2020-2022,2020-2022,0.0,,False
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Terapia Ocupacional (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,2019-2021,2019-2021,0.0,,False
Turismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2018-2020,2018-2020,0.0,,False
