Subprograma,Ano,Campus,Curso,Turno,Modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-5.726,-5.726
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,19.746,19.746
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,-35.963,47.134
2018-2020,2020,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-36.333,-11.018
2018-2020,2020,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-13.605,-0.286
2018-2020,2020,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-22.489,9.31
2018-2020,2020,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,6.632,32.212
2018-2020,2020,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,79.753,125.943
2018-2020,2020,Darcy Ribeiro,Turismo (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-35.506,-35.506
2018-2020,2020,Darcy Ribeiro,Turismo (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-68.241,-14.636
2018-2020,2020,Darcy Ribeiro,Turismo (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-64.299,-37.943
2018-2020,2020,Darcy Ribeiro,Turismo (Bacharelado),Diurno,AC,AC,False,,,False,,-101.482,-8.137
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-32.289,-1.11
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-90.624,-3.524
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-66.919,-1.149
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-80.471,-26.835
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-40.808,3.022
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Diurno,AC,AC,False,,,False,,-5.813,69.035
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,2.342,2.342
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-64.264,-17.504
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-74.731,-4.551
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-30.302,31.847
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-3.806,1.212
2018-2020,2020,Darcy Ribeiro,Administração (Bacharelado),Noturno,AC,AC,False,,,False,,-98.9,38.986
2018-2020,2020,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-43.64,29.027
2018-2020,2020,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-49.871,2.367
2018-2020,2020,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-26.233,8.751
2018-2020,2020,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-27.135,-14.554
2018-2020,2020,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,39.163,52.808
2018-2020,2020,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,42.875,95.093
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-16.819,65.641
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R1_PPI_PCD,EP_R1_PPI_PCD,True,R1,PPI,True,1.5,-15.077,-15.077
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,35.037,69.129
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,16.331,49.195
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,26.201,124.283
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,67.814,109.896
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Diurno,AC,AC,False,,,False,,101.827,146.068
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-33.95,-9.24
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-43.271,60.116
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-26.025,9.416
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,5.872,5.872
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,AC,AC,False,,,False,,-77.991,70.338
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-54.029,-54.029
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-37.932,-13.347
2018-2020,2020,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Noturno,AC,AC,False,,,False,,-71.302,44.077
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-26.837,12.579
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-30.887,1.416
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-10.395,45.688
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,20.26,66.642
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,54.94,84.963
2018-2020,2020,Darcy Ribeiro,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,56.835,124.602
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-23.125,-23.125
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.979,-17.979
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,29.145,29.145
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-30.845,-30.845
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,AC,AC,False,,,False,,-56.057,28.223
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Literatura),Diurno,AC,AC,False,,,False,,-52.165,19.702
2018-2020,2020,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-58.894,24.588
2018-2020,2020,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-26.556,13.018
2018-2020,2020,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-20.184,20.99
2018-2020,2020,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-12.543,16.446
2018-2020,2020,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,31.111,61.195
2018-2020,2020,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,AC,AC,False,,,False,,6.734,93.171
2018-2020,2020,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-73.408,-29.038
2018-2020,2020,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-64.547,-64.547
2018-2020,2020,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-67.906,-36.5
2018-2020,2020,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-58.889,21.927
2018-2020,2020,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-56.023,-9.606
2018-2020,2020,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,AC,AC,False,,,False,,-82.562,39.359
2018-2020,2020,Darcy Ribeiro,Música (Bacharelado),Diurno,AC,AC,False,,,False,,-29.764,-29.764
2018-2020,2020,Darcy Ribeiro,Educação Física (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-101.251,-27.83
2018-2020,2020,Darcy Ribeiro,Educação Física (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-43.227,-20.021
2018-2020,2020,Darcy Ribeiro,Educação Física (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-91.266,22.938
2018-2020,2020,Darcy Ribeiro,Educação Física (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-70.759,-0.024
2018-2020,2020,Darcy Ribeiro,Educação Física (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-20.627,-2.822
2018-2020,2020,Darcy Ribeiro,Educação Física (Licenciatura),Diurno,AC,AC,False,,,False,,-64.096,10.409
2018-2020,2020,Gama,Engenharias (FGA),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-56.987,-0.878
2018-2020,2020,Gama,Engenharias (FGA),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-46.52,4.292
2018-2020,2020,Gama,Engenharias (FGA),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-80.254,1.161
2018-2020,2020,Gama,Engenharias (FGA),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-100.534,41.234
2018-2020,2020,Gama,Engenharias (FGA),Diurno,CN,CN,False,,NEGROS,False,,-57.125,76.031
2018-2020,2020,Gama,Engenharias (FGA),Diurno,AC,AC,False,,,False,,-101.981,133.817
2018-2020,2020,Planaltina,Gestão do Agronegócio (Bacharelado),Diurno,AC,AC,False,,,False,,-80.136,-49.865
2018-2020,2020,Planaltina,Gestão Ambiental (Bacharelado),Noturno,AC,AC,False,,,False,,-62.155,-62.155
2018-2020,2020,Planaltina,Ciências Naturais (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-38.144,-7.442
2018-2020,2020,Planaltina,Ciências Naturais (Licenciatura),Diurno,AC,AC,False,,,False,,-78.584,-15.361
